heartbeat_id,sensor2_peak_time_s,sensor3_peak_time_s,sensor4_peak_time_s,sensor5_peak_time_s
1,,0.35099537639763845,0.47699371664294454,
2,,1.6739779489733526,1.5299798458358598,1.3679819798061805
3,2.7179641967201746,,2.663964908043615,
4,4.391942145693527,,4.1939447538794745,4.211944516771661
5,6.14691902768172,,5.98492116165204,
6,,6.425915352510612,6.407915589618425,6.299917012265305
8,,8.82888369861752,8.819883817171428,
9,,,9.278877770922186,9.107880023446413
10,,10.790857853865859,10.81785749820414,10.718858802297111
11,12.347837344039998,,12.176839596564225,12.284838173917345
12,12.824831060682943,12.716832483329823,12.644833431761077,
13,13.373823828894635,13.33782430311026,13.49982216913994,
14,,,13.877817189875858,14.057814818797723
15,14.984802607745333,14.849804386053934,14.84080450460784,14.804804978823467
16,15.965789685369502,,16.01978897404606,15.956789803923408
17,16.61378114948822,,16.69478008250306,16.604781268042125
18,17.29777213939131,,17.37877107240615,
19,17.720766567357693,,17.846764907603,
20,19.13374795439434,,19.277746057531836,
22,21.005723295181745,21.04172282096612,20.996723413735655,
23,21.48271701182469,21.437717604594223,21.61771523351609,21.4737171303786
24,,22.130708475943408,22.18470776461997,22.121708594497314
25,,23.47169081141131,23.6156889145488,23.74168725479411
28,25.667661884258074,25.712661291488537,25.730661054380725,25.712661291488537
29,26.82864659080411,26.94564504960332,26.99964433827988,26.900645642372854
30,,27.485637936368917,27.566636869383757,27.431638647692356
31,,28.14262928193373,28.196628570610287,28.169628926272008
32,29.37561304004851,29.366613158602416,29.303613988479764,29.276614344141482
33,,29.933605689706294,29.98760497838285,
34,30.563597390932824,30.491598339364078,30.66259608683985,
35,,31.15758956637498,31.23858849938982,31.166589447821075
36,31.742581860371047,31.769581504709326,31.751581741817137,
38,32.88556680402489,,32.939566092701455,
39,33.38056028356002,33.50655862380533,33.470559098020956,
40,34.05555139201702,33.956552696109995,34.07355115490921,34.01055198478655
41,34.424546531306845,,34.61354404167481,34.44254629419903
42,,35.1535369284404,35.10853752120994,
43,35.585531237852884,,35.63953052652944,35.45953289760757
44,36.99851262488953,36.683516774276264,36.81851499596766,
46,37.970499821067605,37.87150112516058,37.91650053239105,37.83550159937621
47,38.30349543457306,38.357494723249616,38.456493419156644,38.33049507891133
48,,38.97848654303005,39.01448606881443,38.86148808423084
49,39.455480259672996,,39.5904784813644,
51,,40.922460935386205,41.084458801415884,40.94946057972449
52,,,41.58845216239711,41.52545299227445
53,41.984446946025216,42.02944635325568,42.164444574947076,
54,42.56043935857518,,42.63243841014393,42.614438647251745
55,43.66742477644466,,43.604425606322,
56,,44.70241114274539,44.747410549975854,
57,45.215404385172704,45.23340414806489,45.242404029510986,
58,,45.80039667916877,45.791396797722676,45.728397627600025
59,46.24139087002734,46.26839051436562,46.32238980304218,46.22339110713516
60,46.79938351968512,,46.826383164023405,46.77238387534685
61,47.294376999220255,47.28537711777416,47.357376169342906,
62,,47.85236964887804,47.825370004539764,
63,,48.92335554096314,48.87835613373267,
64,49.31935032459125,49.32835020603734,49.44534866483655,
65,,50.003341314494335,50.02134107738652,49.93134226292559
66,,50.633333015720865,50.633333015720865,
67,51.68631914491378,51.632319856237224,51.740318433590346,
68,52.43330930493953,,52.262311557463754,52.37931001626297
70,53.33329744954886,53.306297805210576,53.44129602690197,
71,54.44928274886443,54.43128298597224,54.57528108910973,
72,,55.67326662553311,55.6912663884253,55.520268640949524
73,56.033261883376845,,56.14126046072996,
74,57.302245167276,57.131247419800225,57.1672469455846,
75,,57.73423947668848,57.806238528257225,
76,58.148234023208765,58.30123200779235,58.32823165213063,
77,58.679227028528274,58.78722560588139,58.79622548732748,58.70622667286655
78,59.27321920397043,59.291218966862616,59.228219796739964,
79,59.759212802059466,59.858211497966494,59.89421102375086,59.921210668089145
80,60.94719715294378,60.839198575590665,60.794199168360194,60.776199405468006
81,,61.92818423056795,62.06318245225935,
82,62.450177354441365,62.45917723588745,62.549176050348386,62.37817830287261
83,,62.92717107108431,63.08916893711399,
84,63.36816526194288,63.51216336508037,63.53016312797256,63.52116324652646
85,,64.52015008704282,64.63714854584204,
86,65.02414344802405,,65.05114309236232,64.93414463356311
87,66.03213016998649,66.06812969577086,66.07712957721697,65.97813088130994
88,66.50912388662944,66.59012281964428,66.58112293819818,66.51812376807553
89,67.04911677339503,67.06711653628722,67.19311487653253,67.00411736616456
90,67.58910966016063,67.6341090673911,67.4991108456997,67.52611049003798
91,68.35409958307856,68.54309709344652,68.49809768621606,68.5790966192309
92,69.05609033587383,69.12808938744259,69.16408891322696,
93,,70.14507599085113,70.28007421254253,
94,,,71.62105654801043,71.6570560737948
95,72.35004694514399,72.2060488420065,72.35904682659007,72.29604765646742
96,73.2680348526455,73.17803603818457,73.25003508975331,
97,74.22202228593139,74.28502145605404,74.34802062617669,74.15902311580874
98,75.22100912644774,75.33800758524696,75.4190065182618,75.25700865223212
100,,76.91298683831329,76.84098778674453,
101,77.31798150338749,77.39898043640233,77.38998055495622,
102,78.3709676325804,78.43396680270305,78.46096644704133,78.37996751402649
103,,78.9019606378999,78.93796016368428,
104,,79.45995328755768,79.585951627803,79.42395376177332
105,,79.90094747841626,79.99994617432328,
106,,80.98093325194745,81.01693277773182,80.95393360760917
107,81.47592673148259,81.43992720569821,81.48492661292867,
108,81.83592198932631,,81.96192032957163,81.91692092234115
109,82.45691380910675,82.3939146389841,82.50191321633721,
110,,83.00590657731844,83.01490645876454,82.89790799996533
111,83.49190017540748,83.41990112383874,83.50090005685358,
112,84.49088701592383,84.48188713447774,84.57188594893867,84.4008882014629
113,84.87788191810584,84.96788073256678,84.99488037690506,84.85088227376757
114,,86.11086567622063,86.13786532055892,86.07486615043625
115,86.47986081551045,,86.66885832587842,
116,,87.19085144975182,87.12785227962917,87.10085263529089
117,,87.68584492928696,87.78484362519399,
118,88.18083840882208,,88.28883698617521,88.1628386459299
119,,,88.78383046571034,88.71183141414159
120,89.32382335247594,,89.25182430090719,
121,89.80081706911888,89.81881683201107,89.93581529081028,
122,90.29581054865402,,90.3048104301001,90.31381031154619
123,91.22279833760162,91.22279833760162,91.33079691495475,
124,,91.85279003882815,91.86178992027425,
126,93.19377237429605,,93.38276988466401,
127,93.90476300853742,93.78776454973821,93.83276395696868,93.86876348275305
128,,94.30975767361161,94.4807554210874,94.44475589530302
129,94.99374866351471,94.94874925628424,94.99374866351471,94.93074949339206
130,,95.45274261726547,95.45274261726547,
131,96.52372850935058,96.55972803513494,96.50572874645839,96.37973040621307
132,97.09972092190054,,97.02772187033179,
133,97.45071629829818,,97.49571570552864,
134,98.107707643863,97.94570977783332,98.13470728820127,
135,,98.5127023089372,98.57570147905984,98.67470017496687
