sensor_pair,sensor_names,valid_heartbeats,mean_ptt_ms,std_ptt_ms,min_ptt_ms,max_ptt_ms,median_ptt_ms,q25_ptt_ms,q75_ptt_ms
sensor2-sensor3,nose→finger,66,-0.2727236801841028,92.98957706194878,-314.99585061326485,188.99751036795465,17.999762892188187,-62.99917012265155,62.99917012265155
sensor2-sensor4,nose→wrist,100,42.11944516771714,97.464020719088,-197.9973918140523,197.99739181405585,53.99928867656456,-2.249970361522635,116.99845879921078
sensor2-sensor5,nose→ear,51,-17.823294628537784,86.00108001741185,-179.9976289218659,224.99703615233102,-26.999644338275175,-62.99917012265155,26.999644338275175
sensor3-sensor4,finger→wrist,111,47.99936771249811,74.20836842050934,-143.99810313749285,188.99751036796886,44.99940723046336,-8.999881446093205,107.99857735312557
sensor3-sensor5,finger→ear,60,-32.39957320593524,93.4457593756303,-305.99596916717206,269.9964433827979,-44.999407230466915,-89.99881446092672,20.249733253709934
sensor4-sensor5,wrist→ear,83,-62.890737816074726,83.33853422162669,-188.99751036796886,179.9976289218659,-62.99917012266576,-121.4983995222596,-26.99964433827695
