heartbeat_id,window_id,sensor_pair,sensor_names,ptt_ms,sensor3_time_s,sensor4_time_s,window_start_s,window_end_s,reference_sensor,reference_mean_ibi_ms
37,10,sensor3-sensor4,finger→wrist,44.99903220390422,61.513677022736175,61.55867605494008,49.94892574633296,69.9464956577477,sensor3,802.4827409696136
38,10,sensor3-sensor4,finger→wrist,53.9988386446808,62.27866057020254,62.33265940884722,49.94892574633296,69.9464956577477,sensor3,802.4827409696136
39,10,sensor3-sensor4,finger→wrist,44.99903220390422,63.079643343432025,63.12464237563593,49.94892574633296,69.9464956577477,sensor3,802.4827409696136
40,10,sensor3-sensor4,finger→wrist,89.99806440780844,63.88962592310229,63.979623987510095,49.94892574633296,69.9464956577477,sensor3,802.4827409696136
41,10,sensor3-sensor4,finger→wrist,80.99825796702476,64.70860830921333,64.78960656718036,49.94892574633296,69.9464956577477,sensor3,802.4827409696136
42,10,sensor3-sensor4,finger→wrist,80.99825796702476,65.50059127600204,65.58158953396907,49.94892574633296,69.9464956577477,sensor3,802.4827409696136
43,10,sensor3-sensor4,finger→wrist,35.999225763120535,66.3105738556723,66.34657308143542,49.94892574633296,69.9464956577477,sensor3,802.4827409696136
44,10,sensor3-sensor4,finger→wrist,53.99883864468791,67.1475558546649,67.20155469330959,49.94892574633296,69.9464956577477,sensor3,802.4827409696136
45,10,sensor3-sensor4,finger→wrist,98.99787084859213,67.96653824077595,68.06553611162454,49.94892574633296,69.9464956577477,sensor3,802.4827409696136
46,10,sensor3-sensor4,finger→wrist,35.999225763134746,69.59550320655725,69.63150243232039,49.94892574633296,69.9464956577477,sensor3,802.4827409696136
47,14,sensor3-sensor4,finger→wrist,26.99941932233685,70.36048675402361,70.38748617334595,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
48,14,sensor3-sensor4,finger→wrist,44.99903220390422,71.11647049504919,71.16146952725309,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
49,14,sensor3-sensor4,finger→wrist,26.99941932235106,71.84545481675242,71.87245423607477,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
50,14,sensor3-sensor4,finger→wrist,44.99903220390422,72.59243875133723,72.63743778354113,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
51,14,sensor3-sensor4,finger→wrist,53.99883864468791,73.37542191168515,73.42942075032984,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
52,14,sensor3-sensor4,finger→wrist,53.99883864468791,74.22140371711853,74.27540255576322,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
53,14,sensor3-sensor4,finger→wrist,53.99883864468791,74.99538707102568,75.04938590967036,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
54,14,sensor3-sensor4,finger→wrist,62.998645085471594,75.76037061849203,75.8233692635775,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
55,14,sensor3-sensor4,finger→wrist,17.999612881567373,76.55235358528074,76.57035319816231,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
56,14,sensor3-sensor4,finger→wrist,0.0,77.35333635851022,77.35333635851022,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
57,14,sensor3-sensor4,finger→wrist,71.99845152625528,78.17231874462126,78.24431719614752,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
58,14,sensor3-sensor4,finger→wrist,53.99883864468791,78.91930267920607,78.97330151785076,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
59,14,sensor3-sensor4,finger→wrist,17.999612881567373,79.69328603311321,79.71128564599478,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
60,14,sensor3-sensor4,finger→wrist,44.99903220390422,80.44026996769801,80.48526899990192,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
61,14,sensor3-sensor4,finger→wrist,53.9988386446737,81.21425332160516,81.26825216024983,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
62,14,sensor3-sensor4,finger→wrist,8.999806440783686,81.93423783686761,81.9432376433084,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
63,14,sensor3-sensor4,finger→wrist,53.99883864468791,82.69922138433397,82.75322022297865,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
64,14,sensor3-sensor4,finger→wrist,53.99883864468791,83.46420493180032,83.51820377044501,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
65,14,sensor3-sensor4,finger→wrist,53.99883864468791,84.26518770502982,84.3191865436745,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
66,14,sensor3-sensor4,finger→wrist,26.99941932233685,85.03917105893696,85.0661704782593,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
67,14,sensor3-sensor4,finger→wrist,35.999225763120535,85.8131544128441,85.84915363860722,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
68,14,sensor3-sensor4,finger→wrist,35.999225763134746,86.6051373796328,86.64113660539593,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
69,14,sensor3-sensor4,finger→wrist,35.999225763120535,87.41511995930307,87.45111918506619,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
70,14,sensor3-sensor4,finger→wrist,44.99903220390422,88.24310215185488,88.28810118405879,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
71,14,sensor3-sensor4,finger→wrist,35.999225763134746,89.00808569932124,89.04408492508438,69.92849604486614,89.9260659562809,sensor3,776.9832893874017
