heartbeat_id,sensor_pair,sensor_names,ptt_ms,sensor2_time_s,sensor3_time_s,sensor4_time_s
194,sensor2-sensor3,nose→finger,99.99999999999432,187.66,187.76,
195,sensor2-sensor3,nose→finger,0.0,188.65,188.65,
198,sensor2-sensor3,nose→finger,30.000000000001137,190.27,190.3,
199,sensor2-sensor3,nose→finger,159.9999999999966,191.01,191.17,
200,sensor2-sensor3,nose→finger,50.00000000001137,191.95,192.0,
201,sensor2-sensor3,nose→finger,-9.999999999990905,192.79,192.78,
202,sensor2-sensor3,nose→finger,129.99999999999545,193.57,193.7,
203,sensor2-sensor3,nose→finger,-30.000000000001137,194.47,194.44,
205,sensor2-sensor3,nose→finger,120.00000000000455,195.97,196.09,
207,sensor2-sensor3,nose→finger,60.000000000002274,197.76,197.82,
209,sensor2-sensor3,nose→finger,150.00000000000568,199.4,199.55,
7,sensor2-sensor4,nose→wrist,60.0000000000005,6.1,,6.16
10,sensor2-sensor4,nose→wrist,100.00000000000054,7.76,,7.86
13,sensor2-sensor4,nose→wrist,40.000000000000924,10.69,,10.73
20,sensor2-sensor4,nose→wrist,99.99999999999787,16.89,,16.99
21,sensor2-sensor4,nose→wrist,160.00000000000014,17.82,,17.98
22,sensor2-sensor4,nose→wrist,50.00000000000071,18.75,,18.8
24,sensor2-sensor4,nose→wrist,-19.999999999999574,19.81,,19.79
26,sensor2-sensor4,nose→wrist,-29.999999999997584,22.06,,22.03
28,sensor2-sensor4,nose→wrist,129.999999999999,24.36,,24.49
30,sensor2-sensor4,nose→wrist,59.99999999999872,26.12,,26.18
35,sensor2-sensor4,nose→wrist,179.99999999999972,31.47,,31.65
39,sensor2-sensor4,nose→wrist,-90.00000000000341,35.06,,34.97
49,sensor2-sensor4,nose→wrist,-89.9999999999963,43.76,,43.67
52,sensor2-sensor4,nose→wrist,179.99999999999972,45.4,,45.58
81,sensor2-sensor4,nose→wrist,-9.999999999990905,71.27,,71.26
82,sensor2-sensor4,nose→wrist,-219.99999999999886,72.39,,72.17
85,sensor2-sensor4,nose→wrist,90.00000000000341,75.55,,75.64
98,sensor2-sensor4,nose→wrist,-10.000000000005116,86.12,,86.11
114,sensor2-sensor4,nose→wrist,159.9999999999966,104.25,,104.41
120,sensor2-sensor4,nose→wrist,209.99999999999375,109.84,,110.05
128,sensor2-sensor4,nose→wrist,30.000000000001137,116.49,,116.52
144,sensor2-sensor4,nose→wrist,-10.000000000019327,131.68,,131.67
147,sensor2-sensor4,nose→wrist,150.00000000000568,135.89,,136.04
149,sensor2-sensor4,nose→wrist,39.99999999999204,137.63,,137.67
151,sensor2-sensor4,nose→wrist,-109.99999999998522,140.16,,140.05
153,sensor2-sensor4,nose→wrist,-109.99999999998522,142.14,,142.03
166,sensor2-sensor4,nose→wrist,20.000000000010232,157.51,,157.53
173,sensor2-sensor4,nose→wrist,379.99999999999545,165.59,,165.97
174,sensor2-sensor4,nose→wrist,19.99999999998181,167.3,,167.32
176,sensor2-sensor4,nose→wrist,140.00000000001478,168.79,,168.93
179,sensor2-sensor4,nose→wrist,139.99999999998636,172.02,,172.16
181,sensor2-sensor4,nose→wrist,-229.99999999998977,173.75,,173.52
184,sensor2-sensor4,nose→wrist,160.000000000025,176.17,,176.33
189,sensor2-sensor4,nose→wrist,310.0000000000023,182.68,,182.99
195,sensor2-sensor4,nose→wrist,-60.000000000002274,188.65,,188.59
198,sensor2-sensor4,nose→wrist,119.99999999997613,190.27,,190.39
199,sensor2-sensor4,nose→wrist,210.00000000000796,191.01,,191.22
203,sensor2-sensor4,nose→wrist,140.00000000001478,194.47,,194.61
205,sensor2-sensor4,nose→wrist,189.99999999999773,195.97,,196.16
207,sensor2-sensor4,nose→wrist,20.000000000010232,197.76,,197.78
209,sensor2-sensor4,nose→wrist,299.99999999998295,199.4,,199.7
7,sensor3-sensor4,finger→wrist,-49.99999999999982,,6.21,6.16
10,sensor3-sensor4,finger→wrist,40.000000000000036,,7.82,7.86
11,sensor3-sensor4,finger→wrist,199.9999999999993,,8.73,8.93
13,sensor3-sensor4,finger→wrist,-19.999999999999574,,10.75,10.73
17,sensor3-sensor4,finger→wrist,-109.99999999999943,,13.49,13.38
20,sensor3-sensor4,finger→wrist,39.99999999999915,,16.95,16.99
21,sensor3-sensor4,finger→wrist,80.00000000000185,,17.9,17.98
22,sensor3-sensor4,finger→wrist,-120.000000000001,,18.92,18.8
24,sensor3-sensor4,finger→wrist,-130.00000000000256,,19.92,19.79
26,sensor3-sensor4,finger→wrist,-129.999999999999,,22.16,22.03
27,sensor3-sensor4,finger→wrist,-109.99999999999943,,23.55,23.44
28,sensor3-sensor4,finger→wrist,109.99999999999943,,24.38,24.49
30,sensor3-sensor4,finger→wrist,79.9999999999983,,26.1,26.18
35,sensor3-sensor4,finger→wrist,109.99999999999943,,31.54,31.65
37,sensor3-sensor4,finger→wrist,70.00000000000028,,33.36,33.43
39,sensor3-sensor4,finger→wrist,-100.00000000000142,,35.07,34.97
44,sensor3-sensor4,finger→wrist,-170.0000000000017,,39.52,39.35
47,sensor3-sensor4,finger→wrist,10.000000000005116,,42.12,42.13
49,sensor3-sensor4,finger→wrist,-170.0000000000017,,43.84,43.67
52,sensor3-sensor4,finger→wrist,89.9999999999963,,45.49,45.58
55,sensor3-sensor4,finger→wrist,29.99999999999403,,48.02,48.05
56,sensor3-sensor4,finger→wrist,20.000000000003126,,48.75,48.77
61,sensor3-sensor4,finger→wrist,70.00000000000028,,52.73,52.8
63,sensor3-sensor4,finger→wrist,0.0,,54.06,54.06
66,sensor3-sensor4,finger→wrist,59.99999999999517,,55.99,56.05
76,sensor3-sensor4,finger→wrist,-49.99999999999716,,65.94,65.89
79,sensor3-sensor4,finger→wrist,140.00000000000057,,68.63,68.77
80,sensor3-sensor4,finger→wrist,-19.99999999999602,,70.45,70.43
81,sensor3-sensor4,finger→wrist,-189.99999999999773,,71.45,71.26
82,sensor3-sensor4,finger→wrist,-60.000000000002274,,72.23,72.17
83,sensor3-sensor4,finger→wrist,90.00000000000341,,73.16,73.25
85,sensor3-sensor4,finger→wrist,109.99999999999943,,75.53,75.64
86,sensor3-sensor4,finger→wrist,-39.99999999999204,,76.57,76.53
87,sensor3-sensor4,finger→wrist,19.99999999999602,,77.45,77.47
88,sensor3-sensor4,finger→wrist,60.000000000002274,,78.32,78.38
90,sensor3-sensor4,finger→wrist,-189.99999999999773,,79.74,79.55
93,sensor3-sensor4,finger→wrist,140.00000000000057,,81.83,81.97
98,sensor3-sensor4,finger→wrist,129.99999999999545,,85.98,86.11
99,sensor3-sensor4,finger→wrist,39.99999999999204,,87.01,87.05
100,sensor3-sensor4,finger→wrist,-9.999999999990905,,87.8,87.79
104,sensor3-sensor4,finger→wrist,50.00000000001137,,93.71,93.76
106,sensor3-sensor4,finger→wrist,60.000000000002274,,96.3,96.36
108,sensor3-sensor4,finger→wrist,-9.999999999990905,,97.8,97.79
110,sensor3-sensor4,finger→wrist,-39.99999999999204,,100.6,100.56
114,sensor3-sensor4,finger→wrist,129.99999999999545,,104.28,104.41
116,sensor3-sensor4,finger→wrist,-179.9999999999926,,106.3,106.12
117,sensor3-sensor4,finger→wrist,-100.00000000000853,,106.98,106.88
120,sensor3-sensor4,finger→wrist,39.99999999999204,,110.01,110.05
123,sensor3-sensor4,finger→wrist,60.000000000002274,,111.47,111.53
124,sensor3-sensor4,finger→wrist,-69.99999999999318,,112.27,112.2
128,sensor3-sensor4,finger→wrist,79.9999999999983,,116.44,116.52
144,sensor3-sensor4,finger→wrist,-140.00000000001478,,131.81,131.67
147,sensor3-sensor4,finger→wrist,49.99999999998295,,135.99,136.04
149,sensor3-sensor4,finger→wrist,-90.00000000000341,,137.76,137.67
151,sensor3-sensor4,finger→wrist,-179.9999999999784,,140.23,140.05
153,sensor3-sensor4,finger→wrist,69.99999999999318,,141.96,142.03
156,sensor3-sensor4,finger→wrist,-110.00000000001364,,144.5,144.39
164,sensor3-sensor4,finger→wrist,20.000000000010232,,156.04,156.06
165,sensor3-sensor4,finger→wrist,139.99999999998636,,156.37,156.51
166,sensor3-sensor4,finger→wrist,-30.000000000001137,,157.56,157.53
169,sensor3-sensor4,finger→wrist,60.000000000002274,,160.47,160.53
171,sensor3-sensor4,finger→wrist,140.00000000001478,,162.45,162.59
173,sensor3-sensor4,finger→wrist,199.99999999998863,,165.77,165.97
174,sensor3-sensor4,finger→wrist,60.000000000002274,,167.26,167.32
176,sensor3-sensor4,finger→wrist,0.0,,168.93,168.93
179,sensor3-sensor4,finger→wrist,30.000000000001137,,172.13,172.16
181,sensor3-sensor4,finger→wrist,-149.99999999997726,,173.67,173.52
182,sensor3-sensor4,finger→wrist,199.99999999998863,,174.44,174.64
184,sensor3-sensor4,finger→wrist,80.0000000000125,,176.25,176.33
187,sensor3-sensor4,finger→wrist,90.00000000000341,,179.54,179.63
189,sensor3-sensor4,finger→wrist,150.00000000000568,,182.84,182.99
192,sensor3-sensor4,finger→wrist,-180.00000000000682,,185.25,185.07
195,sensor3-sensor4,finger→wrist,-60.000000000002274,,188.65,188.59
198,sensor3-sensor4,finger→wrist,89.99999999997499,,190.3,190.39
199,sensor3-sensor4,finger→wrist,50.00000000001137,,191.17,191.22
203,sensor3-sensor4,finger→wrist,170.00000000001592,,194.44,194.61
205,sensor3-sensor4,finger→wrist,69.99999999999318,,196.09,196.16
206,sensor3-sensor4,finger→wrist,89.99999999997499,,196.86,196.95
207,sensor3-sensor4,finger→wrist,-39.99999999999204,,197.82,197.78
209,sensor3-sensor4,finger→wrist,149.99999999997726,,199.55,199.7
