heartbeat_id,sensor2_peak_time_s,sensor3_peak_time_s,sensor4_peak_time_s
2,2.411943934749445,,2.2949466543324943
6,5.489872388795378,,5.543871133603202
7,6.308853351714033,,6.488849167740111
8,6.983837661811825,7.037836406619649,7.064835779023561
9,,7.8568173695383035,8.036813185564382
10,,9.674775111401692,9.64777573899778
11,10.772749589160767,,10.898746660379022
12,,12.14071779095896,12.041720092144617
15,15.200646663402285,15.245645617408805,15.28164478061402
16,16.028627417122244,16.09162595273137,16.163624279141803
17,16.865607961643505,17.027604196066978,16.94660607885524
18,17.828585577383024,17.945582857799973,17.81958578658172
19,18.53056925988473,,18.638566749500374
20,19.8535385076764,19.94353641568944,19.799539762868577
21,20.3125278385429,,20.22252993052986
23,,21.194507337070682,21.104509429057643
25,21.923490391976298,21.932490182777602,22.040487672393247
27,23.49845378220448,23.480454200601873,23.552452527012303
28,24.263436000315313,,24.461431397943997
30,26.28838893060869,26.306388512211296,26.10839311458261
32,28.304342070100763,28.376340396511193,28.48433788612684
34,,30.014302322348502,30.086300648758932
35,31.544266758570163,31.562266340172773,31.454268850557128
37,,33.95621069331961,34.13620650934569
38,35.360178058323015,35.5581734559517,35.378177639925624
39,36.27815672005602,,36.09816090402994
40,37.10613747377597,37.12413705537858,37.28613328980205
41,,37.90711885509202,37.90711885509202
42,39.365084964903254,39.44608308211499,39.293086638492824
43,39.7070770153528,,39.86907324977627
44,40.8590502379197,40.93104856433013,41.03004626314448
45,42.00202366968529,,42.16401990410876
46,,43.21699542786132,43.23499500946393
48,44.50396551244778,,44.66596174687125
51,,47.46489668607676,47.50989564008328
52,,48.62586969944496,48.66186886265018
53,49.759843340409255,,49.597847105985785
54,,50.37182911489792,50.434827650507046
55,,51.20880965941918,51.40680505704787
56,52.52277911640955,,52.54077869801216
57,53.17076405410344,,53.28776133452038
60,56.113695646129806,,56.19469376334155
62,,59.35362033459921,59.28162200818878
63,60.415595649153076,,60.2445996239283
65,,61.756564478547354,61.89156134056691
66,,63.39452640438466,63.38552661358336
67,64.14150904089288,64.29450548451506,64.10550987768767
68,,65.00548895781806,64.94249042220893
69,,65.86046908394194,65.90546803794845
70,66.38245695041756,,66.4994542308345
72,67.99341950385096,67.99341950385096,68.0744176210627
73,,68.91139816558395,68.87539900237874
74,,69.7033797560987,69.72137933770131
75,,70.48636155581214,70.54936009142126
76,71.56633645196861,71.72833268639208,71.5843360335712
77,71.98932661962989,,71.96232724722597
79,73.05130193418374,,73.04230214338244
80,,74.5542669980015,74.3562716003728
82,75.931234990601,,75.98523373540881
83,,77.39820089121353,77.49719859002788
84,,78.31617955294652,78.34317892535044
85,,79.01816323544823,79.00016365384562
88,81.79009880224983,,81.87109691946156
89,82.67207830077761,,82.76207620879066
