sensor,sensor_name,peak_number,peak_index,peak_time_s,quality
sensor2,nose,1,81,0.7289830549056158,good
sensor2,nose,2,179,1.6109625534333978,good
sensor2,nose,3,268,2.411943934749445,good
sensor2,nose,4,357,3.212925316065492,good
sensor2,nose,5,521,4.688891007479331,good
sensor2,nose,6,610,5.489872388795378,good
sensor2,nose,7,701,6.308853351714033,good
sensor2,nose,8,776,6.983837661811825,good
sensor2,nose,9,966,8.693797914059566,good
sensor2,nose,10,1152,10.36775900310209,good
sensor2,nose,11,1197,10.772749589160767,good
sensor2,nose,12,1390,12.50970921381242,good
sensor2,nose,13,1426,12.83370168265936,good
sensor2,nose,14,1517,13.652682645578015,good
sensor2,nose,15,1599,14.390665491284935,good
sensor2,nose,16,1689,15.200646663402285,good
sensor2,nose,17,1781,16.028627417122244,good
sensor2,nose,18,1874,16.865607961643505,good
sensor2,nose,19,1981,17.828585577383024,good
sensor2,nose,20,2020,18.179577418633876,good
sensor2,nose,21,2059,18.53056925988473,good
sensor2,nose,22,2163,19.466547503220333,good
sensor2,nose,23,2206,19.8535385076764,good
sensor2,nose,24,2257,20.3125278385429,good
sensor2,nose,25,2436,21.923490391976298,good
sensor2,nose,26,2611,23.49845378220448,good
sensor2,nose,27,2696,24.263436000315313,good
sensor2,nose,28,2876,25.883398344550013,good
sensor2,nose,29,2921,26.28838893060869,good
sensor2,nose,30,3145,28.304342070100763,good
sensor2,nose,31,3239,29.150322405423328,good
sensor2,nose,32,3308,29.7713079707133,good
sensor2,nose,33,3412,30.707286214048903,good
sensor2,nose,34,3467,31.202274708120616,good
sensor2,nose,35,3505,31.544266758570163,good
sensor2,nose,36,3593,32.33624834908491,good
sensor2,nose,37,3679,33.11023035799705,good
sensor2,nose,38,3760,33.83921341290266,good
sensor2,nose,39,3847,34.6221952126161,good
sensor2,nose,40,3929,35.360178058323015,good
sensor2,nose,41,4031,36.27815672005602,good
sensor2,nose,42,4123,37.10613747377597,good
sensor2,nose,43,4179,37.61012575864899,good
sensor2,nose,44,4282,38.5371042111833,good
sensor2,nose,45,4374,39.365084964903254,good
sensor2,nose,46,4412,39.7070770153528,good
sensor2,nose,47,4540,40.8590502379197,good
sensor2,nose,48,4622,41.59703308362662,good
sensor2,nose,49,4667,42.00202366968529,good
sensor2,nose,50,4837,43.53198810590696,good
sensor2,nose,51,4945,44.50396551244778,good
sensor2,nose,52,5017,45.15195045014166,good
sensor2,nose,53,5096,45.862933923444665,good
sensor2,nose,54,5237,47.13190442642852,good
sensor2,nose,55,5378,48.40087492941237,good
sensor2,nose,56,5529,49.759843340409255,good
sensor2,nose,57,5573,50.15583413566663,good
sensor2,nose,58,5671,51.03781363419441,good
sensor2,nose,59,5836,52.52277911640955,good
sensor2,nose,60,5908,53.17076405410344,good
sensor2,nose,61,6086,54.77272681673553,good
sensor2,nose,62,6235,56.113695646129806,good
sensor2,nose,63,6303,56.72568142061847,good
sensor2,nose,64,6393,57.535662592735825,good
sensor2,nose,65,6506,58.552638953283164,good
sensor2,nose,66,6713,60.415595649153076,good
sensor2,nose,67,6954,62.58454523226731,good
sensor2,nose,68,7127,64.14150904089288,good
sensor2,nose,69,7239,65.14948561063892,good
sensor2,nose,70,7376,66.38245695041756,good
sensor2,nose,71,7555,67.99341950385096,good
sensor2,nose,72,7781,70.02737222494564,good
sensor2,nose,73,7952,71.56633645196861,good
sensor2,nose,74,7999,71.98932661962989,good
sensor2,nose,75,8117,73.05130193418374,good
sensor2,nose,76,8226,74.03227913152587,good
sensor2,nose,77,8437,75.931234990601,good
sensor2,nose,78,8644,77.7941916864709,good
sensor2,nose,79,8846,79.61214942833429,good
sensor2,nose,80,8973,80.75512286009989,good
sensor2,nose,81,9088,81.79009880224983,good
sensor2,nose,82,9186,82.67207830077761,good
sensor2,nose,83,9284,83.5540577993054,good
sensor2,nose,84,9467,85.20101951594401,good
sensor2,nose,85,9587,86.28099441210048,good
sensor2,nose,86,9699,87.28897098184652,good
sensor2,nose,87,9913,89.21492621332555,good
sensor2,nose,88,10120,91.07788290919545,good
sensor2,nose,89,10328,92.94983939586666,good
sensor2,nose,90,10424,93.81381931279184,good
sensor2,nose,91,10545,94.90279399974962,good
sensor2,nose,92,10742,96.67575278760648,good
sensor2,nose,93,10888,97.98972224459685,good
sensor2,nose,94,10938,98.43971178466205,good
sensor2,nose,95,10984,98.85370216152202,good
sensor2,nose,96,11059,99.52868647161982,good
sensor2,nose,97,11204,100.83365613780889,good
sensor2,nose,98,11336,102.021628523581,good
sensor2,nose,99,11372,102.34562099242794,good
sensor2,nose,100,11468,103.20960090935311,good
sensor2,nose,101,11603,104.42457266752913,good
sensor2,nose,102,11649,104.83856304438912,good
sensor2,nose,103,11829,106.45852538862381,good
sensor2,nose,104,11879,106.90851492868902,good
sensor2,nose,105,11981,107.82649359042202,good
sensor2,nose,106,12080,108.7174728797511,good
sensor2,nose,107,12163,109.46445551625932,good
sensor2,nose,108,12270,110.42743313199884,good
sensor2,nose,109,12505,112.54238397030525,good
sensor2,nose,110,12662,113.95535112610996,good
sensor2,nose,111,12707,114.36034171216865,good
sensor2,nose,112,12753,114.77433208902862,good
sensor2,nose,113,12914,116.22329840803854,good
sensor2,nose,114,13088,117.78926200746542,good
sensor2,nose,115,13122,118.09525489470975,good
sensor2,nose,116,13168,118.50924527156974,good
sensor2,nose,117,13337,120.0302099169901,good
sensor2,nose,118,13505,121.54217477160915,good
sensor2,nose,119,13556,122.00116410247566,good
sensor2,nose,120,13762,123.85512100754426,good
sensor2,nose,121,13937,125.43008439777243,good
sensor2,nose,122,14016,126.14106787107545,good
sensor2,nose,123,14213,127.91402665893231,good
sensor2,nose,124,14393,129.53398900316702,good
sensor2,nose,125,14502,130.51496620050915,good
sensor2,nose,126,14618,131.5589419334604,good
sensor2,nose,127,14779,133.00790825247032,good
sensor2,nose,128,14862,133.75489088897854,good
sensor2,nose,129,14938,134.43887498987763,good
sensor2,nose,130,15029,135.2578559527963,good
sensor2,nose,131,15185,136.6618233177997,good
sensor2,nose,132,15275,137.47180448991705,good
sensor2,nose,133,15350,138.14678880001483,good
sensor2,nose,134,15515,139.63175428223,good
sensor2,nose,135,15672,141.0447214380347,good
sensor2,nose,136,15750,141.7467051205364,good
sensor2,nose,137,15913,143.21367102114894,good
sensor2,nose,138,16070,144.62663817695366,good
sensor2,nose,139,16156,145.4006201858658,good
sensor2,nose,140,16320,146.87658587727964,good
sensor2,nose,141,16475,148.27155345148174,good
sensor2,nose,142,16559,149.02753587879127,good
sensor2,nose,143,16732,150.58449968741684,good
sensor2,nose,144,16879,151.9074689352085,good
sensor2,nose,145,17002,153.01444320376888,good
sensor2,nose,146,17202,154.81440136402966,good
sensor2,nose,147,17377,156.38936475425785,good
sensor2,nose,148,17616,158.5403147557695,good
sensor2,nose,149,17789,160.09727856439505,good
sensor2,nose,150,17872,160.84426120090328,good
sensor2,nose,151,18032,162.2842277291119,good
sensor2,nose,152,18194,163.74219383892313,good
sensor2,nose,153,18268,164.40817835821963,good
sensor2,nose,154,18438,165.9381427944413,good
sensor2,nose,155,18600,167.39610890425251,good
sensor2,nose,156,18679,168.10709237755552,good
sensor2,nose,157,18765,168.88107438646767,good
sensor2,nose,158,18866,169.79005325739936,good
sensor2,nose,159,19027,171.23901957640928,good
sensor2,nose,160,19101,171.90500409570578,good
sensor2,nose,161,19195,172.75098443102834,good
sensor2,nose,162,19235,173.1109760630805,good
sensor2,nose,163,19279,173.50696685833788,good
sensor2,nose,164,19356,174.19995075003825,good
sensor2,nose,165,19448,175.02793150375823,good
sensor2,nose,166,19497,175.4689212530221,good
sensor2,nose,167,19596,176.3599005423512,good
sensor2,nose,168,19776,177.9798628865859,good
sensor2,nose,169,19940,179.45582857799974,good
sensor3,finger,1,47,0.4229901676612832,excellent
sensor3,finger,2,186,1.6739610890425252,excellent
sensor3,finger,3,284,2.555940587570307,excellent
sensor3,finger,4,430,3.8699100445606764,excellent
sensor3,finger,5,527,4.742889752287154,excellent
sensor3,finger,6,671,6.038859627674916,excellent
sensor3,finger,7,782,7.037836406619649,excellent
sensor3,finger,8,873,7.8568173695383035,excellent
sensor3,finger,9,970,8.729797077264783,excellent
sensor3,finger,10,1075,9.674775111401692,excellent
sensor3,finger,11,1113,10.01676716185124,excellent
sensor3,finger,12,1159,10.43075753871122,excellent
sensor3,finger,13,1254,11.28573766483509,excellent
sensor3,finger,14,1349,12.14071779095896,excellent
sensor3,finger,15,1514,13.625683273174102,excellent
sensor3,finger,16,1603,14.42666465449015,excellent
sensor3,finger,17,1694,15.245645617408805,excellent
sensor3,finger,18,1788,16.09162595273137,excellent
sensor3,finger,19,1892,17.027604196066978,excellent
sensor3,finger,20,1994,17.945582857799973,excellent
sensor3,finger,21,2166,19.493546875624244,excellent
sensor3,finger,22,2216,19.94353641568944,excellent
sensor3,finger,23,2355,21.194507337070682,excellent
sensor3,finger,24,2437,21.932490182777602,excellent
sensor3,finger,25,2536,22.823469472106687,excellent
sensor3,finger,26,2609,23.480454200601873,excellent
sensor3,finger,27,2803,25.226413616054828,excellent
sensor3,finger,28,2923,26.306388512211296,excellent
sensor3,finger,29,2980,26.819376587885618,excellent
sensor3,finger,30,3071,27.638357550804272,excellent
sensor3,finger,31,3153,28.376340396511193,excellent
sensor3,finger,32,3244,29.195321359429848,excellent
sensor3,finger,33,3335,30.014302322348502,excellent
sensor3,finger,34,3420,30.779284540459333,excellent
sensor3,finger,35,3507,31.562266340172773,excellent
sensor3,finger,36,3602,32.417246466296646,excellent
sensor3,finger,37,3682,33.13722973040095,excellent
sensor3,finger,38,3773,33.95621069331961,excellent
sensor3,finger,39,3856,34.70319332982783,excellent
sensor3,finger,40,3951,35.5581734559517,excellent
sensor3,finger,41,4042,36.37715441887036,excellent
sensor3,finger,42,4125,37.12413705537858,excellent
sensor3,finger,43,4212,37.90711885509202,excellent
sensor3,finger,44,4293,38.636101909997635,excellent
sensor3,finger,45,4383,39.44608308211499,excellent
sensor3,finger,46,4513,40.61605588628449,excellent
sensor3,finger,47,4548,40.93104856433013,excellent
sensor3,finger,48,4641,41.768029108851394,excellent
sensor3,finger,49,4713,42.41601404654528,excellent
sensor3,finger,50,4802,43.21699542786132,excellent
sensor3,finger,51,4923,44.3059701148191,excellent
sensor3,finger,52,5030,45.26894773055861,excellent
sensor3,finger,53,5109,45.97993120386162,excellent
sensor3,finger,54,5150,46.34892262671508,excellent
