sensor,sensor_name,peak_count,quality,valid_ibi_ratio,hr_mean_bpm,hr_std_bpm,ibi_mean_ms,ibi_std_ms,rmssd_ms,pnn50_percent,signal_duration_s,fft_hr_bpm,fft_peak_freq_hz
sensor2,nose,187,excellent,0.7419354838709677,74.19695056159972,34.52114560008535,956.2200239317611,357.6413080906244,444.0136404151177,91.8918918918919,180.0169113892852,51.90984301730851,0.8651640502884752
sensor3,finger,188,excellent,0.7486631016042781,80.04765747508112,42.97767515192154,950.9140356631444,425.9918239462203,647.7520853185437,93.54838709677419,180.0169113892852,51.90984301730851,0.8651640502884752
sensor4,wrist,156,good,0.5483870967741935,63.279772750928956,33.30031600427497,1150.773686123079,466.46946190412507,656.9439882178629,94.15584415584416,180.0169113892852,51.90984301730851,0.8651640502884752
sensor5,ear,136,fair,0.4740740740740741,57.8553818473518,29.290439808996183,1293.8588423540043,683.2737389797394,734.2465488665428,94.02985074626866,180.0169113892852,51.90984301730851,0.8651640502884752
