sensor,sensor_name,ibi_number,ibi_ms,hr_bpm,is_valid,quality
sensor2,nose,92,1106.9933057135302,54.20086977068578,True,excellent
sensor2,nose,93,638.996135818374,93.89728143372402,True,excellent
sensor2,nose,94,1538.9906933090601,38.98659053680892,False,excellent
sensor2,nose,95,809.995101741606,74.07452201993736,True,excellent
sensor2,nose,96,1421.9914008352675,42.194347986040164,False,excellent
sensor2,nose,97,1592.9903667584995,37.66501119657814,False,excellent
sensor2,nose,98,755.9954282921666,79.36555930707564,True,excellent
sensor2,nose,99,764.9953738670803,78.43184684463876,True,excellent
sensor2,nose,100,1061.9935778390045,56.497516794866954,True,excellent
sensor2,nose,101,935.9943397902981,64.10295174802286,True,excellent
sensor2,nose,102,566.9965712191356,105.82074574276554,True,excellent
sensor2,nose,103,1457.9911831348936,41.15251223329846,False,excellent
sensor2,nose,104,881.9946663408587,68.02762226320787,True,excellent
sensor2,nose,105,1349.991836236015,44.44471321196226,False,excellent
sensor2,nose,106,926.9943942153986,64.72531050285754,True,excellent
sensor2,nose,107,728.995591567454,82.30502446659611,True,excellent
sensor2,nose,108,1124.9931968633432,53.33365585435483,True,excellent
sensor2,nose,109,1268.9923260618484,47.28160979996006,False,excellent
sensor2,nose,110,773.9953194419797,77.51984862551578,True,excellent
sensor2,nose,111,575.9965167940351,104.16729659053617,True,excellent
sensor2,nose,112,395.99760529590355,151.5160677680509,True,excellent
sensor2,nose,113,809.995101741606,74.07452201993736,True,excellent
sensor2,nose,114,611.9962990936614,98.03980855579888,True,excellent
sensor2,nose,115,827.9949928914192,72.4642063238518,True,excellent
sensor2,nose,116,566.9965712191356,105.82074574276554,True,excellent
sensor2,nose,117,962.994176515025,62.30567272704983,True,excellent
sensor2,nose,118,746.9954827172529,80.32177086499297,True,excellent
sensor2,nose,119,314.99809512173726,190.47734233698083,True,excellent
sensor2,nose,120,854.994829616146,70.17586296625593,True,excellent
sensor2,nose,121,845.9948840412324,70.92241469994008,True,excellent
sensor2,nose,122,1007.9939043895649,59.52416948030617,True,excellent
sensor2,nose,123,1007.9939043895507,59.524169480307016,True,excellent
sensor2,nose,124,890.9946119157723,67.340474563579,True,excellent
sensor2,nose,125,845.9948840412466,70.92241469993888,True,excellent
sensor2,nose,126,1133.9931424382428,52.91037287138409,True,excellent
sensor2,nose,127,485.9970610449693,123.45753669989416,True,excellent
sensor2,nose,128,323.99804069663674,185.18630504984665,True,excellent
sensor2,nose,129,1358.9917818109284,44.1503773628762,False,excellent
sensor2,nose,130,845.9948840412466,70.92241469993888,True,excellent
sensor2,nose,131,440.99733317042933,136.05524452641575,True,excellent
sensor2,nose,132,764.9953738670661,78.4318468446402,True,excellent
sensor2,nose,133,1052.993632264105,56.980401553797044,True,excellent
sensor2,nose,134,944.9942853651976,63.492447445661234,True,excellent
sensor2,nose,135,863.9947751910597,69.44486439369021,True,excellent
sensor2,nose,136,701.9957548427271,85.47060233069672,True,excellent
sensor2,nose,137,818.9950473165197,73.26051628345391,True,excellent
sensor2,nose,138,908.9945030655713,66.00699981974681,True,excellent
sensor2,nose,139,1601.9903123334132,37.45341001008035,False,excellent
sensor2,nose,140,863.9947751910313,69.4448643936925,True,excellent
sensor2,nose,141,755.9954282921808,79.36555930707415,True,excellent
sensor2,nose,142,764.9953738670661,78.4318468446402,True,excellent
sensor2,nose,143,845.9948840412324,70.92241469994008,True,excellent
sensor2,nose,144,872.9947207659734,68.72893795664132,True,excellent
sensor2,nose,145,611.9962990936472,98.03980855580117,True,excellent
sensor2,nose,146,350.9978774213778,170.94120466138654,True,excellent
sensor2,nose,147,611.9962990936472,98.03980855580117,True,excellent
sensor2,nose,148,1061.9935778390186,56.4975167948662,True,excellent
sensor2,nose,149,809.995101741606,74.07452201993736,True,excellent
sensor2,nose,150,818.9950473165197,73.26051628345391,True,excellent
sensor2,nose,151,530.9967889194809,112.99503358973845,True,excellent
sensor2,nose,152,1052.993632264105,56.980401553797044,True,excellent
sensor2,nose,153,854.994829616146,70.17586296625593,True,excellent
sensor2,nose,154,1619.990203483212,37.03726100996868,False,excellent
sensor2,nose,155,1367.991727385828,43.859914353910135,False,excellent
sensor2,nose,156,1295.9921627865754,46.29657626246065,False,excellent
sensor2,nose,157,836.9949384663187,71.68502130961745,True,excellent
sensor2,nose,158,791.9952105918071,75.75803388402545,True,excellent
sensor2,nose,159,701.9957548427271,85.47060233069672,True,excellent
sensor2,nose,160,800.9951561666924,74.90682002016203,True,excellent
sensor2,nose,161,737.9955371423534,81.30130465602868,True,excellent
sensor2,nose,162,935.9943397903123,64.1029517480219,True,excellent
sensor2,nose,163,764.9953738670661,78.4318468446402,True,excellent
sensor2,nose,164,692.9958092678419,86.58061015317062,True,excellent
sensor2,nose,165,818.9950473165197,73.26051628345391,True,excellent
sensor2,nose,166,1295.9921627865754,46.29657626246065,False,excellent
sensor2,nose,167,800.9951561666924,74.90682002016203,True,excellent
sensor2,nose,168,1745.9894415319184,34.36446897832122,False,excellent
sensor2,nose,169,746.9954827172671,80.32177086499144,True,excellent
sensor2,nose,170,1169.992924737869,51.28236139841845,True,excellent
sensor2,nose,171,476.99711547005563,125.78692418479963,True,excellent
sensor2,nose,172,1187.9928158876965,50.505355922684245,True,excellent
sensor2,nose,173,1277.992271636748,46.94864071686201,False,excellent
sensor2,nose,174,1349.991836236029,44.44471321196179,False,excellent
sensor2,nose,175,368.9977685711767,162.60260931205735,True,excellent
sensor2,nose,176,611.9962990936472,98.03980855580117,True,excellent
sensor2,nose,177,395.99760529591777,151.51606776804547,True,excellent
sensor2,nose,178,1088.9934145637028,55.0967519156565,True,excellent
sensor2,nose,179,1007.9939043895649,59.52416948030617,True,excellent
sensor2,nose,180,989.9940132397376,60.60642710722167,True,excellent
sensor2,nose,181,503.9969521947967,119.04833896060899,True,excellent
sensor2,nose,182,1241.9924893371217,48.309470882568135,False,excellent
sensor2,nose,183,1475.9910742847069,40.65065232801434,False,excellent
sensor2,nose,184,782.9952650168934,76.62881588269308,True,excellent
sensor2,nose,185,890.9946119157723,67.340474563579,True,excellent
sensor2,nose,186,1115.9932512884438,53.76376598221218,True,excellent
sensor3,finger,1,1484.9910198596172,40.40428473814749,False,excellent
sensor3,finger,2,980.9940676648376,61.16244937425998,True,excellent
sensor3,finger,3,332.9979862715504,180.18126977822533,True,excellent
sensor3,finger,4,1169.9929247378807,51.28236139841794,True,excellent
sensor3,finger,5,368.99776857117763,162.60260931205696,True,excellent
sensor3,finger,6,377.9977141460842,158.73111861415092,True,excellent
sensor3,finger,7,1016.9938499644644,58.99740691853398,True,excellent
sensor3,finger,8,980.994067664839,61.16244937425989,True,excellent
sensor3,finger,9,809.9951017416079,74.07452201993719,True,excellent
sensor3,finger,10,1169.9929247378816,51.282361398417905,True,excellent
sensor3,finger,11,728.9955915674486,82.3050244665967,True,excellent
sensor3,finger,12,305.9981495468289,196.0796171115989,True,excellent
sensor3,finger,13,962.994176515025,62.30567272704983,True,excellent
sensor3,finger,14,305.9981495468307,196.07961711159777,True,excellent
sensor3,finger,15,1781.9892238315394,33.670237281789596,False,excellent
sensor3,finger,16,809.9951017416096,74.07452201993704,True,excellent
sensor3,finger,17,962.9941765150231,62.305672727049945,True,excellent
sensor3,finger,18,773.9953194419833,77.51984862551542,True,excellent
sensor3,finger,19,1160.9929791629731,51.67989908367703,True,excellent
sensor3,finger,20,1043.9936866891842,57.4716119120202,True,excellent
sensor3,finger,21,1169.9929247378832,51.282361398417834,True,excellent
sensor3,finger,22,2159.9869379776246,27.777945757476402,False,excellent
sensor3,finger,23,647.9960813932877,92.5931525249213,True,excellent
sensor3,finger,24,1277.9922716367587,46.94864071686162,False,excellent
sensor3,finger,25,1619.9902034832191,37.03726100996852,False,excellent
sensor3,finger,26,332.9979862715504,180.18126977822533,True,excellent
sensor3,finger,27,746.9954827172636,80.32177086499182,True,excellent
sensor3,finger,28,1196.9927614625994,50.12561640446873,True,excellent
sensor3,finger,29,2186.986774702344,27.43500815553226,False,excellent
sensor3,finger,30,566.9965712191286,105.82074574276685,True,excellent
sensor3,finger,31,1610.9902579083127,37.2441730826499,False,excellent
sensor3,finger,32,1736.9894959570047,34.542523221732345,False,excellent
sensor3,finger,33,602.9963535187549,99.50308928051227,True,excellent
sensor3,finger,34,1340.9918906611083,44.74299987781435,False,excellent
sensor3,finger,35,1187.9928158876894,50.505355922684544,True,excellent
sensor3,finger,36,863.9947751910527,69.44486439369078,True,excellent
sensor3,finger,37,728.9955915674468,82.30502446659692,True,excellent
sensor3,finger,38,845.9948840412394,70.9224146999395,True,excellent
sensor3,finger,39,845.9948840412324,70.92241469994008,True,excellent
sensor3,finger,40,593.9964079438482,101.01071184536849,True,excellent
sensor3,finger,41,1115.9932512884438,53.76376598221218,True,excellent
sensor3,finger,42,1763.9893326817244,34.0138111316038,False,excellent
sensor3,finger,43,548.9966800693153,109.29027839007061,True,excellent
sensor3,finger,44,1592.9903667584924,37.665011196578305,False,excellent
sensor3,finger,45,440.99733317043643,136.05524452641356,True,excellent
sensor3,finger,46,1187.9928158876894,50.505355922684544,True,excellent
sensor3,finger,47,1619.9902034832191,37.03726100996852,False,excellent
sensor3,finger,48,1556.9905844588732,38.53587850748166,False,excellent
sensor3,finger,49,1268.9923260618557,47.28160979995979,False,excellent
sensor3,finger,50,1079.9934689888105,55.5558915149529,True,excellent
sensor3,finger,51,719.9956459925403,83.33383727242935,True,excellent
sensor3,finger,52,1214.9926526124161,49.38301467995795,False,excellent
sensor3,finger,53,1250.9924349120424,47.9619207323333,False,excellent
sensor3,finger,54,1601.990312333406,37.45341001008051,False,excellent
sensor3,finger,55,395.99760529589645,151.51606776805363,True,excellent
sensor3,finger,56,323.99804069664384,185.1863050498426,True,excellent
sensor3,finger,57,1070.9935234139039,56.02274774617098,True,excellent
sensor3,finger,58,566.9965712191286,105.82074574276685,True,excellent
sensor3,finger,59,1934.9882986049565,31.007939450206198,False,excellent
sensor3,finger,60,350.99787742136357,170.94120466139344,True,excellent
sensor3,finger,61,1484.9910198596206,40.404284738147396,False,excellent
sensor3,finger,62,1583.9904211835858,37.87901694201341,False,excellent
sensor3,finger,63,728.995591567454,82.30502446659611,True,excellent
sensor3,finger,64,1223.9925981873228,49.01990427789944,False,excellent
sensor3,finger,65,845.9948840412324,70.92241469994008,True,excellent
sensor3,finger,66,1133.993142438257,52.91037287138342,True,excellent
sensor3,finger,67,638.996135818374,93.89728143372402,True,excellent
sensor3,finger,68,377.9977141460904,158.7311186141483,True,excellent
sensor3,finger,69,1205.9927070374954,49.751544640256725,False,excellent
sensor3,finger,70,710.9957004176408,84.38869597207949,True,excellent
sensor3,finger,71,1142.9930880131565,52.493755762160276,True,excellent
sensor3,finger,72,449.997278745343,133.33413963588538,True,excellent
sensor3,finger,73,656.9960269681872,91.32475317526585,True,excellent
sensor3,finger,74,1115.9932512884438,53.76376598221218,True,excellent
sensor3,finger,75,1520.9908021592469,39.44797030647529,False,excellent
sensor3,finger,76,872.9947207659592,68.72893795664244,True,excellent
sensor3,finger,77,305.9981495468236,196.07961711160235,True,excellent
sensor3,finger,78,1097.9933601386306,54.645139195035306,True,excellent
sensor3,finger,79,854.994829616146,70.17586296625593,True,excellent
sensor3,finger,80,890.9946119157581,67.34047456358006,True,excellent
sensor3,finger,81,377.9977141460904,158.7311186141483,True,excellent
sensor3,finger,82,386.9976597209899,155.03969725103155,True,excellent
sensor3,finger,83,323.99804069665095,185.18630504983852,True,excellent
sensor3,finger,84,1160.9929791629697,51.67989908367718,True,excellent
sensor3,finger,85,809.995101741606,74.07452201993736,True,excellent
sensor3,finger,86,800.9951561667066,74.9068200201607,True,excellent
sensor3,finger,87,872.9947207659592,68.72893795664244,True,excellent
sensor3,finger,88,692.9958092678135,86.58061015317416,True,excellent
sensor3,finger,89,1061.9935778390045,56.497516794866954,True,excellent
sensor3,finger,90,1484.9910198596206,40.404284738147396,False,excellent
sensor3,finger,91,1196.9927614625958,50.12561640446888,True,excellent
sensor3,finger,92,1268.9923260618484,47.28160979996006,False,excellent
sensor3,finger,93,647.9960813932877,92.5931525249213,True,excellent
sensor3,finger,94,926.9943942153986,64.72531050285754,True,excellent
sensor3,finger,95,737.9955371423534,81.30130465602868,True,excellent
sensor3,finger,96,440.99733317044354,136.05524452641137,True,excellent
sensor3,finger,97,314.99809512172305,190.4773423369894,True,excellent
sensor3,finger,98,980.9940676648381,61.16244937425995,True,excellent
sensor3,finger,99,710.9957004176408,84.38869597207949,True,excellent
sensor3,finger,100,836.9949384663329,71.68502130961623,True,excellent
sensor3,finger,101,1556.9905844588732,38.53587850748166,False,excellent
sensor3,finger,102,1376.9916729607276,43.573248247022065,False,excellent
sensor3,finger,103,1700.9897136573784,35.27358191425577,False,excellent
sensor3,finger,104,998.9939588146513,60.060423259408445,True,excellent
sensor3,finger,105,1070.9935234139039,56.02274774617098,True,excellent
sensor3,finger,106,746.9954827172671,80.32177086499144,True,excellent
sensor3,finger,107,1538.9906933090601,38.98659053680892,False,excellent
sensor3,finger,108,413.9974964457167,144.9284126477011,True,excellent
sensor3,finger,109,1394.9915641105406,43.01101278577018,False,excellent
sensor3,finger,110,413.9974964457167,144.9284126477011,True,excellent
sensor3,finger,111,1160.9929791629697,51.67989908367718,True,excellent
sensor3,finger,112,872.9947207659592,68.72893795664244,True,excellent
sensor3,finger,113,1358.9917818109143,44.150377362876654,False,excellent
sensor3,finger,114,485.9970610449693,123.45753669989416,True,excellent
sensor3,finger,115,1961.9881353296762,30.581224687129975,False,excellent
sensor3,finger,116,458.9972243202425,130.7197447410662,True,excellent
sensor3,finger,117,935.9943397903123,64.1029517480219,True,excellent
sensor3,finger,118,1196.9927614625958,50.12561640446888,True,excellent
sensor3,finger,119,1061.9935778390045,56.497516794866954,True,excellent
sensor3,finger,120,674.9959181180003,88.88942642392546,True,excellent
sensor3,finger,121,1259.992380486949,47.619335584245206,False,excellent
sensor3,finger,122,593.9964079438482,101.01071184536849,True,excellent
sensor3,finger,123,1880.98862515551,31.898119530116524,False,excellent
sensor3,finger,124,539.9967344944088,111.11178302990507,True,excellent
sensor3,finger,125,890.9946119157723,67.340474563579,True,excellent
sensor3,finger,126,395.99760529590355,151.5160677680509,True,excellent
sensor3,finger,127,1097.9933601386165,54.64513919503601,True,excellent
sensor3,finger,128,791.9952105918071,75.75803388402545,True,excellent
sensor3,finger,129,809.995101741606,74.07452201993736,True,excellent
sensor3,finger,130,935.9943397903123,64.1029517480219,True,excellent
sensor3,finger,131,1070.9935234139039,56.02274774617098,True,excellent
sensor3,finger,132,1358.9917818109143,44.150377362876654,False,excellent
sensor3,finger,133,413.9974964457167,144.9284126477011,True,excellent
sensor3,finger,134,377.9977141460904,158.7311186141483,True,excellent
sensor3,finger,135,953.9942309401113,62.893462092399815,True,excellent
sensor3,finger,136,881.9946663408587,68.02762226320787,True,excellent
sensor3,finger,137,359.99782299626304,166.667674544862,True,excellent
sensor3,finger,138,944.994285365226,63.49244744565932,True,excellent
sensor3,finger,139,674.9959181179861,88.88942642392733,True,excellent
sensor3,finger,140,1601.9903123334132,37.45341001008035,False,excellent
sensor3,finger,141,566.9965712191356,105.82074574276554,True,excellent
sensor3,finger,142,1205.9927070374954,49.751544640256725,False,excellent
sensor3,finger,143,368.9977685711767,162.60260931205735,True,excellent
sensor3,finger,144,1340.9918906611153,44.742999877814114,False,excellent
sensor3,finger,145,1538.9906933090458,38.98659053680928,False,excellent
sensor3,finger,146,746.9954827172671,80.32177086499144,True,excellent
sensor3,finger,147,917.994448640485,65.3598723705331,True,excellent
sensor3,finger,148,1259.992380486949,47.619335584245206,False,excellent
sensor3,finger,149,1160.9929791629838,51.67989908367655,True,excellent
sensor3,finger,150,728.9955915674398,82.30502446659771,True,excellent
sensor3,finger,151,1448.9912375599943,41.40811789934358,False,excellent
sensor3,finger,152,1142.9930880131565,52.493755762160276,True,excellent
sensor3,finger,153,890.9946119157723,67.340474563579,True,excellent
sensor3,finger,154,890.9946119157723,67.340474563579,True,excellent
sensor3,finger,155,818.9950473165197,73.26051628345391,True,excellent
sensor3,finger,156,638.9961358183882,93.89728143372193,True,excellent
sensor3,finger,157,899.9945574906576,66.66706981794479,True,excellent
sensor3,finger,158,962.994176515025,62.30567272704983,True,excellent
sensor3,finger,159,845.9948840412608,70.92241469993769,True,excellent
sensor3,finger,160,1115.9932512884154,53.76376598221354,True,excellent
sensor3,finger,161,386.9976597210041,155.03969725102587,True,excellent
sensor3,finger,162,1790.9891694064584,33.50104010951907,False,excellent
sensor3,finger,163,449.9972787453146,133.3341396358938,True,excellent
sensor3,finger,164,1124.9931968633575,53.33365585435415,True,excellent
sensor3,finger,165,1034.9937411142776,57.971365059081236,True,excellent
sensor3,finger,166,557.9966256442219,107.52753196442436,True,excellent
sensor3,finger,167,746.9954827172671,80.32177086499144,True,excellent
sensor3,finger,168,341.9979318464641,175.4396574156369,True,excellent
sensor3,finger,169,611.9962990936472,98.03980855580117,True,excellent
sensor3,finger,170,1133.9931424382428,52.91037287138409,True,excellent
sensor3,finger,171,449.997278745343,133.33413963588538,True,excellent
sensor3,finger,172,1097.993360138645,54.645139195034595,True,excellent
sensor3,finger,173,818.9950473164913,73.26051628345645,True,excellent
sensor3,finger,174,755.9954282921808,79.36555930707415,True,excellent
sensor3,finger,175,1367.991727385828,43.859914353910135,False,excellent
sensor3,finger,176,1052.993632264105,56.980401553797044,True,excellent
sensor3,finger,177,440.99733317042933,136.05524452641575,True,excellent
sensor3,finger,178,449.997278745343,133.33413963588538,True,excellent
sensor3,finger,179,476.99711547005563,125.78692418479963,True,excellent
sensor3,finger,180,1214.992652612409,49.383014679958244,False,excellent
sensor3,finger,181,1763.9893326817173,34.01381113160394,False,excellent
sensor3,finger,182,413.9974964457167,144.9284126477011,True,excellent
sensor3,finger,183,1223.9925981873228,49.01990427789944,False,excellent
sensor3,finger,184,1502.9909110094195,39.92040108858913,False,excellent
sensor3,finger,185,449.997278745343,133.33413963588538,True,excellent
sensor3,finger,186,368.9977685711767,162.60260931205735,True,excellent
sensor3,finger,187,782.9952650168934,76.62881588269308,True,excellent
sensor4,wrist,1,854.9948296161432,70.17586296625616,True,good
sensor4,wrist,2,746.9954827172618,80.321770864992,True,good
sensor4,wrist,3,782.995265016889,76.62881588269352,True,good
sensor4,wrist,4,1160.9929791629736,51.67989908367701,True,good
sensor4,wrist,5,1619.9902034832182,37.03726100996854,False,good
sensor4,wrist,6,1142.99308801316,52.493755762160106,True,good
sensor4,wrist,7,350.99787742136357,170.94120466139344,True,good
sensor4,wrist,8,1286.9922172116687,46.62032854401631,False,good
sensor4,wrist,9,1610.990257908311,37.244173082649944,False,good
sensor4,wrist,10,755.9954282921701,79.36555930707527,True,good
sensor4,wrist,11,1556.9905844588695,38.53587850748175,False,good
sensor4,wrist,12,1412.9914552603643,42.46310179486834,False,good
sensor4,wrist,13,899.9945574906753,66.66706981794349,True,good
sensor4,wrist,14,458.997224320246,130.7197447410652,True,good
sensor4,wrist,15,971.9941220899298,61.72876834994764,True,good
sensor4,wrist,16,827.9949928914227,72.46420632385149,True,good
sensor4,wrist,17,1043.9936866891876,57.47161191202001,True,good
sensor4,wrist,18,2033.9876999289288,29.49870345926699,False,good
sensor4,wrist,19,449.9972787453395,133.33413963588643,True,good
sensor4,wrist,20,1133.9931424382535,52.91037287138359,True,good
sensor4,wrist,21,1547.9906388839631,38.759924312757796,False,good
sensor4,wrist,22,962.994176515025,62.30567272704983,True,good
sensor4,wrist,23,1691.9897680824718,35.46120734996989,False,good
sensor4,wrist,24,1097.9933601386272,54.645139195035476,True,good
sensor4,wrist,25,1313.9920539363884,45.66237658763244,False,good
sensor4,wrist,26,1853.9887884307936,32.36265525142883,False,good
sensor4,wrist,27,944.9942853652118,63.492447445660275,True,good
sensor4,wrist,28,1484.991019859617,40.404284738147496,False,good
sensor4,wrist,29,1340.9918906611083,44.74299987781435,False,good
sensor4,wrist,30,971.9941220899316,61.72876834994753,True,good
sensor4,wrist,31,1367.991727385828,43.859914353910135,False,good
sensor4,wrist,32,1340.9918906611083,44.74299987781435,False,good
sensor4,wrist,33,1385.991618535641,43.29030507658664,False,good
sensor4,wrist,34,836.9949384663329,71.68502130961623,True,good
sensor4,wrist,35,386.9976597209899,155.03969725103155,True,good
sensor4,wrist,36,548.9966800693153,109.29027839007061,True,good
sensor4,wrist,37,836.9949384663257,71.68502130961684,True,good
sensor4,wrist,38,863.9947751910527,69.44486439369078,True,good
sensor4,wrist,39,1691.9897680824718,35.46120734996989,False,good
sensor4,wrist,40,566.9965712191286,105.82074574276685,True,good
sensor4,wrist,41,413.9974964457096,144.9284126477036,True,good
sensor4,wrist,42,1592.9903667584995,37.66501119657814,False,good
sensor4,wrist,43,1268.9923260618557,47.28160979995979,False,good
sensor4,wrist,44,1970.9880809045828,30.441584391754954,False,good
sensor4,wrist,45,1025.993795539371,58.47988580521352,True,good
sensor4,wrist,46,1322.991999511295,45.35174817547168,False,good
sensor4,wrist,47,1259.992380486949,47.619335584245206,False,good
sensor4,wrist,48,755.9954282921666,79.36555930707564,True,good
sensor4,wrist,49,845.9948840412324,70.92241469994008,True,good
sensor4,wrist,50,1430.991346410181,41.92897472826613,False,good
sensor4,wrist,51,2006.9878632042091,29.89554700356205,False,good
sensor4,wrist,52,1430.991346410174,41.92897472826633,False,good
sensor4,wrist,53,2951.982148569421,20.32532616400712,False,good
sensor4,wrist,54,1340.9918906611153,44.742999877814114,False,good
sensor4,wrist,55,1682.9898225075653,35.65083947483603,False,good
sensor4,wrist,56,674.9959181180003,88.88942642392546,True,good
sensor4,wrist,57,1313.9920539363884,45.66237658763244,False,good
sensor4,wrist,58,1214.9926526124232,49.38301467995767,False,good
sensor4,wrist,59,530.9967889194951,112.99503358973543,True,good
sensor4,wrist,60,899.9945574906718,66.66706981794374,True,good
