sensor_pair,sensor_names,valid_heartbeats,mean_ptt_ms,std_ptt_ms,min_ptt_ms,max_ptt_ms,median_ptt_ms,q25_ptt_ms,q75_ptt_ms
sensor2-sensor3,nose→finger,71,-16.732293181517328,113.43266703111621,-188.9988570730452,188.9988570730452,-26.999836724726833,-107.99934689887536,80.99951017415208
sensor2-sensor4,nose→wrist,46,1.9565099075895032,130.83829956070022,-287.99825839701043,341.997931846457,-4.499972787456841,-96.74941493025102,96.74941493024392
sensor3-sensor4,finger→wrist,117,28.307521124494258,86.76652382631792,-197.99880264795888,197.99880264794467,26.999836724726833,-17.99989114981493,89.99945574906576
