heartbeat_id,sensor2_peak_time_s,sensor3_peak_time_s,sensor4_peak_time_s
94,93.3114357206334,93.16743659143488,93.23943615603413
95,,94.09443098565028,94.22043022369897
96,,94.83242652279263,94.99442554314096
98,,95.5884219510848,95.66942146125896
99,96.59641585547436,96.56941601874964,96.61441574662418
100,97.40641095721597,97.28041171916728,
101,,98.11740665763361,98.11740665763361
102,,99.67439724209248,99.72839691554192
103,101.1773881531019,101.05138891505321,101.23138782655136
104,,102.75237862871059,102.68937900968625
105,103.94037144459828,103.75137258752524,103.76037253310015
106,,104.82236611093914,104.94836534898785
107,,105.56936159365641,105.67736094055529
108,,107.10835228696547,106.99135299449168
110,,108.91734134752173,108.98034096654608
112,,110.49233182313041,110.54633149657985
113,,111.36532654389637,111.401326326196
115,113.02131652967921,113.21031538675226,113.23731522347698
116,,115.17230352208193,115.2533030322561
117,,115.63130074640218,115.56830112737784
118,,116.56729508619249,116.69329432424118
119,117.77328779323,117.76428784765508,117.67428839190602
120,118.83528137106899,118.82628142549409,
121,119.69027620068513,119.50127734361209,119.6632763639604
122,,120.76126972409904,120.77026966967395
123,121.54426498911593,121.35526613204289,121.48126537009158
126,,124.66724610360858,124.75724555935764
128,126.23323663364235,126.1612370690431,126.07123761329403
130,127.59222841545328,127.76322738137651,
131,128.87922063266495,128.69922172116682,128.8252209592155
132,129.64421600653202,129.77021524458073,129.7342154622811
134,131.64220392416132,131.54320452283736,131.66020381531115
136,,132.87519646792356,132.90219630464827
138,134.02718950151163,134.11718895726068,133.9821897736371
139,134.9361840045772,135.0621832426259,
140,,135.7371791607439,135.7191792695941
141,137.40216909210164,137.3391694730773,137.2041702894537
143,138.9231598942609,139.11215875133394,
144,,139.4811565199051,139.55315608450437
145,140.6421494990681,140.82214841056623,140.88514802959057
146,142.21713997467677,142.36113910387527,142.3521391583004
147,143.2791335525158,143.10813458659254,
148,144.0891286542574,144.02612903523303,144.04412892638285
149,145.4391204904934,145.28612141571998,145.3221211980196
150,146.4921141227575,146.44711439488296,
151,147.34710895237365,147.1761099864504,
152,,148.6251012240104,148.71510067975947
153,,149.76809431202355,149.77709425759846
154,,150.65908892393932,150.67708881508915
155,151.63108304602926,151.5500835358551,151.62208310045435
156,152.46807798449558,152.3690785831716,
157,,153.00807471899,153.07107433801434
158,153.9620689499301,153.90806927648066,
159,154.7630641060968,154.87106345299568,154.87106345299568
160,,155.71705833703695,155.6720586091624
161,,156.83305158832536,156.89605120734973
162,157.20204935689654,157.22004924804637,
164,,159.46103569619814,159.38903613159889
165,,160.5860288930615,160.7210280766851
169,163.30401245668335,163.26801267438373,
170,,163.88000897347737,163.68201017082941
171,164.95100249689128,165.01400211591562,165.05900184379016
172,,165.46399939466096,165.58099868713475
174,167.41698758441572,167.3809878021161,
176,,169.5049749577941,169.65797403256752
180,,171.92596031744404,171.81796097054516
181,173.2309524258055,173.14095297005645,173.11395313333173
182,174.97694186733742,174.90494230273816,
183,,175.31893979918388,175.25594018015954
184,176.45293294162212,176.5429323973712,176.58793212524574
185,178.1269228185548,178.04592330838062,178.09092303625516
