sensor,sensor_name,peak_number,peak_index,peak_time_s,quality
sensor2,nose,1,154,1.3859916185356427,excellent
sensor2,nose,2,290,2.6099842167229634,excellent
sensor2,nose,3,462,4.157974855606928,excellent
sensor2,nose,4,559,5.030969576372884,excellent
sensor2,nose,5,694,6.245962228985299,excellent
sensor2,nose,6,823,7.406955208148272,excellent
sensor2,nose,7,891,8.018951507241932,excellent
sensor2,nose,8,987,8.882946282432982,excellent
sensor2,nose,9,1031,9.27894388772888,excellent
sensor2,nose,10,1187,10.682935397414337,excellent
sensor2,nose,11,1340,12.059927070375071,excellent
sensor2,nose,12,1439,12.950921682290842,excellent
sensor2,nose,13,1485,13.364919178736553,excellent
sensor2,nose,14,1587,14.282913627377043,excellent
sensor2,nose,15,1657,14.912909817620518,excellent
sensor2,nose,16,1763,15.866904048560636,excellent
sensor2,nose,17,1801,16.20890198040709,excellent
sensor2,nose,18,1931,17.37889490514497,excellent
sensor2,nose,19,2051,18.458888374133785,excellent
sensor2,nose,20,2236,20.123878305491537,excellent
sensor2,nose,21,2328,20.95187329838296,excellent
sensor2,nose,22,2372,21.34787090367886,excellent
sensor2,nose,23,2413,21.716868672250037,excellent
sensor2,nose,24,2520,22.67986284876506,excellent
sensor2,nose,25,2664,23.975855011551634,excellent
sensor2,nose,26,2829,25.46084603141125,excellent
sensor2,nose,27,2956,26.60383911942441,excellent
sensor2,nose,28,3134,28.205829431757817,excellent
sensor2,nose,29,3231,29.078824152523772,excellent
sensor2,nose,30,3301,29.708820342767247,excellent
sensor2,nose,31,3403,30.62681479140774,excellent
sensor2,nose,32,3495,31.45480978429916,excellent
sensor2,nose,33,3600,32.39980406966437,excellent
sensor2,nose,34,3654,32.88580113070934,excellent
sensor2,nose,35,3709,33.38079813732921,excellent
sensor2,nose,36,3844,34.595790789941624,excellent
sensor2,nose,37,4015,36.134781483250684,excellent
sensor2,nose,38,4114,37.02577609516645,excellent
sensor2,nose,39,4158,37.42177370046235,excellent
sensor2,nose,40,4279,38.51076711502607,excellent
sensor2,nose,41,4447,40.0227579716104,excellent
sensor2,nose,42,4644,41.79574724986704,excellent
sensor2,nose,43,4776,42.98374006575473,excellent
sensor2,nose,44,4917,44.252732391816586,excellent
sensor2,nose,45,4962,44.65772994268739,excellent
sensor2,nose,46,5071,45.63872401035223,excellent
sensor2,nose,47,5167,46.50271878554328,excellent
sensor2,nose,48,5353,48.17670866247594,excellent
sensor2,nose,49,5514,49.62569990003593,excellent
sensor2,nose,50,5624,50.61569391327568,excellent
sensor2,nose,51,5687,51.1826904844948,excellent
sensor2,nose,52,5816,52.343683463657776,excellent
sensor2,nose,53,5978,53.80167464679267,excellent
sensor2,nose,54,6103,54.92666784365602,excellent
sensor2,nose,55,6260,56.33965929891638,excellent
sensor2,nose,56,6424,57.81565037320109,excellent
sensor2,nose,57,6514,58.6256454749427,excellent
sensor2,nose,58,6657,59.91263769215437,excellent
sensor2,nose,59,6774,60.96563132441846,excellent
sensor2,nose,60,6849,61.64062724253647,excellent
sensor2,nose,61,6940,62.45962228985298,excellent
sensor2,nose,62,7039,63.35061690176875,excellent
sensor2,nose,63,7123,64.10661233006093,excellent
sensor2,nose,64,7165,64.484610044207,excellent
sensor2,nose,65,7278,65.50160389417147,excellent
sensor2,nose,66,7367,66.30259905033817,excellent
sensor2,nose,67,7448,67.03159464190563,excellent
sensor2,nose,68,7538,67.84158974364723,excellent
sensor2,nose,69,7631,68.67858468211357,excellent
sensor2,nose,70,7670,69.02958255953493,excellent
sensor2,nose,71,7710,69.3895803825312,excellent
sensor2,nose,72,7823,70.40657423249566,excellent
sensor2,nose,73,7991,71.91856508908,excellent
sensor2,nose,74,8096,72.86355937444522,excellent
sensor2,nose,75,8170,73.52955534698832,excellent
sensor2,nose,76,8216,73.94355284343402,excellent
sensor2,nose,77,8284,74.55554914252768,excellent
sensor2,nose,78,8367,75.30254462524495,excellent
sensor2,nose,79,8565,77.08453384907648,excellent
sensor2,nose,80,8722,78.49752530433685,excellent
sensor2,nose,81,8867,79.80251741269834,excellent
sensor2,nose,82,8949,80.54051294984069,excellent
sensor2,nose,83,9026,81.2335087591085,excellent
sensor2,nose,84,9160,82.43950146614601,excellent
sensor2,nose,85,9328,83.95149232273035,excellent
sensor2,nose,86,9457,85.11248530189333,excellent
sensor2,nose,87,9609,86.48047702927916,excellent
sensor2,nose,88,9778,88.00146783143839,excellent
sensor2,nose,89,9927,89.3424597220995,excellent
sensor2,nose,90,10082,90.73745128621006,excellent
sensor2,nose,91,10282,92.5374404011914,excellent
sensor2,nose,92,10368,93.3114357206334,excellent
sensor2,nose,93,10491,94.41842902634693,excellent
sensor2,nose,94,10562,95.0574251621653,excellent
sensor2,nose,95,10733,96.59641585547436,excellent
sensor2,nose,96,10823,97.40641095721597,excellent
sensor2,nose,97,10981,98.82840235805124,excellent
sensor2,nose,98,11158,100.42139272480973,excellent
sensor2,nose,99,11242,101.1773881531019,excellent
sensor2,nose,100,11327,101.94238352696898,excellent
sensor2,nose,101,11445,103.00437710480799,excellent
sensor2,nose,102,11549,103.94037144459828,excellent
sensor2,nose,103,11612,104.50736801581742,excellent
sensor2,nose,104,11774,105.96535919895231,excellent
sensor2,nose,105,11872,106.84735386529317,excellent
sensor2,nose,106,12022,108.19734570152919,excellent
sensor2,nose,107,12125,109.12434009574459,excellent
sensor2,nose,108,12206,109.85333568731204,excellent
sensor2,nose,109,12331,110.97832888417538,excellent
sensor2,nose,110,12472,112.24732121023723,excellent
sensor2,nose,111,12558,113.02131652967921,excellent
sensor2,nose,112,12622,113.59731304647325,excellent
sensor2,nose,113,12666,113.99331065176915,excellent
sensor2,nose,114,12756,114.80330575351076,excellent
sensor2,nose,115,12824,115.41530205260442,excellent
sensor2,nose,116,12916,116.24329704549584,excellent
sensor2,nose,117,12979,116.81029361671497,excellent
sensor2,nose,118,13086,117.77328779323,excellent
sensor2,nose,119,13169,118.52028327594725,excellent
sensor2,nose,120,13204,118.83528137106899,excellent
sensor2,nose,121,13299,119.69027620068513,excellent
sensor2,nose,122,13393,120.53627108472637,excellent
sensor2,nose,123,13505,121.54426498911593,excellent
sensor2,nose,124,13617,122.55225889350548,excellent
sensor2,nose,125,13716,123.44325350542125,excellent
sensor2,nose,126,13810,124.2892483894625,excellent
sensor2,nose,127,13936,125.42324153190074,excellent
sensor2,nose,128,13990,125.90923859294571,excellent
sensor2,nose,129,14026,126.23323663364235,excellent
sensor2,nose,130,14177,127.59222841545328,excellent
sensor2,nose,131,14271,128.43822329949452,excellent
sensor2,nose,132,14320,128.87922063266495,excellent
sensor2,nose,133,14405,129.64421600653202,excellent
sensor2,nose,134,14522,130.69720963879612,excellent
sensor2,nose,135,14627,131.64220392416132,excellent
sensor2,nose,136,14723,132.50619869935238,excellent
sensor2,nose,137,14801,133.2081944541951,excellent
sensor2,nose,138,14892,134.02718950151163,excellent
sensor2,nose,139,14993,134.9361840045772,excellent
sensor2,nose,140,15171,136.5381743169106,excellent
sensor2,nose,141,15267,137.40216909210164,excellent
sensor2,nose,142,15351,138.15816452039383,excellent
sensor2,nose,143,15436,138.9231598942609,excellent
sensor2,nose,144,15530,139.76915477830212,excellent
sensor2,nose,145,15627,140.6421494990681,excellent
sensor2,nose,146,15695,141.25414579816174,excellent
sensor2,nose,147,15734,141.60514367558312,excellent
sensor2,nose,148,15802,142.21713997467677,excellent
sensor2,nose,149,15920,143.2791335525158,excellent
sensor2,nose,150,16010,144.0891286542574,excellent
sensor2,nose,151,16101,144.9081237015739,excellent
sensor2,nose,152,16160,145.4391204904934,excellent
sensor2,nose,153,16277,146.4921141227575,excellent
sensor2,nose,154,16372,147.34710895237365,excellent
sensor2,nose,155,16552,148.96709915585686,excellent
sensor2,nose,156,16704,150.33509088324269,excellent
sensor2,nose,157,16848,151.63108304602926,excellent
