heartbeat_id,window_id,reference_sensor,window_start_s,window_end_s,sensor2_peak_time_s,sensor2_peak_idx,sensor3_peak_time_s,sensor3_peak_idx,sensor4_peak_time_s,sensor4_peak_idx,sensor5_peak_time_s,sensor5_peak_idx
0,42,sensor3,209.77796522337036,229.7748180215827,,,210.3269337295319,23371.0,210.3809306317773,23377.0,,
1,42,sensor3,209.77796522337036,229.7748180215827,,,211.1278877795053,23460.0,211.17288519804313,23465.0,,
2,42,sensor3,209.77796522337036,229.7748180215827,,,211.89284389464845,23545.0,211.93784131318628,23550.0,,
3,42,sensor3,209.77796522337036,229.7748180215827,,,212.68479846091427,23633.0,212.71179691203696,23636.0,,
4,42,sensor3,209.77796522337036,229.7748180215827,,,213.45875405976497,23719.0,213.49475199459525,23723.0,,
5,42,sensor3,209.77796522337036,229.7748180215827,,,214.26870759344595,23809.0,214.3047055282762,23813.0,,
6,42,sensor3,209.77796522337036,229.7748180215827,215.12365854566474,23904.0,215.03366370858907,23894.0,215.0786611271269,23899.0,,
7,42,sensor3,209.77796522337036,229.7748180215827,,,215.79861982373222,23979.0,215.81661879114733,23981.0,,
8,42,sensor3,209.77796522337036,229.7748180215827,,,216.53657748775265,24061.0,216.58157490629048,24066.0,,
9,42,sensor3,209.77796522337036,229.7748180215827,,,217.33753153772605,24150.0,217.3735294725563,24154.0,,
10,42,sensor3,209.77796522337036,229.7748180215827,218.04849075062378,24229.0,218.07548920174648,24232.0,218.11148713657676,24236.0,,
11,42,sensor3,209.77796522337036,229.7748180215827,,,218.83144583318204,24316.0,218.86744376801232,24320.0,,
12,42,sensor3,209.77796522337036,229.7748180215827,,,219.5874024646176,24400.0,219.64139936686303,24406.0,,
13,42,sensor3,209.77796522337036,229.7748180215827,,,220.40635548200615,24491.0,220.43335393312884,24494.0,,
14,42,sensor3,209.77796522337036,229.7748180215827,221.198310048272,24579.0,221.15331262973416,24574.0,221.198310048272,24579.0,,
15,42,sensor3,209.77796522337036,229.7748180215827,,,221.92726822858486,24660.0,221.93626771229242,24661.0,,
16,42,sensor3,209.77796522337036,229.7748180215827,,,222.6652258926053,24742.0,222.71922279485068,24748.0,,
17,42,sensor3,209.77796522337036,229.7748180215827,,,223.4121830403333,24825.0,223.44818097516355,24829.0,,
18,42,sensor3,209.77796522337036,229.7748180215827,,,224.1321417369386,24905.0,224.17713915547643,24910.0,,
19,42,sensor3,209.77796522337036,229.7748180215827,,,224.84310094983633,24984.0,224.88809836837416,24989.0,,
20,42,sensor3,209.77796522337036,229.7748180215827,,,225.5540601627341,25063.0,225.58105861385678,25066.0,,
21,42,sensor3,209.77796522337036,229.7748180215827,,,226.25601989192424,25141.0,226.28301834304693,25144.0,,
22,42,sensor3,209.77796522337036,229.7748180215827,,,226.94898013740686,25218.0,226.9939775559447,25223.0,,
23,42,sensor3,209.77796522337036,229.7748180215827,227.56094502952135,25286.0,227.59694296435163,25290.0,227.64194038288946,25295.0,,
24,42,sensor3,209.77796522337036,229.7748180215827,,,228.2719042424191,25365.0,228.30790217724936,25369.0,,
25,42,sensor3,209.77796522337036,229.7748180215827,228.76687584633524,25420.0,228.9648644879017,25442.0,228.9918629390244,25445.0,,
26,0,sensor3,0.0,19.99685279821231,,,0.35097986459508557,39.0,0.40497676684048334,45.0,,
27,0,sensor3,0.0,19.99685279821231,,,1.1609333982760521,129.0,1.1789323656911848,131.0,1.097937012323088,122.0
28,0,sensor3,0.0,19.99685279821231,,,1.9078905460040547,212.0,1.9258895134191873,214.0,1.8268951926359582,203.0
29,0,sensor3,0.0,19.99685279821231,,,2.67284666114719,297.0,2.6638471774396235,296.0,2.5918513077790934,288.0
30,0,sensor3,0.0,19.99685279821231,,,3.464801227413024,385.0,3.5277976133659883,392.0,3.4108043251676263,379.0
31,0,sensor3,0.0,19.99685279821231,,,4.301753212216689,478.0,4.346750630754521,483.0,4.238756826263725,471.0
32,0,sensor3,0.0,19.99685279821231,,,5.111706745897656,568.0,5.183702615558187,576.0,5.111706745897656,568.0
33,0,sensor3,0.0,19.99685279821231,,,5.8946618284559245,655.0,5.930659763286189,659.0,5.804666991380261,645.0
34,0,sensor3,0.0,19.99685279821231,,,6.677616911014192,742.0,6.704615362136891,745.0,6.605621041353661,734.0
35,0,sensor3,0.0,19.99685279821231,,,7.523568379525424,836.0,7.541567346940556,838.0,7.4695714772800255,830.0
36,0,sensor3,0.0,19.99685279821231,,,8.315522945791258,924.0,8.342521396913957,927.0,8.252526559838294,917.0
37,0,sensor3,0.0,19.99685279821231,,,9.080479060934392,1009.0,9.098478028349525,1011.0,9.017482674981428,1002.0
38,0,sensor3,0.0,19.99685279821231,,,9.872433627200227,1097.0,9.89043259461536,1099.0,9.79143827383213,1088.0
39,0,sensor3,0.0,19.99685279821231,,,10.664388193466062,1185.0,10.700386128296326,1189.0,10.59239232380553,1177.0
40,0,sensor3,0.0,19.99685279821231,,,11.429344308609195,1270.0,11.474341727147028,1275.0,11.357348438948666,1262.0
41,0,sensor3,0.0,19.99685279821231,,,12.167301972629632,1352.0,12.230298358582596,1359.0,12.104305586676668,1345.0
42,0,sensor3,0.0,19.99685279821231,,,12.959256538895467,1440.0,12.995254473725732,1444.0,12.87826118552737,1431.0
43,0,sensor3,0.0,19.99685279821231,,,13.715213170331035,1524.0,13.760210588868867,1529.0,13.670215751793204,1519.0
44,0,sensor3,0.0,19.99685279821231,,,14.498168252889304,1611.0,14.50716773659687,1612.0,14.372175480983374,1597.0
45,0,sensor3,0.0,19.99685279821231,,,15.200127982079474,1689.0,15.254124884324872,1695.0,15.119132628711379,1680.0
46,0,sensor3,0.0,19.99685279821231,,,15.96508409722261,1774.0,16.001082032052874,1778.0,15.911087194977211,1768.0
47,0,sensor3,0.0,19.99685279821231,,,16.721040728658178,1858.0,16.757038663488444,1862.0,16.66704382641278,1852.0
48,0,sensor3,0.0,19.99685279821231,,,17.476997360093748,1942.0,17.49499632750888,1944.0,17.405001490433218,1934.0
49,0,sensor3,0.0,19.99685279821231,,,18.19695605669905,2022.0,18.241953475236883,2027.0,18.142959154453653,2016.0
50,0,sensor3,0.0,19.99685279821231,,,18.934913720719486,2104.0,18.970911655549752,2108.0,18.889916302181657,2099.0
51,0,sensor3,0.0,19.99685279821231,,,19.69986983586262,2189.0,19.735867770692888,2193.0,19.654872417324793,2184.0
52,2,sensor3,9.989426915398589,29.986279713610898,,,10.664388193466062,1185.0,,,10.59239232380553,1177.0
53,2,sensor3,9.989426915398589,29.986279713610898,,,11.429344308609195,1270.0,,,11.357348438948666,1262.0
54,2,sensor3,9.989426915398589,29.986279713610898,,,12.167301972629632,1352.0,,,12.104305586676668,1345.0
55,2,sensor3,9.989426915398589,29.986279713610898,,,12.959256538895467,1440.0,,,12.87826118552737,1431.0
56,2,sensor3,9.989426915398589,29.986279713610898,,,13.715213170331035,1524.0,,,13.670215751793204,1519.0
57,2,sensor3,9.989426915398589,29.986279713610898,,,14.498168252889304,1611.0,,,14.372175480983376,1597.0
58,2,sensor3,9.989426915398589,29.986279713610898,,,15.200127982079476,1689.0,,,15.119132628711377,1680.0
59,2,sensor3,9.989426915398589,29.986279713610898,,,15.96508409722261,1774.0,,,15.911087194977211,1768.0
60,2,sensor3,9.989426915398589,29.986279713610898,,,16.721040728658178,1858.0,,,16.66704382641278,1852.0
61,2,sensor3,9.989426915398589,29.986279713610898,,,17.476997360093748,1942.0,,,17.405001490433218,1934.0
62,2,sensor3,9.989426915398589,29.986279713610898,,,18.19695605669905,2022.0,,,18.142959154453653,2016.0
63,2,sensor3,9.989426915398589,29.986279713610898,,,18.934913720719486,2104.0,,,18.889916302181653,2099.0
64,2,sensor3,9.989426915398589,29.986279713610898,,,19.69986983586262,2189.0,,,19.65487241732479,2184.0
65,2,sensor3,9.989426915398589,29.986279713610898,,,20.428828016175494,2270.0,,,20.374831113930092,2264.0
66,2,sensor3,9.989426915398589,29.986279713610898,,,21.18478464761106,2354.0,,,21.121788261658097,2347.0
67,2,sensor3,9.989426915398589,29.986279713610898,,,21.949740762754196,2439.0,,,21.886744376801232,2432.0
68,2,sensor3,9.989426915398589,29.986279713610898,,,22.723696361604897,2525.0,,,22.642701008236802,2516.0
69,2,sensor3,9.989426915398589,29.986279713610898,,,23.461654025625336,2607.0,,,23.398657639672372,2600.0
70,2,sensor3,9.989426915398589,29.986279713610898,,,24.19961168964577,2689.0,,,24.145614787400373,2683.0
71,2,sensor3,9.989426915398589,29.986279713610898,,,24.955568321081337,2773.0,,,24.901571418835942,2767.0
72,2,sensor3,9.989426915398589,29.986279713610898,,,25.693525985101775,2855.0,,,25.666527533979078,2852.0
73,2,sensor3,9.989426915398589,29.986279713610898,,,26.404485197999513,2934.0,,,26.35948777946168,2929.0
74,2,sensor3,9.989426915398589,29.986279713610898,,,27.151442345727517,3017.0,,,27.088445959774553,3010.0
75,2,sensor3,9.989426915398589,29.986279713610898,,,27.880400526040386,3098.0,,,27.826403623794988,3092.0
76,2,sensor3,9.989426915398589,29.986279713610898,,,28.61835819006082,3180.0,,,28.582360255230558,3176.0
77,2,sensor3,9.989426915398589,29.986279713610898,,,29.347316370373694,3261.0,,,29.284319984420726,3254.0
78,2,sensor3,9.989426915398589,29.986279713610898,,,29.78829107204444,3310.0,,,29.707295718676345,3301.0
79,3,sensor3,14.984140373097883,34.980993171310196,,,15.96508409722261,1774.0,,,15.911087194977211,1768.0
80,3,sensor3,14.984140373097883,34.980993171310196,,,16.721040728658178,1858.0,,,16.66704382641278,1852.0
81,3,sensor3,14.984140373097883,34.980993171310196,,,17.476997360093748,1942.0,,,17.405001490433218,1934.0
82,3,sensor3,14.984140373097883,34.980993171310196,,,18.19695605669905,2022.0,,,18.142959154453653,2016.0
83,3,sensor3,14.984140373097883,34.980993171310196,,,18.934913720719486,2104.0,,,18.889916302181657,2099.0
84,3,sensor3,14.984140373097883,34.980993171310196,,,19.69986983586262,2189.0,,,19.65487241732479,2184.0
85,3,sensor3,14.984140373097883,34.980993171310196,,,20.428828016175494,2270.0,,,20.374831113930096,2264.0
86,3,sensor3,14.984140373097883,34.980993171310196,,,21.18478464761106,2354.0,,,21.121788261658097,2347.0
87,3,sensor3,14.984140373097883,34.980993171310196,,,21.949740762754196,2439.0,,,21.886744376801232,2432.0
88,3,sensor3,14.984140373097883,34.980993171310196,,,22.723696361604897,2525.0,,,22.642701008236802,2516.0
89,3,sensor3,14.984140373097883,34.980993171310196,,,23.461654025625336,2607.0,,,23.398657639672372,2600.0
90,3,sensor3,14.984140373097883,34.980993171310196,,,24.19961168964577,2689.0,,,24.145614787400373,2683.0
91,3,sensor3,14.984140373097883,34.980993171310196,,,24.955568321081337,2773.0,,,24.901571418835942,2767.0
92,3,sensor3,14.984140373097883,34.980993171310196,,,25.693525985101775,2855.0,,,25.666527533979078,2852.0
93,3,sensor3,14.984140373097883,34.980993171310196,,,26.404485197999513,2934.0,,,26.35948777946168,2929.0
94,3,sensor3,14.984140373097883,34.980993171310196,,,27.151442345727517,3017.0,,,27.088445959774553,3010.0
95,3,sensor3,14.984140373097883,34.980993171310196,,,27.880400526040386,3098.0,,,27.826403623794988,3092.0
96,3,sensor3,14.984140373097883,34.980993171310196,,,28.618358190060825,3180.0,,,28.582360255230554,3176.0
97,3,sensor3,14.984140373097883,34.980993171310196,,,29.34731637037369,3261.0,,,29.275320500713164,3253.0
98,3,sensor3,14.984140373097883,34.980993171310196,,,30.076274550686563,3342.0,,,30.0132781647336,3335.0
99,3,sensor3,14.984140373097883,34.980993171310196,,,30.850230149537264,3428.0,,,30.796233247291866,3422.0
100,3,sensor3,14.984140373097883,34.980993171310196,,,31.579188329850133,3509.0,,,31.543190395019867,3505.0
101,3,sensor3,14.984140373097883,34.980993171310196,,,32.31714599387057,3591.0,,,32.254149607917604,3584.0
102,3,sensor3,14.984140373097883,34.980993171310196,,,33.03710469047587,3671.0,,,32.974108304522915,3664.0
103,3,sensor3,14.984140373097883,34.980993171310196,,,33.820059773034146,3758.0,,,33.74806390337361,3750.0
104,3,sensor3,14.984140373097883,34.980993171310196,,,34.54001846963945,3838.0,,,34.47702208368648,3831.0
105,4,sensor3,19.978853830797178,39.97570662900949,,,20.419828532467925,2269.0,20.473825434713323,2275.0,20.374831113930096,2264.0
106,4,sensor3,19.978853830797178,39.97570662900949,,,21.18478464761106,2354.0,21.21178309873376,2357.0,21.121788261658097,2347.0
107,4,sensor3,19.978853830797178,39.97570662900949,,,21.949740762754196,2439.0,21.985738697584463,2443.0,21.886744376801232,2432.0
108,4,sensor3,19.978853830797178,39.97570662900949,,,22.723696361604897,2525.0,22.76869378014273,2530.0,22.642701008236802,2516.0
109,4,sensor3,19.978853830797178,39.97570662900949,,,23.461654025625336,2607.0,23.488652476748033,2610.0,23.398657639672372,2600.0
110,4,sensor3,19.978853830797178,39.97570662900949,,,24.19961168964577,2689.0,24.244609108183603,2694.0,24.145614787400373,2683.0
111,4,sensor3,19.978853830797178,39.97570662900949,,,24.95556832108134,2773.0,24.991566255911604,2777.0,24.901571418835942,2767.0
112,4,sensor3,19.978853830797178,39.97570662900949,,,25.693525985101775,2855.0,25.738523403639608,2860.0,25.666527533979078,2852.0
113,4,sensor3,19.978853830797178,39.97570662900949,,,26.404485197999513,2934.0,26.431483649122214,2937.0,26.35948777946168,2929.0
114,4,sensor3,19.978853830797178,39.97570662900949,,,27.151442345727517,3017.0,27.151442345727517,3017.0,27.088445959774553,3010.0
115,4,sensor3,19.978853830797178,39.97570662900949,,,27.880400526040386,3098.0,27.898399493455518,3100.0,27.826403623794988,3092.0
116,4,sensor3,19.978853830797178,39.97570662900949,,,28.618358190060825,3180.0,28.69035405972135,3188.0,28.582360255230554,3176.0
117,4,sensor3,19.978853830797178,39.97570662900949,,,29.34731637037369,3261.0,29.365315337788825,3263.0,29.275320500713164,3253.0
118,4,sensor3,19.978853830797178,39.97570662900949,,,30.076274550686563,3342.0,30.112272485516826,3346.0,30.0132781647336,3335.0
119,4,sensor3,19.978853830797178,39.97570662900949,,,30.850230149537264,3428.0,30.868229116952396,3430.0,30.796233247291866,3422.0
120,4,sensor3,19.978853830797178,39.97570662900949,,,31.579188329850133,3509.0,31.615186264680396,3513.0,31.54319039501987,3505.0
121,4,sensor3,19.978853830797178,39.97570662900949,,,32.31714599387057,3591.0,32.34414444499327,3594.0,32.254149607917604,3584.0
122,4,sensor3,19.978853830797178,39.97570662900949,,,33.03710469047587,3671.0,33.073102625306134,3675.0,32.97410830452291,3664.0
123,4,sensor3,19.978853830797178,39.97570662900949,,,33.820059773034146,3758.0,33.820059773034146,3758.0,33.74806390337361,3750.0
124,4,sensor3,19.978853830797178,39.97570662900949,,,34.54001846963945,3838.0,34.603014855592406,3845.0,34.47702208368648,3831.0
125,4,sensor3,19.978853830797178,39.97570662900949,,,35.22397923141448,3914.0,35.277976133659884,3920.0,35.16998232916909,3908.0
126,4,sensor3,19.978853830797178,39.97570662900949,,,35.970936379142486,3997.0,35.99793483026518,4000.0,35.89894050948195,3989.0
127,4,sensor3,19.978853830797178,39.97570662900949,,,36.69089507574779,4077.0,36.73589249428562,4082.0,36.663896624625096,4074.0
128,4,sensor3,19.978853830797178,39.97570662900949,,,37.437852223475794,4160.0,37.446851707183356,4161.0,37.36585635381526,4152.0
129,4,sensor3,19.978853830797178,39.97570662900949,,,38.12181298525083,4236.0,38.19380885491136,4244.0,38.085815050420564,4232.0
130,4,sensor3,19.978853830797178,39.97570662900949,,,38.86877013297884,4319.0,38.88676910039396,4321.0,38.7967742633183,4311.0
131,4,sensor3,19.978853830797178,39.97570662900949,,,39.615727280706835,4402.0,39.642725731829536,4405.0,39.561730378461434,4396.0
132,5,sensor3,24.973567288496472,44.970420086708785,,,25.693525985101775,2855.0,25.738523403639608,2860.0,25.666527533979078,2852.0
133,5,sensor3,24.973567288496472,44.970420086708785,,,26.404485197999513,2934.0,26.431483649122214,2937.0,26.35948777946168,2929.0
134,5,sensor3,24.973567288496472,44.970420086708785,,,27.151442345727517,3017.0,27.151442345727517,3017.0,27.088445959774553,3010.0
135,5,sensor3,24.973567288496472,44.970420086708785,,,27.880400526040386,3098.0,27.898399493455518,3100.0,27.826403623794988,3092.0
136,5,sensor3,24.973567288496472,44.970420086708785,,,28.61835819006082,3180.0,28.69035405972135,3188.0,28.582360255230558,3176.0
137,5,sensor3,24.973567288496472,44.970420086708785,,,29.34731637037369,3261.0,29.365315337788825,3263.0,29.27532050071316,3253.0
138,5,sensor3,24.973567288496472,44.970420086708785,,,30.076274550686563,3342.0,30.112272485516826,3346.0,30.0132781647336,3335.0
139,5,sensor3,24.973567288496472,44.970420086708785,,,30.850230149537264,3428.0,30.868229116952396,3430.0,30.796233247291866,3422.0
140,5,sensor3,24.973567288496472,44.970420086708785,,,31.579188329850133,3509.0,31.6151862646804,3513.0,31.54319039501987,3505.0
141,5,sensor3,24.973567288496472,44.970420086708785,,,32.31714599387057,3591.0,32.34414444499327,3594.0,32.254149607917604,3584.0
142,5,sensor3,24.973567288496472,44.970420086708785,,,33.03710469047587,3671.0,33.073102625306134,3675.0,32.97410830452291,3664.0
143,5,sensor3,24.973567288496472,44.970420086708785,,,33.820059773034146,3758.0,33.820059773034146,3758.0,33.74806390337361,3750.0
144,5,sensor3,24.973567288496472,44.970420086708785,,,34.54001846963945,3838.0,34.603014855592406,3845.0,34.47702208368648,3831.0
145,5,sensor3,24.973567288496472,44.970420086708785,,,35.22397923141448,3914.0,35.277976133659884,3920.0,35.16998232916909,3908.0
146,5,sensor3,24.973567288496472,44.970420086708785,,,35.970936379142486,3997.0,35.99793483026519,4000.0,35.89894050948195,3989.0
147,5,sensor3,24.973567288496472,44.970420086708785,,,36.69089507574779,4077.0,36.73589249428562,4082.0,36.66389662462509,4074.0
148,5,sensor3,24.973567288496472,44.970420086708785,,,37.437852223475794,4160.0,37.446851707183356,4161.0,37.36585635381526,4152.0
149,5,sensor3,24.973567288496472,44.970420086708785,,,38.12181298525083,4236.0,38.19380885491136,4244.0,38.085815050420564,4232.0
150,5,sensor3,24.973567288496472,44.970420086708785,,,38.86877013297883,4319.0,38.88676910039396,4321.0,38.787774779610736,4310.0
151,5,sensor3,24.973567288496472,44.970420086708785,,,39.606727796999266,4401.0,39.63372624812197,4404.0,39.570729862169,4397.0
152,5,sensor3,24.973567288496472,44.970420086708785,,,40.35368494472727,4484.0,40.38068339584997,4487.0,40.272689591359175,4475.0
153,5,sensor3,24.973567288496472,44.970420086708785,,,41.04664519020987,4561.0,41.091642608747705,4566.0,41.00164777167205,4556.0
154,5,sensor3,24.973567288496472,44.970420086708785,,,41.802601821645446,4645.0,41.86559820759841,4652.0,41.70360750086222,4634.0
