heartbeat_id,window_id,reference_sensor,window_start_s,window_end_s,sensor2_peak_time_s,sensor2_peak_idx,sensor3_peak_time_s,sensor3_peak_idx,sensor4_peak_time_s,sensor4_peak_idx,sensor5_peak_time_s,sensor5_peak_idx
155,5,sensor3,24.973567288496472,44.970420086708785,,,42.54055948566588,4727.0,42.54955896937345,4728.0,42.441565164882654,4716.0
156,5,sensor3,24.973567288496472,44.970420086708785,,,43.260518182271184,4807.0,43.251518698563615,4806.0,43.12552592665769,4792.0
157,5,sensor3,24.973567288496472,44.970420086708785,,,43.98047687887649,4887.0,44.01647481370675,4891.0,43.90848100921596,4879.0
158,5,sensor3,24.973567288496472,44.970420086708785,,,44.71843454289693,4969.0,44.71843454289693,4969.0,44.646438673236396,4961.0
159,6,sensor5,29.968280746195767,49.965133544408076,,,30.8412306658297,3427.0,30.868229116952396,3430.0,30.796233247291866,3422.0
160,6,sensor5,29.968280746195767,49.965133544408076,,,31.579188329850133,3509.0,31.606186780972834,3512.0,31.54319039501987,3505.0
161,6,sensor5,29.968280746195767,49.965133544408076,,,32.31714599387057,3591.0,32.34414444499327,3594.0,32.254149607917604,3584.0
162,6,sensor5,29.968280746195767,49.965133544408076,,,33.03710469047587,3671.0,33.07310262530614,3675.0,32.97410830452291,3664.0
163,6,sensor5,29.968280746195767,49.965133544408076,,,33.82005977303414,3758.0,33.82005977303414,3758.0,33.74806390337361,3750.0
164,6,sensor5,29.968280746195767,49.965133544408076,,,34.54001846963945,3838.0,34.603014855592406,3845.0,34.47702208368648,3831.0
165,6,sensor5,29.968280746195767,49.965133544408076,,,35.22397923141448,3914.0,35.277976133659884,3920.0,35.16998232916909,3908.0
166,6,sensor5,29.968280746195767,49.965133544408076,,,35.970936379142486,3997.0,35.99793483026519,4000.0,35.89894050948195,3989.0
167,6,sensor5,29.968280746195767,49.965133544408076,,,36.69089507574779,4077.0,36.73589249428562,4082.0,36.66389662462509,4074.0
168,6,sensor5,29.968280746195767,49.965133544408076,,,37.437852223475794,4160.0,37.446851707183356,4161.0,37.36585635381526,4152.0
169,6,sensor5,29.968280746195767,49.965133544408076,,,38.12181298525083,4236.0,38.19380885491136,4244.0,38.085815050420564,4232.0
170,6,sensor5,29.968280746195767,49.965133544408076,,,38.86877013297883,4319.0,38.88676910039396,4321.0,38.787774779610736,4310.0
171,6,sensor5,29.968280746195767,49.965133544408076,,,39.606727796999266,4401.0,39.63372624812197,4404.0,39.570729862169,4397.0
172,6,sensor5,29.968280746195767,49.965133544408076,,,40.35368494472727,4484.0,40.38068339584997,4487.0,40.272689591359175,4475.0
173,6,sensor5,29.968280746195767,49.965133544408076,,,41.04664519020988,4561.0,41.091642608747705,4566.0,41.00164777167205,4556.0
174,6,sensor5,29.968280746195767,49.965133544408076,,,41.802601821645446,4645.0,41.86559820759841,4652.0,41.70360750086222,4634.0
175,6,sensor5,29.968280746195767,49.965133544408076,,,42.54055948566588,4727.0,42.54955896937345,4728.0,42.441565164882654,4716.0
176,6,sensor5,29.968280746195767,49.965133544408076,,,43.260518182271184,4807.0,43.25151869856362,4806.0,43.125525926657694,4792.0
177,6,sensor5,29.968280746195767,49.965133544408076,,,43.98047687887649,4887.0,44.01647481370675,4891.0,43.90848100921596,4879.0
178,6,sensor5,29.968280746195767,49.965133544408076,,,44.70943505918936,4968.0,44.72743402660449,4970.0,44.646438673236396,4961.0
179,6,sensor5,29.968280746195767,49.965133544408076,,,45.474391174332496,5053.0,45.474391174332496,5053.0,45.38439633725683,5043.0
180,6,sensor5,29.968280746195767,49.965133544408076,,,46.1943498709378,5133.0,46.1673514198151,5130.0,46.12235400127727,5125.0
181,6,sensor5,29.968280746195767,49.965133544408076,,,46.89630960012797,5211.0,46.9143085675431,5213.0,46.797315279344744,5200.0
182,6,sensor5,29.968280746195767,49.965133544408076,,,47.634267264148406,5293.0,47.67026519897867,5297.0,47.57127087819544,5286.0
183,6,sensor5,29.968280746195767,49.965133544408076,,,48.37222492816884,5375.0,48.39022389558397,5377.0,48.30922854221588,5368.0
184,6,sensor5,29.968280746195767,49.965133544408076,,,49.09218362477415,5455.0,49.119182075896845,5458.0,49.02918723882118,5448.0
185,7,sensor4,34.96299420389506,54.959847002107374,,,35.97093637914248,3997.0,35.99793483026518,4000.0,,
186,7,sensor4,34.96299420389506,54.959847002107374,,,36.69089507574779,4077.0,36.735892494285615,4082.0,,
187,7,sensor4,34.96299420389506,54.959847002107374,,,37.43785222347579,4160.0,37.446851707183356,4161.0,,
188,7,sensor4,34.96299420389506,54.959847002107374,,,38.12181298525083,4236.0,38.19380885491136,4244.0,,
189,7,sensor4,34.96299420389506,54.959847002107374,,,38.86877013297883,4319.0,38.88676910039396,4321.0,,
190,7,sensor4,34.96299420389506,54.959847002107374,,,39.606727796999266,4401.0,39.63372624812197,4404.0,,
191,7,sensor4,34.96299420389506,54.959847002107374,,,40.35368494472727,4484.0,40.38068339584997,4487.0,,
192,7,sensor4,34.96299420389506,54.959847002107374,,,41.04664519020987,4561.0,41.091642608747705,4566.0,,
193,7,sensor4,34.96299420389506,54.959847002107374,,,41.80260182164544,4645.0,41.86559820759841,4652.0,,
194,7,sensor4,34.96299420389506,54.959847002107374,,,42.54055948566588,4727.0,42.54955896937344,4728.0,,
195,7,sensor4,34.96299420389506,54.959847002107374,,,43.260518182271184,4807.0,43.251518698563615,4806.0,,
196,7,sensor4,34.96299420389506,54.959847002107374,,,43.98047687887649,4887.0,44.01647481370675,4891.0,,
197,7,sensor4,34.96299420389506,54.959847002107374,,,44.70943505918936,4968.0,44.727434026604485,4970.0,,
198,7,sensor4,34.96299420389506,54.959847002107374,,,45.474391174332496,5053.0,45.474391174332496,5053.0,,
199,7,sensor4,34.96299420389506,54.959847002107374,,,46.1943498709378,5133.0,46.1673514198151,5130.0,,
200,7,sensor4,34.96299420389506,54.959847002107374,,,46.896309600127964,5211.0,46.9143085675431,5213.0,,
201,7,sensor4,34.96299420389506,54.959847002107374,,,47.634267264148406,5293.0,47.67026519897867,5297.0,,
202,7,sensor4,34.96299420389506,54.959847002107374,,,48.37222492816884,5375.0,48.3812244118764,5376.0,,
203,7,sensor4,34.96299420389506,54.959847002107374,,,49.101183108481706,5456.0,49.137181043311976,5460.0,,
204,7,sensor4,34.96299420389506,54.959847002107374,,,49.80314283767188,5534.0,49.83914077250215,5538.0,,
205,7,sensor4,34.96299420389506,54.959847002107374,,,50.55009998539988,5617.0,50.57709843652258,5620.0,,
206,7,sensor4,34.96299420389506,54.959847002107374,,,51.32405558425059,5703.0,51.36005351908085,5707.0,,
207,7,sensor4,34.96299420389506,54.959847002107374,,,52.10701066680885,5790.0,52.10701066680885,5790.0,,
208,7,sensor4,34.96299420389506,54.959847002107374,,,52.85396781453686,5873.0,52.90796471678225,5879.0,,
209,7,sensor4,34.96299420389506,54.959847002107374,,,53.65492186451026,5962.0,53.69991928304809,5967.0,,
210,7,sensor4,34.96299420389506,54.959847002107374,,,54.47387488189879,6053.0,54.48287436560635,6054.0,,
211,8,sensor3,39.957707661594355,59.954560459806665,,,40.35368494472727,4484.0,40.38068339584997,4487.0,,
212,8,sensor3,39.957707661594355,59.954560459806665,,,41.04664519020988,4561.0,41.09164260874771,4566.0,,
213,8,sensor3,39.957707661594355,59.954560459806665,,,41.802601821645446,4645.0,41.86559820759841,4652.0,,
214,8,sensor3,39.957707661594355,59.954560459806665,,,42.54055948566588,4727.0,42.54955896937345,4728.0,,
215,8,sensor3,39.957707661594355,59.954560459806665,,,43.260518182271184,4807.0,43.25151869856362,4806.0,,
216,8,sensor3,39.957707661594355,59.954560459806665,,,43.98047687887649,4887.0,44.01647481370676,4891.0,,
217,8,sensor3,39.957707661594355,59.954560459806665,,,44.70943505918936,4968.0,44.72743402660449,4970.0,,
218,8,sensor3,39.957707661594355,59.954560459806665,,,45.474391174332496,5053.0,45.474391174332496,5053.0,,
219,8,sensor3,39.957707661594355,59.954560459806665,,,46.1943498709378,5133.0,46.1673514198151,5130.0,,
220,8,sensor3,39.957707661594355,59.954560459806665,,,46.89630960012797,5211.0,46.9143085675431,5213.0,,
221,8,sensor3,39.957707661594355,59.954560459806665,,,47.634267264148406,5293.0,47.67026519897867,5297.0,,
222,8,sensor3,39.957707661594355,59.954560459806665,,,48.37222492816884,5375.0,48.38122441187641,5376.0,,
223,8,sensor3,39.957707661594355,59.954560459806665,,,49.10118310848171,5456.0,49.137181043311976,5460.0,,
224,8,sensor3,39.957707661594355,59.954560459806665,,,49.803142837671885,5534.0,49.83914077250215,5538.0,,
225,8,sensor3,39.957707661594355,59.954560459806665,,,50.55009998539988,5617.0,50.57709843652258,5620.0,,
226,8,sensor3,39.957707661594355,59.954560459806665,,,51.32405558425059,5703.0,51.36005351908085,5707.0,,
227,8,sensor3,39.957707661594355,59.954560459806665,,,52.107010666808854,5790.0,52.107010666808854,5790.0,,
228,8,sensor3,39.957707661594355,59.954560459806665,,,52.85396781453686,5873.0,52.90796471678226,5879.0,,
229,8,sensor3,39.957707661594355,59.954560459806665,,,53.65492186451026,5962.0,53.69991928304809,5967.0,,
