heartbeat_id,reference_sensor,reference_time,n_sensors,sensor2_time,sensor2_index,sensor3_time,sensor3_index,sensor4_time,sensor4_index,sensor5_time,sensor5_index
408,sensor3,1750838834.621588,4,1750838834.5133765,40128.0,1750838834.621588,40140,1750838834.6091871,40138.0,1750838834.496375,40125.0
409,sensor3,1750838835.2925267,3,1750838835.3691611,40223.0,1750838835.2925267,40214,,,1750838835.3611596,40221.0
410,sensor3,1750838836.4125764,4,1750838836.3044236,40327.0,1750838836.4125764,40339,1750838836.2699132,40323.0,1750838836.2699132,40323.0
411,sensor3,1750838837.3223965,4,1750838837.2407558,40431.0,1750838837.3223965,40440,1750838837.3490703,40443.0,1750838837.2327013,40429.0
412,sensor3,1750838838.2126732,4,1750838838.176932,40535.0,1750838838.2126732,40539,1750838838.24077,40542.0,1750838838.1405475,40531.0
413,sensor3,1750838839.0855198,4,1750838839.0319536,40629.0,1750838839.0855198,40636,1750838839.0855198,40636.0,1750838838.9956322,40625.0
414,sensor3,1750838839.949561,4,1750838839.877473,40724.0,1750838839.949561,40732,1750838839.9680872,40733.0,1750838839.8646345,40722.0
415,sensor3,1750838840.8852422,4,1750838840.8314688,40829.0,1750838840.8852422,40836,1750838840.8762438,40835.0,1750838840.800445,40826.0
416,sensor3,1750838841.8757794,4,1750838841.8029373,40937.0,1750838841.8757794,40945,1750838841.8757794,40945.0,1750838841.7724352,40934.0
417,sensor3,1750838842.7215085,4,1750838842.6676123,41033.0,1750838842.7215085,41040,1750838842.7405798,41042.0,1750838842.635961,41030.0
418,sensor3,1750838843.621925,4,1750838843.5362513,41130.0,1750838843.621925,41140,1750838843.6400373,41141.0,1750838843.51375,41128.0
419,sensor3,1750838844.5118728,4,1750838844.4363651,41230.0,1750838844.5118728,41239,1750838844.5444398,41242.0,1750838844.4046776,41227.0
420,sensor3,1750838845.485326,4,1750838845.404709,41338.0,1750838845.485326,41347,1750838845.4943104,41348.0,1750838845.38571,41336.0
421,sensor3,1750838846.4202046,3,1750838846.668046,41478.0,1750838846.4202046,41451,,,1750838846.3393931,41441.0
422,sensor3,1750838847.095713,3,,,1750838847.095713,41525,1750838846.925048,41507.0,1750838847.1679175,41533.0
423,sensor3,1750838848.1388998,4,1750838848.0132236,41628.0,1750838848.1388998,41641,1750838848.2121274,41649.0,1750838847.9961631,41625.0
424,sensor3,1750838849.661199,4,1750838849.661199,41811.0,1750838849.661199,41811,1750838849.732906,41819.0,1750838849.6332452,41808.0
425,sensor3,1750838850.4163127,4,1750838850.5248177,41907.0,1750838850.4163127,41895,1750838850.6323054,41919.0,1750838850.5200648,41906.0
427,sensor3,1750838852.3201358,2,,,1750838852.3201358,42106,1750838852.0986805,42081.0,,
428,sensor3,1750838852.8961391,4,1750838852.792941,42159.0,1750838852.8961391,42170,1750838852.9103017,42172.0,1750838852.75643,42155.0
429,sensor3,1750838853.8687117,4,1750838853.7643292,42267.0,1750838853.8687117,42278,1750838853.7300563,42263.0,1750838853.7643292,42267.0
430,sensor3,1750838854.7727585,4,1750838855.016036,42406.0,1750838854.7727585,42379,1750838854.875903,42390.0,1750838854.7365105,42375.0
431,sensor3,1750838855.7085106,3,,,1750838855.7085106,42483,1750838855.4122825,42450.0,1750838855.7723336,42489.0
432,sensor3,1750838856.9055622,3,,,1750838856.9055622,42616,1750838856.9785662,42624.0,1750838856.762358,42600.0
433,sensor3,1750838858.516029,4,1750838858.4759994,42790.0,1750838858.516029,42795,1750838858.5523138,42799.0,1750838858.444485,42787.0
434,sensor3,1750838859.4446125,4,1750838859.3799603,42891.0,1750838859.4446125,42897,1750838859.44861,42898.0,1750838859.3437634,42887.0
435,sensor3,1750838860.4253378,4,1750838860.3794124,43001.0,1750838860.4253378,43007,1750838860.4253378,43007.0,1750838860.3480525,42998.0
436,sensor3,1750838861.3521564,4,1750838861.2842417,43102.0,1750838861.3521564,43109,1750838861.391679,43114.0,1750838861.2519872,43099.0
437,sensor3,1750838862.2512925,3,,,1750838862.2512925,43209,1750838862.3239603,43217.0,1750838862.2338188,43208.0
438,sensor3,1750838863.3361158,4,1750838863.0970783,43304.0,1750838863.3361158,43330,1750838863.4081144,43338.0,1750838863.303623,43327.0
439,sensor3,1750838864.1953704,4,1750838864.0610511,43411.0,1750838864.1953704,43425,1750838864.3126006,43439.0,1750838864.27705,43435.0
440,sensor3,1750838865.244085,4,1750838865.2038195,43537.0,1750838865.244085,43542,1750838865.221819,43540.0,1750838865.1402876,43531.0
441,sensor3,1750838866.0851414,4,1750838866.040027,43631.0,1750838866.0851414,43636,1750838866.1080267,43638.0,1750838866.0046237,43627.0
442,sensor3,1750838867.0218751,4,1750838866.9771168,43735.0,1750838867.0218751,43740,1750838867.0388918,43741.0,1750838866.931691,43730.0
443,sensor3,1750838868.047418,4,1750838867.9802852,43846.0,1750838868.047418,43853,1750838868.051919,43854.0,1750838867.9500835,43843.0
444,sensor3,1750838868.915843,4,1750838868.8752794,43945.0,1750838868.915843,43950,1750838868.9293358,43952.0,1750838868.8392792,43941.0
445,sensor3,1750838869.820906,4,1750838869.7567132,44044.0,1750838869.820906,44051,1750838869.8518982,44054.0,1750838869.7217278,44040.0
446,sensor3,1750838870.638517,4,1750838870.7563932,44155.0,1750838870.638517,44141,1750838870.69352,44148.0,1750838870.7300525,44152.0
447,sensor3,1750838871.8000467,4,1750838871.7238069,44262.0,1750838871.8000467,44271,1750838871.791155,44269.0,1750838871.7011771,44260.0
448,sensor3,1750838872.511926,3,1750838872.6281822,44363.0,1750838872.511926,44350,,,1750838872.6191876,44361.0
449,sensor3,1750838873.428839,4,1750838873.6000297,44471.0,1750838873.428839,44452,1750838873.554923,44465.0,1750838873.5649865,44467.0
450,sensor3,1750838874.4908328,4,1750838874.5018284,44571.0,1750838874.4908328,44569,1750838874.5641136,44577.0,1750838874.4637911,44567.0
451,sensor3,1750838875.3730974,4,1750838875.3198888,44661.0,1750838875.3730974,44668,1750838875.4100437,44672.0,1750838875.2878444,44658.0
452,sensor3,1750838876.182443,4,1750838876.1119215,44750.0,1750838876.182443,44757,1750838876.1654413,44756.0,1750838876.0839093,44747.0
453,sensor3,1750838877.091455,4,1750838877.020995,44851.0,1750838877.091455,44859,1750838877.087449,44858.0,1750838876.992855,44848.0
454,sensor3,1750838878.0648468,4,1750838877.992086,44959.0,1750838878.0648468,44967,1750838878.0953617,44970.0,1750838877.9830806,44957.0
455,sensor3,1750838878.964053,4,1750838878.9550765,45065.0,1750838878.964053,45067,1750838878.996324,45070.0,1750838878.9013195,45060.0
456,sensor3,1750838879.85546,3,,,1750838879.85546,45165,1750838879.8907676,45169.0,1750838879.756184,45155.0
457,sensor3,1750838880.7594044,4,1750838880.682699,45257.0,1750838880.7594044,45266,1750838880.7912822,45269.0,1750838880.6525292,45254.0
458,sensor3,1750838881.7090838,3,1750838881.691069,45369.0,1750838881.7090838,45372,1750838881.728081,45374.0,,
459,sensor3,1750838882.70373,4,1750838882.6270523,45473.0,1750838882.70373,45482,1750838882.6805832,45480.0,1750838882.5954418,45470.0
460,sensor3,1750838883.5980847,4,1750838883.5277965,45573.0,1750838883.5980847,45581,1750838883.6180823,45584.0,1750838883.4726808,45568.0
461,sensor3,1750838884.4988515,4,1750838884.4357233,45675.0,1750838884.4988515,45681,1750838884.5078764,45683.0,1750838884.400306,45671.0
462,sensor3,1750838885.435568,4,1750838885.3635435,45778.0,1750838885.435568,45785,1750838885.4444575,45787.0,1750838885.331992,45774.0
463,sensor3,1750838886.353388,3,1750838886.307856,45883.0,1750838886.353388,45888,,,1750838886.271872,45879.0
464,sensor3,1750838887.2525904,3,1750838887.144782,45976.0,1750838887.2525904,45988,,,1750838887.1352704,45975.0
465,sensor3,1750838887.919061,2,,,1750838887.919061,46061,,,1750838888.0316486,46074.0
466,sensor3,1750838889.147127,2,,,1750838889.147127,46198,,,1750838888.9989233,46181.0
467,sensor3,1750838889.9165075,3,,,1750838889.9165075,46284,1750838889.9442377,46287.0,1750838889.904026,46282.0
468,sensor3,1750838890.2991004,2,,,1750838890.2991004,46326,,,1750838890.5475695,46354.0
469,sensor3,1750838890.6911676,4,1750838890.6911676,46369.0,1750838890.6911676,46369,1750838890.979298,46401.0,1750838890.5475695,46354.0
470,sensor3,1750838891.8477,3,,,1750838891.8477,46498,1750838891.843044,46497.0,1750838891.6806672,46480.0
471,sensor3,1750838892.3469396,4,1750838892.1750803,46535.0,1750838892.3469396,46554,1750838892.5718265,46579.0,1750838892.1395442,46531.0
472,sensor3,1750838893.3645449,3,,,1750838893.3645449,46667,1750838893.1032586,46637.0,1750838893.6250978,46696.0
473,sensor3,1750838893.940174,3,1750838893.9666348,46733.0,1750838893.940174,46731,1750838893.769716,46712.0,,
474,sensor3,1750838894.398776,2,,,1750838894.398776,46781,1750838894.151563,46754.0,,
475,sensor3,1750838895.0156343,3,1750838894.9750805,46846.0,1750838895.0156343,46850,,,1750838894.939564,46841.0
476,sensor3,1750838895.523941,3,,,1750838895.523941,46907,1750838895.6767955,46924.0,1750838895.8214614,46940.0
477,sensor3,1750838896.4683857,3,,,1750838896.4683857,47012,1750838896.675027,47035.0,1750838896.6043496,47027.0
478,sensor3,1750838897.971352,4,1750838897.9624598,47177.0,1750838897.971352,47179,1750838898.007472,47183.0,1750838897.9004347,47171.0
479,sensor3,1750838898.8357122,4,1750838898.76327,47267.0,1750838898.8357122,47275,1750838898.8622737,47277.0,1750838898.826715,47273.0
480,sensor3,1750838899.8347533,4,1750838899.8073645,47383.0,1750838899.8347533,47385,1750838899.879641,47391.0,1750838899.6548486,47365.0
481,sensor3,1750838900.8249755,4,1750838900.5652962,47467.0,1750838900.8249755,47496,1750838900.851861,47499.0,1750838900.9955251,47515.0
482,sensor3,1750838901.6710382,3,1750838901.4274893,47563.0,1750838901.6710382,47589,1750838901.6791718,47591.0,,
483,sensor3,1750838902.462823,4,1750838902.6065905,47693.0,1750838902.462823,47677,1750838902.471814,47679.0,1750838902.4262042,47673.0
484,sensor3,1750838903.2176614,3,,,1750838903.2176614,47761,1750838903.2632122,47767.0,1750838903.1516533,47754.0
485,sensor3,1750838904.3348098,4,1750838904.271829,47879.0,1750838904.3348098,47885,1750838904.379817,47891.0,1750838904.262264,47877.0
486,sensor3,1750838905.3243754,4,1750838905.3111625,47994.0,1750838905.3243754,47996,1750838905.3604,48000.0,1750838905.271955,47990.0
487,sensor3,1750838911.4705691,4,1750838911.42656,48673.0,1750838911.4705691,48679,1750838911.498258,48681.0,1750838911.399526,48671.0
488,sensor3,1750838912.272903,4,1750838912.2004406,48760.0,1750838912.272903,48768,1750838912.2539012,48765.0,1750838912.1825342,48757.0
489,sensor3,1750838913.0511637,4,1750838913.020157,48851.0,1750838913.0511637,48854,1750838913.086698,48858.0,1750838912.9746356,48846.0
490,sensor3,1750838913.84304,4,1750838913.8015332,48937.0,1750838913.84304,48942,1750838913.84304,48942.0,1750838913.7395127,48931.0
491,sensor3,1750838915.3237567,4,1750838915.2878034,49103.0,1750838915.3237567,49107,1750838915.3692093,49112.0,1750838915.2149138,49095.0
492,sensor3,1750838916.1070096,4,1750838916.070542,49189.0,1750838916.1070096,49193,1750838916.1151063,49195.0,1750838916.0075166,49183.0
493,sensor3,1750838916.9162405,4,1750838916.8627195,49277.0,1750838916.9162405,49284,1750838916.9402816,49286.0,1750838916.8268578,49274.0
494,sensor3,1750838917.7265787,4,1750838917.671605,49368.0,1750838917.7265787,49373,1750838917.7608802,49377.0,1750838917.6366005,49364.0
495,sensor3,1750838918.5274923,4,1750838918.4825375,49457.0,1750838918.5274923,49463,1750838918.5537655,49465.0,1750838918.4469385,49454.0
496,sensor3,1750838919.3552191,4,1750838919.2921069,49548.0,1750838919.3552191,49555,1750838919.38632,49558.0,1750838919.2746024,49545.0
497,sensor3,1750838920.19253,4,1750838920.1481123,49643.0,1750838920.19253,49648,1750838920.245685,49653.0,1750838920.1208885,49640.0
498,sensor3,1750838921.0755029,4,1750838921.0384982,49741.0,1750838921.0755029,49746,1750838921.0554943,49744.0,1750838920.9846458,49736.0
499,sensor3,1750838921.9431834,4,1750838921.9021945,49837.0,1750838921.9431834,49842,1750838921.9786668,49846.0,1750838921.847523,49832.0
500,sensor3,1750838923.3107157,4,1750838923.2526493,49988.0,1750838923.3107157,49994,1750838923.342232,49997.0,1750838923.2346635,49985.0
501,sensor3,1750838924.207696,4,1750838924.152104,50088.0,1750838924.207696,50093,1750838924.2156234,50095.0,1750838924.102927,50082.0
502,sensor3,1750838925.0396411,4,1750838924.971246,50179.0,1750838925.0396411,50186,1750838925.0340965,50185.0,1750838924.9620323,50177.0
503,sensor3,1750838925.8275676,4,1750838925.7904034,50269.0,1750838925.8275676,50273,1750838925.8346326,50275.0,1750838925.7537937,50265.0
504,sensor3,1750838926.6227684,3,,,1750838926.6227684,50362,1750838926.6227684,50362.0,1750838926.5501113,50354.0
505,sensor3,1750838927.4467204,4,1750838927.3929586,50448.0,1750838927.4467204,50453,1750838927.4828246,50457.0,1750838927.3386176,50442.0
506,sensor3,1750838928.320102,4,1750838928.274166,50545.0,1750838928.320102,50551,1750838928.350585,50554.0,1750838928.238167,50541.0
507,sensor3,1750838929.1475873,4,1750838929.10679,50638.0,1750838929.1475873,50643,1750838929.1374593,50641.0,1750838929.070655,50634.0
508,sensor3,1750838930.0385375,4,1750838929.984501,50736.0,1750838930.0385375,50742,1750838930.055535,50744.0,1750838929.9485018,50732.0
509,sensor3,1750838931.0541642,4,1750838931.0095465,50849.0,1750838931.0541642,50855,1750838931.0468242,50854.0,1750838930.9746788,50845.0
510,sensor3,1750838932.0360668,4,1750838931.999513,50960.0,1750838932.0360668,50964,1750838932.0720525,50968.0,1750838931.951322,50954.0
511,sensor3,1750838932.9544177,4,1750838932.9180703,51061.0,1750838932.9544177,51066,1750838932.9943075,51070.0,1750838932.8645213,51056.0
512,sensor3,1750838933.8719034,4,1750838933.8265276,51163.0,1750838933.8719034,51168,1750838933.8719034,51168.0,1750838933.7828107,51158.0
513,sensor3,1750838934.8439276,4,1750838934.7987933,51271.0,1750838934.8439276,51276,1750838934.8989837,51282.0,1750838934.7625272,51267.0
514,sensor3,1750838935.8021617,4,1750838935.7805195,51380.0,1750838935.8021617,51382,1750838935.8164914,51384.0,1750838935.7348027,51375.0
515,sensor3,1750838936.697702,4,1750838936.6626563,51478.0,1750838936.697702,51481,1750838936.7388084,51486.0,1750838936.571818,51468.0
516,sensor3,1750838937.607422,4,1750838937.566757,51578.0,1750838937.607422,51583,1750838937.6161754,51584.0,1750838937.5077386,51572.0
517,sensor3,1750838938.5150464,4,1750838938.480512,51680.0,1750838938.5150464,51684,1750838938.5790603,51691.0,1750838938.4443347,51676.0
518,sensor3,1750838939.3710392,4,1750838939.3304024,51774.0,1750838939.3710392,51779,1750838939.4165604,51784.0,1750838939.2939992,51770.0
519,sensor3,1750838940.2074182,4,1750838940.1914282,51869.0,1750838940.2074182,51872,1750838940.2664657,51878.0,1750838940.154491,51865.0
520,sensor3,1750838941.1444268,4,1750838941.0896218,51969.0,1750838941.1444268,51976,1750838941.166318,51978.0,1750838941.0634224,51967.0
521,sensor3,1750838942.0804307,4,1750838942.030439,52074.0,1750838942.0804307,52080,1750838942.107561,52083.0,1750838941.99865,52071.0
522,sensor3,1750838942.871809,4,1750838942.871809,52168.0,1750838942.871809,52168,1750838942.871809,52168.0,1750838942.8268185,52163.0
523,sensor3,1750838943.8438492,4,1750838943.7981648,52271.0,1750838943.8438492,52276,1750838943.8707497,52279.0,1750838943.77217,52268.0
524,sensor3,1750838944.8060155,3,,,1750838944.8060155,52383,1750838944.815997,52384.0,1750838944.7268894,52374.0
525,sensor3,1750838945.6982665,4,1750838945.6439977,52476.0,1750838945.6982665,52481,1750838945.7346156,52486.0,1750838945.5993114,52471.0
526,sensor3,1750838946.5257535,3,,,1750838946.5257535,52573,1750838946.534278,52575.0,1750838946.4548905,52565.0
527,sensor3,1750838947.4802015,3,,,1750838947.4802015,52680,1750838947.4618485,52677.0,1750838947.4078786,52672.0
528,sensor3,1750838948.9558036,4,1750838949.190578,52870.0,1750838948.9558036,52844,1750838949.230152,52874.0,1750838949.0904827,52859.0
529,sensor3,1750838949.9933412,3,,,1750838949.9933412,52959,1750838950.0185268,52961.0,1750838949.918702,52951.0
530,sensor3,1750838950.7466884,4,1750838950.719133,53040.0,1750838950.7466884,53043,1750838950.782689,53047.0,1750838950.6739683,53035.0
531,sensor3,1750838951.6561017,4,1750838951.606706,53138.0,1750838951.6561017,53144,1750838951.682576,53147.0,1750838951.5834465,53136.0
532,sensor3,1750838952.771845,4,1750838952.7174044,53261.0,1750838952.771845,53268,1750838952.771845,53268.0,1750838952.6819928,53258.0
533,sensor3,1750838953.5549202,3,,,1750838953.5549202,53355,1750838953.7443724,53376.0,1750838953.4018953,53337.0
534,sensor3,1750838954.6300197,3,1750838954.518944,53462.0,1750838954.6300197,53474,1750838954.662155,53477.0,,
535,sensor3,1750838955.606516,2,,,1750838955.606516,53583,1750838955.606516,53583.0,,
536,sensor3,1750838957.261853,4,1750838957.2270656,53763.0,1750838957.261853,53767,1750838957.2941124,53770.0,1750838957.0371284,53741.0
537,sensor3,1750838958.1187649,4,1750838958.081871,53857.0,1750838958.1187649,53862,1750838958.1346164,53864.0,1750838958.054784,53855.0
538,sensor3,1750838958.918326,4,1750838958.8198416,53940.0,1750838958.918326,53951,1750838958.927327,53952.0,1750838958.8457751,53943.0
539,sensor3,1750838959.6471734,4,1750838959.593793,54026.0,1750838959.6471734,54032,1750838959.669781,54034.0,1750838959.9179711,54062.0
540,sensor3,1750838960.3583488,4,1750838960.2954388,54104.0,1750838960.3583488,54111,1750838960.3505733,54110.0,1750838960.3134606,54105.0
541,sensor3,1750838961.2678075,4,1750838961.2217891,54207.0,1750838961.2678075,54212,1750838961.2576675,54211.0,1750838961.1864977,54203.0
542,sensor3,1750838962.230899,4,1750838962.2029002,54316.0,1750838962.230899,54319,1750838962.2667668,54323.0,1750838962.1537983,54310.0
543,sensor3,1750838969.1328695,4,1750838969.0708694,55079.0,1750838969.1328695,55085,1750838969.1518989,55088.0,1750838969.0300472,55074.0
544,sensor3,1750838970.0334542,4,1750838969.9702196,55179.0,1750838970.0334542,55185,1750838970.0414536,55187.0,1750838969.9258292,55174.0
545,sensor3,1750838970.9332843,4,1750838970.870457,55279.0,1750838970.9332843,55285,1750838970.9422965,55287.0,1750838970.833918,55275.0
546,sensor3,1750838971.8518834,4,1750838971.779128,55380.0,1750838971.8518834,55388,1750838971.8698702,55389.0,1750838971.7434103,55376.0
547,sensor3,1750838972.7416975,4,1750838972.697533,55481.0,1750838972.7416975,55487,1750838972.750681,55488.0,1750838972.6339388,55475.0
548,sensor3,1750838973.6379,4,1750838973.5803962,55580.0,1750838973.6379,55586,1750838973.669645,55590.0,1750838973.5431666,55576.0
549,sensor3,1750838975.0543756,4,1750838975.0093763,55739.0,1750838975.0543756,55744,1750838975.0543756,55744.0,1750838974.9748445,55735.0
550,sensor3,1750838975.982313,4,1750838975.901948,55838.0,1750838975.982313,55847,1750838975.9912608,55848.0,1750838976.2264893,55874.0
551,sensor3,1750838976.8733785,4,1750838976.6980088,55926.0,1750838976.8733785,55945,1750838976.8913648,55948.0,1750838976.7836046,55936.0
552,sensor3,1750838977.6379163,4,1750838977.610819,56028.0,1750838977.6379163,56031,1750838977.6479611,56032.0,1750838977.4853082,56013.0
553,sensor3,1750838978.4572325,3,1750838978.3941488,56115.0,1750838978.4572325,56121,1750838978.4653754,56123.0,,
554,sensor3,1750838979.249451,3,,,1750838979.249451,56210,1750838979.2675028,56212.0,1750838979.0057716,56183.0
555,sensor3,1750838980.1894317,4,1750838980.130053,56308.0,1750838980.1894317,56314,1750838980.150173,56310.0,1750838980.04982,56299.0
556,sensor3,1750838981.3006208,2,,,1750838981.3006208,56437,,,1750838981.3730965,56445.0
557,sensor3,1750838981.7058375,2,,,1750838981.7058375,56483,,,1750838981.8227828,56496.0
558,sensor3,1750838983.1098225,2,,,1750838983.1098225,56639,,,1750838983.136736,56641.0
559,sensor3,1750838985.1348245,4,1750838985.189823,56870.0,1750838985.1348245,56864,1750838985.337396,56886.0,1750838985.4222517,56896.0
560,sensor3,1750838986.3769765,4,1750838986.3499737,56999.0,1750838986.3769765,57001,1750838986.3769765,57001.0,1750838986.1779456,56980.0
561,sensor3,1750838987.745537,4,1750838987.9962182,57181.0,1750838987.745537,57154,1750838987.8619597,57167.0,1750838987.745537,57154.0
562,sensor3,1750838989.20234,4,1750838989.4543188,57344.0,1750838989.20234,57316,1750838989.2929494,57325.0,1750838989.1216156,57307.0
563,sensor3,1750838990.6328297,4,1750838990.4865398,57458.0,1750838990.6328297,57475,1750838990.6067226,57472.0,1750838990.5889,57469.0
564,sensor3,1750838991.5422962,4,1750838991.7855632,57603.0,1750838991.5422962,57576,1750838991.5422962,57576.0,1750838991.435515,57564.0
565,sensor3,1750838992.4341123,4,1750838992.424128,57673.0,1750838992.4341123,57675,1750838992.4651437,57678.0,1750838992.3216677,57662.0
566,sensor3,1750838993.361403,4,1750838993.333352,57775.0,1750838993.361403,57777,1750838993.398348,57781.0,1750838993.0823903,57747.0
567,sensor3,1750838994.2069538,4,1750838994.026576,57852.0,1750838994.2069538,57872,1750838994.2069538,57872.0,1750838993.9373891,57842.0
568,sensor3,1750838995.0522015,4,1750838994.837016,57941.0,1750838995.0522015,57965,1750838995.0926518,57970.0,1750838994.9614592,57956.0
569,sensor3,1750838995.8537946,3,,,1750838995.8537946,58055,1750838995.8628628,58056.0,1750838995.700601,58037.0
570,sensor3,1750838996.654787,4,1750838996.677276,58146.0,1750838996.654787,58144,1750838996.677276,58146.0,1750838996.4412067,58120.0
571,sensor3,1750838997.4650235,4,1750838997.7526426,58265.0,1750838997.4650235,58234,1750838997.212712,58205.0,1750838997.626779,58252.0
572,sensor3,1750838998.0493689,3,1750838997.7526426,58265.0,1750838998.0493689,58299,1750838998.2748635,58324.0,,
573,sensor3,1750838999.0844877,4,1750838998.8732097,58390.0,1750838999.0844877,58413,1750838999.088994,58414.0,1750838999.058226,58411.0
574,sensor3,1750838999.8762343,3,1750838999.850222,58499.0,1750838999.8762343,58501,1750838999.9122522,58505.0,,
575,sensor3,1750839000.6419954,3,1750839000.3804295,58557.0,1750839000.6419954,58587,1750839000.7130988,58595.0,,
576,sensor3,1750839001.4791484,3,1750839001.5859933,58692.0,1750839001.4791484,58680,1750839001.4691484,58679.0,,
577,sensor3,1750839002.577252,4,1750839002.7029767,58816.0,1750839002.577252,58802,1750839002.8374825,58831.0,1750839002.8650613,58833.0
578,sensor3,1750839003.710952,3,1750839003.926053,58952.0,1750839003.710952,58928,1750839003.697453,58926.0,,
579,sensor3,1750839004.421611,4,1750839004.2864692,58992.0,1750839004.421611,59007,1750839004.4125168,59005.0,1750839004.2139354,58984.0
580,sensor3,1750839005.141987,4,1750839005.1144052,59084.0,1750839005.141987,59087,1750839005.150166,59088.0,1750839005.384195,59113.0
581,sensor3,1750839006.1943076,2,,,1750839006.1943076,59204,,,1750839006.3207986,59217.0
582,sensor3,1750839007.3007298,4,1750839007.2567198,59322.0,1750839007.3007298,59327,1750839007.3007298,59327.0,1750839007.220145,59317.0
583,sensor3,1750839008.120572,4,1750839008.0665565,59412.0,1750839008.120572,59417,1750839008.1250682,59418.0,1750839008.030529,59408.0
584,sensor3,1750839008.8948529,3,,,1750839008.8948529,59504,1750839008.876064,59501.0,1750839008.804376,59493.0
585,sensor3,1750839009.6369472,4,1750839009.5653875,59578.0,1750839009.6369472,59586,1750839009.6060812,59583.0,1750839009.5427463,59576.0
586,sensor3,1750839010.4288807,4,1750839010.3881383,59669.0,1750839010.4288807,59674,1750839010.424378,59673.0,1750839010.3526592,59665.0
587,sensor3,1750839011.364973,4,1750839011.2976236,59771.0,1750839011.364973,59778,1750839011.3694682,59779.0,1750839011.256591,59766.0
588,sensor3,1750839012.2293758,4,1750839012.1698575,59868.0,1750839012.2293758,59874,1750839012.1618042,59867.0,1750839012.1340845,59864.0
589,sensor3,1750839013.0568645,4,1750839012.998479,59960.0,1750839013.0568645,59966,1750839013.0568645,59966.0,1750839012.953744,59955.0
590,sensor3,1750839013.956486,4,1750839013.8890097,60059.0,1750839013.956486,60066,1750839013.9524915,60065.0,1750839013.8537066,60055.0
591,sensor3,1750839014.9066737,4,1750839014.8526757,60165.0,1750839014.9066737,60172,1750839014.9236894,60173.0,1750839014.821384,60162.0
592,sensor3,1750839015.7877142,4,1750839015.7368932,60264.0,1750839015.7877142,60269,1750839015.796697,60271.0,1750839015.6894128,60259.0
593,sensor3,1750839016.6927214,4,1750839016.6271925,60363.0,1750839016.6927214,60370,1750839016.6966755,60371.0,1750839016.599194,60360.0
594,sensor3,1750839017.624493,4,1750839017.570567,60468.0,1750839017.624493,60473,1750839017.6284633,60474.0,1750839017.5514283,60465.0
595,sensor3,1750839018.569722,4,1750839018.5248723,60573.0,1750839018.569722,60579,1750839018.605893,60583.0,1750839018.4925056,60570.0
596,sensor3,1750839019.5330112,4,1750839019.4789774,60680.0,1750839019.5330112,60686,1750839019.5504816,60688.0,1750839019.4420767,60676.0
597,sensor3,1750839020.4052997,4,1750839020.3783126,60780.0,1750839020.4052997,60783,1750839020.4326894,60785.0,1750839020.3326895,60775.0
598,sensor3,1750839021.3141134,4,1750839021.2601275,60877.0,1750839021.3141134,60884,1750839021.3331914,60885.0,1750839021.233607,60875.0
599,sensor3,1750839022.2327256,4,1750839022.1696346,60979.0,1750839022.2327256,60985,1750839022.2327256,60985.0,1750839022.1429858,60976.0
600,sensor3,1750839023.2036324,4,1750839023.1370487,61086.0,1750839023.2036324,61093,1750839023.204618,61094.0,1750839023.1049526,61083.0
601,sensor3,1750839024.0860145,4,1750839024.03651,61186.0,1750839024.0860145,61192,1750839024.0735002,61190.0,1750839024.00041,61182.0
602,sensor3,1750839024.94164,4,1750839024.6532094,61255.0,1750839024.94164,61287,1750839024.9725933,61290.0,1750839024.8647215,61278.0
603,sensor3,1750839025.9407723,4,1750839025.8855174,61392.0,1750839025.9407723,61397,1750839025.92135,61396.0,1750839025.8408506,61387.0
604,sensor3,1750839026.894701,4,1750839026.849373,61499.0,1750839026.894701,61504,1750839026.8843822,61503.0,1750839026.8084686,61494.0
605,sensor3,1750839027.7845504,4,1750839027.7445323,61598.0,1750839027.7845504,61603,1750839027.7845504,61603.0,1750839027.686219,61592.0
606,sensor3,1750839028.6850078,4,1750839028.6402187,61697.0,1750839028.6850078,61703,1750839028.6850078,61703.0,1750839028.603932,61693.0
607,sensor3,1750839029.657247,4,1750839029.6166224,61806.0,1750839029.657247,61811,1750839029.6662576,61812.0,1750839029.5806332,61802.0
608,sensor3,1750839030.6566117,4,1750839030.6196086,61917.0,1750839030.6566117,61921,1750839030.6732016,61924.0,1750839030.583598,61913.0
609,sensor3,1750839031.5649726,4,1750839031.519943,62017.0,1750839031.5649726,62023,1750839031.5913243,62025.0,1750839031.4653747,62012.0
610,sensor3,1750839032.491696,4,1750839032.428118,62119.0,1750839032.491696,62125,1750839032.491696,62125.0,1750839032.4021285,62116.0
611,sensor3,1750839033.46539,4,1750839033.3925903,62225.0,1750839033.46539,62234,1750839033.46539,62234.0,1750839033.3570724,62222.0
612,sensor3,1750839034.4181285,4,1750839034.3645985,62333.0,1750839034.4181285,62340,1750839034.4361124,62341.0,1750839034.3284907,62330.0
613,sensor3,1750839035.2995791,4,1750839035.245327,62432.0,1750839035.2995791,62437,1750839035.3045802,62438.0,1750839035.2093334,62428.0
614,sensor3,1750839036.2357185,4,1750839036.1645863,62534.0,1750839036.2357185,62541,1750839036.2177043,62540.0,1750839036.1322937,62530.0
