heartbeat_id,window_id,sensor_pair,sensor_names,ptt_ms,sensor3_time_s,sensor4_time_s,window_start_s,window_end_s,reference_sensor,reference_mean_ibi_ms,sensor5_time_s
13,5,sensor3-sensor4,finger→wrist,44.99768513475999,33.091297648102156,33.136295333236916,24.97371524979154,44.97068652367868,sensor3,617.1940554612825,
14,5,sensor3-sensor4,finger→wrist,53.99722216171199,33.73026477701575,33.78426199917746,24.97371524979154,44.97068652367868,sensor3,617.1940554612825,
15,5,sensor3-sensor4,finger→wrist,62.99675918866399,34.33323375782152,34.39623051701018,24.97371524979154,44.97068652367868,sensor3,617.1940554612825,
16,5,sensor3-sensor4,finger→wrist,53.99722216171199,34.92720320160035,34.98120042376206,24.97371524979154,44.97068652367868,sensor3,617.1940554612825,
17,5,sensor3-sensor4,finger→wrist,26.998611080855994,35.566170330513934,35.59316894159479,24.97371524979154,44.97068652367868,sensor3,617.1940554612825,
18,5,sensor3-sensor4,finger→wrist,44.99768513475999,36.30413236672399,36.34913005185875,24.97371524979154,44.97068652367868,sensor3,617.1940554612825,
19,5,sensor3-sensor4,finger→wrist,35.99814810780799,36.97009810671843,37.00609625482624,24.97371524979154,44.97068652367868,sensor3,617.1940554612825,
20,5,sensor3-sensor4,finger→wrist,35.99814810780799,37.609065235632016,37.645063383739824,24.97371524979154,44.97068652367868,sensor3,617.1940554612825,
21,5,sensor3-sensor4,finger→wrist,44.99768513475999,38.23903282751865,38.28403051265341,24.97371524979154,44.97068652367868,sensor3,617.1940554612825,
22,5,sensor3-sensor4,finger→wrist,26.998611080855994,38.89599903048614,38.922997641566994,24.97371524979154,44.97068652367868,sensor3,617.1940554612825,
23,5,sensor3-sensor4,finger→wrist,17.999074053903996,39.51696708534582,39.53496615939972,24.97371524979154,44.97068652367868,sensor3,617.1940554612825,
24,5,sensor3-sensor4,finger→wrist,35.99814810780799,40.119936066151595,40.1559342142594,24.97371524979154,44.97068652367868,sensor3,617.1940554612825,
25,5,sensor3-sensor4,finger→wrist,53.99722216171199,40.79490134317299,40.8488985653347,24.97371524979154,44.97068652367868,sensor3,617.1940554612825,
26,5,sensor3-sensor4,finger→wrist,17.999074053903996,41.442868009113525,41.46086708316743,24.97371524979154,44.97068652367868,sensor3,617.1940554612825,
27,5,sensor3-sensor4,finger→wrist,35.99814810780799,42.06383606397321,42.09983421208102,24.97371524979154,44.97068652367868,sensor3,617.1940554612825,
28,5,sensor3-sensor4,finger→wrist,35.99814810780799,42.729801803967646,42.765799952075454,24.97371524979154,44.97068652367868,sensor3,617.1940554612825,
29,5,sensor3-sensor4,finger→wrist,17.999074053903996,43.395767543962094,43.413766618016,24.97371524979154,44.97068652367868,sensor3,617.1940554612825,
30,5,sensor3-sensor4,finger→wrist,17.999074053903996,44.02573513584872,44.043734209902624,24.97371524979154,44.97068652367868,sensor3,617.1940554612825,
31,5,sensor3-sensor4,finger→wrist,26.998611080855994,44.70070041287012,44.727699023950976,24.97371524979154,44.97068652367868,sensor3,617.1940554612825,
32,6,sensor3-sensor4,finger→wrist,89.99537026951998,30.64342357677124,30.73341894704076,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
33,6,sensor3-sensor4,finger→wrist,35.99814810780799,31.30038977973873,31.336387927846538,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
34,6,sensor3-sensor4,finger→wrist,53.997222161708436,31.867360612436702,31.92135783459841,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
35,6,sensor3-sensor4,finger→wrist,35.99814810780799,32.46133005621552,32.49732820432333,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
36,6,sensor3-sensor4,finger→wrist,44.99768513475999,33.091297648102156,33.136295333236916,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
37,6,sensor3-sensor4,finger→wrist,53.99722216171199,33.73026477701575,33.78426199917746,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
38,6,sensor3-sensor4,finger→wrist,62.99675918866399,34.333233757821525,34.39623051701019,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
39,6,sensor3-sensor4,finger→wrist,53.99722216171199,34.92720320160035,34.98120042376206,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
40,6,sensor3-sensor4,finger→wrist,26.998611080855994,35.566170330513934,35.59316894159479,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
41,6,sensor3-sensor4,finger→wrist,44.99768513475999,36.30413236672399,36.34913005185875,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
42,6,sensor3-sensor4,finger→wrist,35.99814810780799,36.97009810671843,37.00609625482624,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
43,6,sensor3-sensor4,finger→wrist,35.99814810780799,37.609065235632016,37.645063383739824,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
44,6,sensor3-sensor4,finger→wrist,44.99768513475999,38.23903282751865,38.28403051265341,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
45,6,sensor3-sensor4,finger→wrist,26.998611080855994,38.89599903048614,38.922997641566994,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
46,6,sensor3-sensor4,finger→wrist,17.999074053903996,39.51696708534582,39.53496615939972,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
47,6,sensor3-sensor4,finger→wrist,35.99814810780799,40.119936066151595,40.1559342142594,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
48,6,sensor3-sensor4,finger→wrist,53.99722216171199,40.794901343172995,40.84889856533471,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
49,6,sensor3-sensor4,finger→wrist,17.999074053903996,41.442868009113525,41.46086708316743,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
50,6,sensor3-sensor4,finger→wrist,35.99814810780799,42.06383606397321,42.09983421208102,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
51,6,sensor3-sensor4,finger→wrist,35.99814810780799,42.72980180396765,42.76579995207546,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
52,6,sensor3-sensor4,finger→wrist,17.999074053903996,43.395767543962094,43.413766618016,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
53,6,sensor3-sensor4,finger→wrist,17.999074053903996,44.03473467287568,44.05273374692958,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
54,6,sensor3-sensor4,finger→wrist,35.99814810780799,44.69170087584317,44.727699023950976,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
55,6,sensor3-sensor4,finger→wrist,44.99768513475999,45.339667541783705,45.384665226918464,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
56,6,sensor3-sensor4,finger→wrist,35.99814810780799,45.960635596643385,45.99663374475119,29.968458299749848,49.96542957363698,sensor3,642.3807464065671,
