heartbeat_id,window_id,reference_sensor,window_start_s,window_end_s,sensor3_peak_time_s,sensor3_peak_idx,sensor4_peak_time_s,sensor4_peak_idx,sensor5_peak_time_s,sensor5_peak_idx
60,6,sensor3,29.968458299749848,49.96542957363698,48.6334980936481,5404.0,48.660496704728956,5407,,
61,6,sensor3,29.968458299749848,49.96542957363698,49.27246522256169,5475.0,49.31746290769645,5480,,
62,7,sensor3,34.96320134970816,54.96017262359529,35.566170330513934,3952.0,35.60216847862174,3956,,
63,7,sensor3,34.96320134970816,54.96017262359529,36.29513282969704,4033.0,36.34913005185875,4039,,
64,7,sensor3,34.96320134970816,54.96017262359529,36.97009810671843,4108.0,37.00609625482624,4112,,
65,7,sensor3,34.96320134970816,54.96017262359529,37.609065235632016,4179.0,37.645063383739824,4183,,
66,7,sensor3,34.96320134970816,54.96017262359529,38.23903282751865,4249.0,38.28403051265341,4254,,
67,7,sensor3,34.96320134970816,54.96017262359529,38.89599903048614,4322.0,38.922997641566994,4325,,
68,7,sensor3,34.96320134970816,54.96017262359529,39.516967085345826,4391.0,39.53496615939973,4393,,
69,7,sensor3,34.96320134970816,54.96017262359529,40.1199360661516,4458.0,40.15593421425941,4462,,
70,7,sensor3,34.96320134970816,54.96017262359529,40.794901343172995,4533.0,40.84889856533471,4539,,
71,7,sensor3,34.96320134970816,54.96017262359529,41.44286800911353,4605.0,41.460867083167436,4607,,
72,7,sensor3,34.96320134970816,54.96017262359529,42.06383606397321,4674.0,42.09983421208102,4678,,
73,7,sensor3,34.96320134970816,54.96017262359529,42.72980180396765,4748.0,42.76579995207546,4752,,
74,7,sensor3,34.96320134970816,54.96017262359529,43.395767543962094,4822.0,43.413766618016,4824,,
75,7,sensor3,34.96320134970816,54.96017262359529,44.03473467287568,4893.0,44.05273374692958,4895,,
76,7,sensor3,34.96320134970816,54.96017262359529,44.69170087584317,4966.0,44.727699023950976,4970,,
77,7,sensor3,34.96320134970816,54.96017262359529,45.339667541783705,5038.0,45.384665226918464,5043,,
78,7,sensor3,34.96320134970816,54.96017262359529,45.960635596643385,5107.0,45.99663374475119,5111,,
79,7,sensor3,34.96320134970816,54.96017262359529,46.57260411447612,5175.0,46.60860226258392,5179,,
80,7,sensor3,34.96320134970816,54.96017262359529,47.2295703174436,5248.0,47.27456800257836,5253,,
81,7,sensor3,34.96320134970816,54.96017262359529,47.96753235365367,5330.0,48.00353050176147,5334,,
82,7,sensor3,34.96320134970816,54.96017262359529,48.6334980936481,5404.0,48.660496704728956,5407,,
83,7,sensor3,34.96320134970816,54.96017262359529,49.26346568553474,5474.0,49.3084633706695,5479,,
84,7,sensor3,34.96320134970816,54.96017262359529,49.929431425529174,5548.0,49.96542957363698,5552,,
85,7,sensor3,34.96320134970816,54.96017262359529,50.604396702550574,5623.0,50.63139531363143,5626,,
86,7,sensor3,34.96320134970816,54.96017262359529,51.2343642944372,5693.0,51.28836151659891,5699,,
87,7,sensor3,34.96320134970816,54.96017262359529,51.85533234929689,5762.0,51.90033003443165,5767,,
88,7,sensor3,34.96320134970816,54.96017262359529,52.49429947821047,5833.0,52.53029762631828,5837,,
89,7,sensor3,34.96320134970816,54.96017262359529,53.20526290333967,5912.0,53.25026058847443,5917,,
90,7,sensor3,34.96320134970816,54.96017262359529,53.88922771738802,5988.0,53.94322493954973,5994,,
91,7,sensor3,34.96320134970816,54.96017262359529,54.56419299440941,6063.0,54.61819021657112,6069,,
92,8,sensor3,39.95794439966647,59.9549156735536,40.80390088019995,4534.0,40.84889856533471,4539,40.77690226911909,4531.0
93,8,sensor3,39.95794439966647,59.9549156735536,41.44286800911353,4605.0,41.460867083167436,4607,41.370871712897916,4597.0
94,8,sensor3,39.95794439966647,59.9549156735536,42.06383606397321,4674.0,42.09983421208102,4678,41.982840230730645,4665.0
95,8,sensor3,39.95794439966647,59.9549156735536,42.72980180396765,4748.0,42.76579995207546,4752,42.71180272991375,4746.0
96,8,sensor3,39.95794439966647,59.9549156735536,43.395767543962094,4822.0,43.413766618016,4824,43.305772173692574,4812.0
97,8,sensor3,39.95794439966647,59.9549156735536,44.03473467287568,4893.0,44.05273374692958,4895,43.96273837666006,4885.0
98,8,sensor3,39.95794439966647,59.9549156735536,44.69170087584317,4966.0,44.727699023950976,4970,44.637703653681456,4960.0
99,8,sensor3,39.95794439966647,59.9549156735536,45.339667541783705,5038.0,45.384665226918464,5043,45.249672171514185,5028.0
100,8,sensor3,39.95794439966647,59.9549156735536,45.960635596643385,5107.0,45.99663374475119,5111,45.90663837448167,5101.0
101,8,sensor3,39.95794439966647,59.9549156735536,46.57260411447612,5175.0,46.60860226258393,5179,46.53660596636831,5171.0
102,8,sensor3,39.95794439966647,59.9549156735536,47.22957031744361,5248.0,47.27456800257836,5253,47.157574021227994,5240.0
103,8,sensor3,39.95794439966647,59.9549156735536,47.96753235365367,5330.0,48.003530501761475,5334,47.913535131491955,5324.0
104,8,sensor3,39.95794439966647,59.9549156735536,48.6334980936481,5404.0,48.660496704728956,5407,48.57050133445944,5397.0
105,8,sensor3,39.95794439966647,59.9549156735536,49.26346568553474,5474.0,49.3084633706695,5479,49.21846800039998,5469.0
106,8,sensor3,39.95794439966647,59.9549156735536,49.92943142552918,5548.0,49.96542957363699,5552,49.88443374039442,5543.0
107,8,sensor3,39.95794439966647,59.9549156735536,50.604396702550574,5623.0,50.63139531363143,5626,50.55039948038886,5617.0
108,8,sensor3,39.95794439966647,59.9549156735536,51.234364294437206,5693.0,51.28836151659892,5699,51.2163652203833,5691.0
109,8,sensor3,39.95794439966647,59.9549156735536,51.85533234929689,5762.0,51.90033003443165,5767,51.74733790497346,5750.0
110,8,sensor3,39.95794439966647,59.9549156735536,52.49429947821047,5833.0,52.53029762631828,5837,52.458301330102664,5829.0
111,8,sensor3,39.95794439966647,59.9549156735536,53.20526290333967,5912.0,53.25026058847443,5917,53.15126568117796,5906.0
112,8,sensor3,39.95794439966647,59.9549156735536,53.89822725441497,5989.0,53.94322493954973,5994,53.82623095819935,5981.0
113,8,sensor3,39.95794439966647,59.9549156735536,54.56419299440941,6063.0,54.60919067954417,6068,54.492196698193794,6055.0
114,8,sensor3,39.95794439966647,59.9549156735536,55.2211591973769,6136.0,55.26615688251166,6141,55.16716197521519,6130.0
115,8,sensor3,39.95794439966647,59.9549156735536,55.9321226225061,6215.0,55.98611984466781,6221,55.89612447439829,6211.0
116,8,sensor3,39.95794439966647,59.9549156735536,56.67908419574311,6298.0,56.715082343850916,6302,56.616087436554444,6291.0
117,8,sensor3,39.95794439966647,59.9549156735536,57.3540494727645,6373.0,57.417046231953165,6380,57.3540494727645,6373.0
118,8,sensor3,39.95794439966647,59.9549156735536,58.02001521275894,6447.0,58.0650128978937,6452,57.96601799059723,6441.0
119,8,sensor3,39.95794439966647,59.9549156735536,58.70398002680729,6523.0,58.739978174915095,6527,58.62298419356472,6514.0
120,8,sensor3,39.95794439966647,59.9549156735536,59.405943914909535,6601.0,59.450941600044295,6606,59.36994576680173,6597.0
121,9,sensor3,44.952687449624776,64.94965872351192,45.33066800475675,5037.0,45.36666615286456,5041,,
122,9,sensor3,44.952687449624776,64.94965872351192,45.96063559664339,5107.0,45.99663374475119,5111,,
123,9,sensor3,44.952687449624776,64.94965872351192,46.57260411447612,5175.0,46.60860226258393,5179,,
124,9,sensor3,44.952687449624776,64.94965872351192,47.22957031744361,5248.0,47.27456800257837,5253,,
125,9,sensor3,44.952687449624776,64.94965872351192,47.96753235365367,5330.0,48.003530501761475,5334,,
126,9,sensor3,44.952687449624776,64.94965872351192,48.624498556621155,5403.0,48.66049670472896,5407,,
127,9,sensor3,44.952687449624776,64.94965872351192,49.26346568553474,5474.0,49.3084633706695,5479,,
128,9,sensor3,44.952687449624776,64.94965872351192,49.92943142552918,5548.0,49.96542957363699,5552,,
129,9,sensor3,44.952687449624776,64.94965872351192,50.604396702550574,5623.0,50.63139531363143,5626,,
130,9,sensor3,44.952687449624776,64.94965872351192,51.234364294437206,5693.0,51.28836151659892,5699,,
131,9,sensor3,44.952687449624776,64.94965872351192,51.85533234929689,5762.0,51.90033003443165,5767,,
132,9,sensor3,44.952687449624776,64.94965872351192,52.49429947821047,5833.0,52.53029762631828,5837,,
133,9,sensor3,44.952687449624776,64.94965872351192,53.20526290333967,5912.0,53.25026058847443,5917,,
134,9,sensor3,44.952687449624776,64.94965872351192,53.89822725441497,5989.0,53.94322493954973,5994,,
135,9,sensor3,44.952687449624776,64.94965872351192,54.56419299440941,6063.0,54.60919067954417,6068,,
136,9,sensor3,44.952687449624776,64.94965872351192,55.2211591973769,6136.0,55.26615688251166,6141,,
137,9,sensor3,44.952687449624776,64.94965872351192,55.9321226225061,6215.0,55.98611984466781,6221,,
138,9,sensor3,44.952687449624776,64.94965872351192,56.67908419574311,6298.0,56.715082343850916,6302,,
139,9,sensor3,44.952687449624776,64.94965872351192,57.3540494727645,6373.0,57.417046231953165,6380,,
140,9,sensor3,44.952687449624776,64.94965872351192,58.02001521275894,6447.0,58.0650128978937,6452,,
141,9,sensor3,44.952687449624776,64.94965872351192,58.70398002680729,6523.0,58.739978174915095,6527,,
142,9,sensor3,44.952687449624776,64.94965872351192,59.405943914909535,6601.0,59.44194206301734,6605,,
143,9,sensor3,44.952687449624776,64.94965872351192,60.08990872895788,6677.0,60.13490641409264,6682,,
144,9,sensor3,44.952687449624776,64.94965872351192,60.746874931925376,6750.0,60.80087215408708,6756,,
145,9,sensor3,44.952687449624776,64.94965872351192,61.394841597865906,6822.0,61.439839283000666,6827,,
146,9,sensor3,44.952687449624776,64.94965872351192,62.09680548596816,6900.0,62.14180317110292,6905,,
147,9,sensor3,44.952687449624776,64.94965872351192,62.75377168893564,6973.0,62.7807703000165,6976,,
148,9,sensor3,44.952687449624776,64.94965872351192,63.40173835487619,7045.0,63.44673604001095,7050,,
149,9,sensor3,44.952687449624776,64.94965872351192,64.05870455784367,7118.0,64.11270178000538,7124,,
150,10,sensor3,49.94743049958308,69.94440177347022,50.60439670255057,5623.0,50.640394850658375,5627,,
151,10,sensor3,49.94743049958308,69.94440177347022,51.2343642944372,5693.0,51.27936197957196,5698,,
152,10,sensor3,49.94743049958308,69.94440177347022,51.85533234929688,5762.0,51.90033003443164,5767,,
153,10,sensor3,49.94743049958308,69.94440177347022,52.494299478210465,5833.0,52.53029762631827,5837,,
154,10,sensor3,49.94743049958308,69.94440177347022,53.205262903339666,5912.0,53.250260588474426,5917,,
155,10,sensor3,49.94743049958308,69.94440177347022,53.89822725441496,5989.0,53.94322493954972,5994,,
156,10,sensor3,49.94743049958308,69.94440177347022,54.5641929944094,6063.0,54.60919067954416,6068,,
157,10,sensor3,49.94743049958308,69.94440177347022,55.22115919737689,6136.0,55.26615688251165,6141,,
158,10,sensor3,49.94743049958308,69.94440177347022,55.93212262250609,6215.0,55.986119844667805,6221,,
159,10,sensor3,49.94743049958308,69.94440177347022,56.6790841957431,6298.0,56.71508234385091,6302,,
160,10,sensor3,49.94743049958308,69.94440177347022,57.354049472764494,6373.0,57.41704623195316,6380,,
161,10,sensor3,49.94743049958308,69.94440177347022,58.020015212758935,6447.0,58.065012897893695,6452,,
162,10,sensor3,49.94743049958308,69.94440177347022,58.70398002680729,6523.0,58.739978174915095,6527,,
163,10,sensor3,49.94743049958308,69.94440177347022,59.40594391490953,6601.0,59.441942063017336,6605,,
164,10,sensor3,49.94743049958308,69.94440177347022,60.08990872895788,6677.0,60.13490641409264,6682,,
165,10,sensor3,49.94743049958308,69.94440177347022,60.74687493192536,6750.0,60.800872154087074,6756,,
166,10,sensor3,49.94743049958308,69.94440177347022,61.394841597865906,6822.0,61.439839283000666,6827,,
167,10,sensor3,49.94743049958308,69.94440177347022,62.09680548596815,6900.0,62.14180317110291,6905,,
168,10,sensor3,49.94743049958308,69.94440177347022,62.75377168893564,6973.0,62.7807703000165,6976,,
169,10,sensor3,49.94743049958308,69.94440177347022,63.39273881784923,7044.0,63.43773650298399,7049,,
170,10,sensor3,49.94743049958308,69.94440177347022,64.06770409487062,7119.0,64.12170131703233,7125,,
171,10,sensor3,49.94743049958308,69.94440177347022,64.79666659405372,7200.0,64.83266474216153,7204,,
172,10,sensor3,49.94743049958308,69.94440177347022,65.46263233404817,7274.0,65.51662955620988,7280,,
173,10,sensor3,49.94743049958308,69.94440177347022,66.15559668512347,7351.0,66.19159483323126,7355,,
174,10,sensor3,49.94743049958308,69.94440177347022,66.87555964727962,7431.0,66.92055733241438,7436,,
175,10,sensor3,49.94743049958308,69.94440177347022,67.59552260943576,7511.0,67.65851936862443,7518,,
176,10,sensor3,49.94743049958308,69.94440177347022,68.2254902013224,7581.0,68.37848233078059,7598,,
177,10,sensor3,49.94743049958308,69.94440177347022,68.9904508486133,7666.0,69.03544853374807,7671,,
178,16,sensor3,79.91588879933293,99.91286007322006,80.62685222446213,8959.0,80.64485129851603,8961,80.56385546527348,8952.0
179,16,sensor3,79.91588879933293,99.91286007322006,81.35581472364524,9040.0,81.39181287175305,9044,81.31981657553743,9036.0
180,16,sensor3,79.91588879933293,99.91286007322006,82.06677814877443,9119.0,82.10277629688224,9123,82.01278092661272,9113.0
181,16,sensor3,79.91588879933293,99.91286007322006,82.76874203687669,9197.0,82.79574064795754,9200,82.68774620363412,9188.0
182,16,sensor3,79.91588879933293,99.91286007322006,83.47970546200588,9276.0,83.51570361011369,9280,83.44370731389807,9272.0
183,16,sensor3,79.91588879933293,99.91286007322006,84.19966842416204,9356.0,84.19966842416204,9356,84.13667166497338,9349.0
184,16,sensor3,79.91588879933293,99.91286007322006,84.88363323821038,9432.0,84.92863092334514,9437,84.86563416415648,9430.0
185,16,sensor3,79.91588879933293,99.91286007322006,85.6845920336091,9521.0,85.71159064468996,9524,85.6305948114474,9515.0
186,16,sensor3,79.91588879933293,99.91286007322006,86.44955268090001,9606.0,86.49455036603477,9611,86.3955554587383,9600.0
187,16,sensor3,79.91588879933293,99.91286007322006,87.18751471711008,9688.0,87.22351286521788,9692,87.16051610602922,9685.0
188,16,sensor3,79.91588879933293,99.91286007322006,87.98847351250879,9777.0,88.0424707346705,9783,87.97947397548184,9776.0
189,16,sensor3,79.91588879933293,99.91286007322006,88.79843184493447,9867.0,88.82543045601533,9870,88.75343415979971,9862.0
190,16,sensor3,79.91588879933293,99.91286007322006,89.51839480709062,9947.0,89.57239202925233,9953,89.49139619600976,9944.0
191,16,sensor3,79.91588879933293,99.91286007322006,90.32835313951628,10037.0,90.35535175059715,10040,90.28335545438154,10032.0
192,16,sensor3,79.91588879933293,99.91286007322006,91.12031239788806,10125.0,91.16531008302282,10130,91.0573156386994,10118.0
193,16,sensor3,79.91588879933293,99.91286007322006,91.85827443409812,10207.0,91.90327211923287,10212,91.83127582301725,10204.0
194,16,sensor3,79.91588879933293,99.91286007322006,92.61423554436207,10291.0,92.64123415544293,10294,92.55123878517341,10284.0
195,16,sensor3,79.91588879933293,99.91286007322006,93.39719526570688,10378.0,93.41519433976079,10380,93.33419850651822,10371.0
196,16,sensor3,79.91588879933293,99.91286007322006,94.09915915380914,10456.0,94.13515730191695,10460,94.06316100570133,10452.0
197,16,sensor3,79.91588879933293,99.91286007322006,94.84612072704614,10539.0,94.873119338127,10542,94.79212350488443,10533.0
198,16,sensor3,79.91588879933293,99.91286007322006,95.60208183731011,10623.0,95.63807998541792,10627,95.5660836892023,10619.0
199,16,sensor3,79.91588879933293,99.91286007322006,96.3310443364932,10704.0,96.34904341054711,10706,96.28604665135845,10699.0
200,16,sensor3,79.91588879933293,99.91286007322006,97.03300822459546,10782.0,97.08700544675717,10788,96.9880105394607,10777.0
201,16,sensor3,79.91588879933293,99.91286007322006,97.80696840891332,10868.0,97.85196609404808,10873,97.75297118675161,10862.0
202,16,sensor3,79.91588879933293,99.91286007322006,98.53593090809643,10949.0,98.58092859323119,10954,98.45493507485386,10940.0
203,16,sensor3,79.91588879933293,99.91286007322006,99.26489340727953,11030.0,99.30089155538734,11034,99.20189664809087,11023.0
204,17,sensor3,84.91063184929124,104.90760312317838,85.68459203360909,9521.0,85.71159064468995,9524,,
205,17,sensor3,84.91063184929124,104.90760312317838,86.44955268090001,9606.0,86.49455036603477,9611,,
206,17,sensor3,84.91063184929124,104.90760312317838,87.18751471711006,9688.0,87.23251240224482,9693,,
207,17,sensor3,84.91063184929124,104.90760312317838,87.98847351250879,9777.0,88.0424707346705,9783,,
208,17,sensor3,84.91063184929124,104.90760312317838,88.79843184493446,9867.0,88.82543045601531,9870,,
209,17,sensor3,84.91063184929124,104.90760312317838,89.51839480709062,9947.0,89.57239202925233,9953,,
210,17,sensor3,84.91063184929124,104.90760312317838,90.32835313951628,10037.0,90.35535175059714,10040,,
211,17,sensor3,84.91063184929124,104.90760312317838,91.12031239788806,10125.0,91.1653100830228,10130,,
212,17,sensor3,84.91063184929124,104.90760312317838,91.8582744340981,10207.0,91.90327211923287,10212,,
213,17,sensor3,84.91063184929124,104.90760312317838,92.61423554436206,10291.0,92.64123415544292,10294,,
214,17,sensor3,84.91063184929124,104.90760312317838,93.39719526570688,10378.0,93.41519433976079,10380,,
215,17,sensor3,84.91063184929124,104.90760312317838,94.09915915380913,10456.0,94.13515730191693,10460,,
216,17,sensor3,84.91063184929124,104.90760312317838,94.84612072704614,10539.0,94.873119338127,10542,,
217,17,sensor3,84.91063184929124,104.90760312317838,95.6020818373101,10623.0,95.6380799854179,10627,,
218,17,sensor3,84.91063184929124,104.90760312317838,96.3310443364932,10704.0,96.34904341054711,10706,,
219,17,sensor3,84.91063184929124,104.90760312317838,97.0240086875685,10781.0,97.08700544675716,10788,,
220,17,sensor3,84.91063184929124,104.90760312317838,97.80696840891332,10868.0,97.85196609404808,10873,,
221,17,sensor3,84.91063184929124,104.90760312317838,98.54493044512337,10950.0,98.58992813025813,10955,,
222,17,sensor3,84.91063184929124,104.90760312317838,99.25589387025258,11029.0,99.30089155538734,11034,,
223,17,sensor3,84.91063184929124,104.90760312317838,100.03885359159739,11116.0,100.0748517397052,11120,,
224,17,sensor3,84.91063184929124,104.90760312317838,100.7858151648344,11199.0,100.82181331294221,11203,,
225,17,sensor3,84.91063184929124,104.90760312317838,101.52377720104445,11281.0,101.55977534915226,11285,,
226,17,sensor3,84.91063184929124,104.90760312317838,102.29773738536232,11367.0,102.34273507049707,11372,,
227,17,sensor3,84.91063184929124,104.90760312317838,103.08969664373409,11455.0,103.13469432886885,11460,,
228,17,sensor3,84.91063184929124,104.90760312317838,103.82765867994414,11537.0,103.87265636507891,11542,,
229,17,sensor3,84.91063184929124,104.90760312317838,104.60161886426201,11623.0,104.63761701236982,11627,,
230,18,sensor3,89.90537489924955,109.90234617313668,90.3283531395163,10037.0,90.35535175059715,10040,,
231,18,sensor3,89.90537489924955,109.90234617313668,91.12031239788806,10125.0,91.17430962004977,10131,,
232,18,sensor3,89.90537489924955,109.90234617313668,91.85827443409812,10207.0,91.90327211923288,10212,,
233,18,sensor3,89.90537489924955,109.90234617313668,92.61423554436207,10291.0,92.64123415544293,10294,,
234,18,sensor3,89.90537489924955,109.90234617313668,93.3971952657069,10378.0,93.4151943397608,10380,,
235,18,sensor3,89.90537489924955,109.90234617313668,94.09915915380914,10456.0,94.13515730191695,10460,,
236,18,sensor3,89.90537489924955,109.90234617313668,94.84612072704614,10539.0,94.873119338127,10542,,
237,18,sensor3,89.90537489924955,109.90234617313668,95.60208183731011,10623.0,95.63807998541792,10627,,
238,18,sensor3,89.90537489924955,109.90234617313668,96.3310443364932,10704.0,96.34904341054711,10706,,
239,18,sensor3,89.90537489924955,109.90234617313668,97.02400868756851,10781.0,97.08700544675717,10788,,
240,18,sensor3,89.90537489924955,109.90234617313668,97.80696840891332,10868.0,97.85196609404808,10873,,
241,18,sensor3,89.90537489924955,109.90234617313668,98.54493044512338,10950.0,98.58992813025814,10955,,
242,18,sensor3,89.90537489924955,109.90234617313668,99.25589387025258,11029.0,99.30089155538734,11034,,
243,18,sensor3,89.90537489924955,109.90234617313668,100.0388535915974,11116.0,100.07485173970521,11120,,
244,18,sensor3,89.90537489924955,109.90234617313668,100.7858151648344,11199.0,100.82181331294221,11203,,
245,18,sensor3,89.90537489924955,109.90234617313668,101.52377720104447,11281.0,101.55977534915228,11285,,
246,18,sensor3,89.90537489924955,109.90234617313668,102.29773738536232,11367.0,102.34273507049708,11372,,
247,18,sensor3,89.90537489924955,109.90234617313668,103.0896966437341,11455.0,103.13469432886885,11460,,
248,18,sensor3,89.90537489924955,109.90234617313668,103.82765867994415,11537.0,103.87265636507891,11542,,
249,18,sensor3,89.90537489924955,109.90234617313668,104.60161886426201,11623.0,104.62861747534288,11626,,
250,18,sensor3,89.90537489924955,109.90234617313668,105.38457858560683,11710.0,105.42957627074159,11715,,
251,18,sensor3,89.90537489924955,109.90234617313668,106.12254062181688,11792.0,106.15853876992469,11796,,
252,18,sensor3,89.90537489924955,109.90234617313668,106.87850173208085,11876.0,106.91449988018866,11880,,
253,18,sensor3,89.90537489924955,109.90234617313668,107.6524619163987,11962.0,107.67946052747956,11965,,
254,18,sensor3,89.90537489924955,109.90234617313668,108.38142441558182,12043.0,108.41742256368963,12047,,
255,18,sensor3,89.90537489924955,109.90234617313668,109.12838598881882,12126.0,109.15538459989968,12129,,
