sensor,sensor_name,peak_number,peak_index,peak_time_s,quality
sensor2,nose,1,114,1.0259310203244416,excellent
sensor2,nose,2,166,1.493899555911029,excellent
sensor2,nose,3,231,2.0788602253942634,excellent
sensor2,nose,4,305,2.7448154491136374,excellent
sensor2,nose,5,400,3.599757966050672,excellent
sensor2,nose,6,495,4.454700482987707,excellent
sensor2,nose,7,583,5.2466472355188545,excellent
sensor2,nose,8,690,6.20958249143741,excellent
sensor2,nose,9,792,7.127520772780331,excellent
sensor2,nose,10,876,7.8834699456509725,excellent
sensor2,nose,11,983,8.846405201569526,excellent
sensor2,nose,12,1021,9.188382208344342,excellent
sensor2,nose,13,1083,9.746344693082195,excellent
sensor2,nose,14,1176,10.583288420188977,excellent
sensor2,nose,15,1276,11.483227911701645,excellent
sensor2,nose,16,1379,12.410165587959693,excellent
sensor2,nose,17,1482,13.33710326421774,excellent
sensor2,nose,18,1578,14.201045176069902,excellent
sensor2,nose,19,1673,15.055987693006937,excellent
sensor2,nose,20,1763,15.865933235368338,excellent
sensor2,nose,21,1869,16.819869096371765,excellent
sensor2,nose,22,1907,17.16184610314658,excellent
sensor2,nose,23,1950,17.548820084497027,excellent
sensor2,nose,24,2047,18.421761391264315,excellent
sensor2,nose,25,2146,19.312701487861858,excellent
sensor2,nose,26,2213,19.915660947175343,excellent
sensor2,nose,27,2343,21.08558228614181,excellent
sensor2,nose,28,2439,21.949524197993973,excellent
sensor2,nose,29,2532,22.786467925100755,excellent
sensor2,nose,30,2640,23.758402575934436,excellent
sensor2,nose,31,2735,24.613345092871473,excellent
sensor2,nose,32,2827,25.441289425063125,excellent
sensor2,nose,33,2932,26.386225891151426,excellent
sensor2,nose,34,3036,27.3221629623246,excellent
sensor2,nose,35,3129,28.159106689431383,excellent
sensor2,nose,36,3224,29.01404920636842,excellent
sensor2,nose,37,3325,29.922988092796214,excellent
sensor2,nose,38,3437,30.9309203232904,excellent
sensor2,nose,39,3472,31.245899145319836,excellent
sensor2,nose,40,3577,32.19083561140814,excellent
sensor2,nose,41,3629,32.658804146994726,excellent
sensor2,nose,42,3731,33.576742428337646,excellent
sensor2,nose,43,3823,34.4046867605293,excellent
sensor2,nose,44,3926,35.33162443678735,excellent
sensor2,nose,45,4029,36.25856211304539,excellent
sensor2,nose,46,4133,37.19449918421857,excellent
sensor2,nose,47,4231,38.07643988590099,excellent
sensor2,nose,48,4324,38.91338361300777,excellent
sensor2,nose,49,4428,39.849320684180945,excellent
sensor2,nose,50,4512,40.60526985705158,excellent
sensor2,nose,51,4620,41.57720450788526,excellent
sensor2,nose,52,4715,42.4321470248223,excellent
sensor2,nose,53,4823,43.40408167565598,excellent
sensor2,nose,54,4940,44.457010880725804,excellent
sensor2,nose,55,5045,45.401947346814104,excellent
sensor2,nose,56,5080,45.716926168843536,excellent
sensor2,nose,57,5155,46.39188078747804,excellent
sensor2,nose,58,5266,47.3908136230571,excellent
sensor2,nose,59,5368,48.30875190440002,excellent
sensor2,nose,60,5469,49.21769079082782,excellent
sensor2,nose,61,5577,50.1896254416615,excellent
sensor2,nose,62,5692,51.22455585690107,excellent
sensor2,nose,63,5794,52.14249413824399,excellent
sensor2,nose,64,5882,52.934440890775136,excellent
sensor2,nose,65,5929,53.35741245178609,excellent
sensor2,nose,66,5979,53.807382197542424,excellent
sensor2,nose,67,6075,54.67132410939458,excellent
sensor2,nose,68,6179,55.60726118056776,excellent
sensor2,nose,69,6279,56.50720067208043,excellent
sensor2,nose,70,6399,57.587128061895626,excellent
sensor2,nose,71,6523,58.70305303137134,excellent
sensor2,nose,72,6603,59.42300462458147,excellent
sensor2,nose,73,6734,60.60192535846307,excellent
sensor2,nose,74,6854,61.68185274827827,excellent
sensor2,nose,75,6973,62.75278074317834,excellent
sensor2,nose,76,7072,63.64372083977589,excellent
sensor2,nose,77,7177,64.58865730586419,excellent
sensor2,nose,78,7293,65.63258711601888,excellent
sensor2,nose,79,7508,67.56745702277112,excellent
sensor2,nose,80,7620,68.5753892532653,excellent
sensor2,nose,81,7728,69.54732390409899,excellent
sensor2,nose,82,7929,71.35620228203945,excellent
sensor2,nose,83,8111,72.9940921565925,excellent
sensor2,nose,84,8218,73.95702741251107,excellent
sensor2,nose,85,8346,75.10894996164728,excellent
sensor2,nose,86,8463,76.1618791667171,excellent
sensor2,nose,87,8552,76.96282531416337,excellent
sensor2,nose,88,8658,77.9167611751668,excellent
sensor2,nose,89,8776,78.97868977515175,excellent
sensor2,nose,90,8893,80.03161898022157,excellent
sensor2,nose,91,9004,81.03055181580064,excellent
sensor2,nose,92,9117,82.04748344120995,excellent
sensor2,nose,93,9234,83.10041264627976,excellent
sensor2,nose,94,9328,83.94635576830167,excellent
sensor2,nose,95,9437,84.92728981405048,excellent
sensor2,nose,96,9549,85.93522204454467,excellent
sensor2,nose,97,9645,86.79916395639684,excellent
sensor2,nose,98,9694,87.24013430723804,excellent
sensor2,nose,99,9832,88.48205080552552,excellent
sensor2,nose,100,9939,89.44498606144408,excellent
sensor2,nose,101,10061,90.54291224108954,excellent
sensor2,nose,102,10173,91.55084447158372,excellent
sensor2,nose,103,10273,92.45078396309638,excellent
sensor2,nose,104,10386,93.46771558850571,excellent
sensor2,nose,105,10492,94.42165144950913,excellent
sensor2,nose,106,10605,95.43858307491845,excellent
sensor2,nose,107,10702,96.31152438168574,excellent
sensor2,nose,108,10803,97.22046326811353,excellent
sensor2,nose,109,10915,98.22839549860772,excellent
sensor2,nose,110,11031,99.27232530876242,excellent
sensor2,nose,111,11130,100.16326540535995,excellent
sensor2,nose,112,11236,101.11720126636338,excellent
sensor2,nose,113,11357,102.20612805109371,excellent
sensor2,nose,114,11410,102.68309598159543,excellent
sensor2,nose,115,11474,103.25905725616353,excellent
sensor2,nose,116,11571,104.13199856293082,excellent
sensor2,nose,117,11666,104.98694107986786,excellent
sensor2,nose,118,11768,105.90487936121077,excellent
sensor2,nose,119,11880,106.91281159170497,excellent
sensor2,nose,120,11978,107.79475229338738,excellent
sensor2,nose,121,12084,108.7486881543908,excellent
sensor2,nose,122,12202,109.81061675437576,excellent
sensor2,nose,123,12264,110.36857923911361,excellent
sensor2,nose,124,12305,110.7375544306338,excellent
sensor2,nose,125,12415,111.72748787129774,excellent
sensor2,nose,126,12523,112.69942252213143,excellent
sensor2,nose,127,12561,113.04139952890624,excellent
sensor2,nose,128,12633,113.68935596279536,excellent
sensor2,nose,129,12752,114.76028395769544,excellent
sensor2,nose,130,12857,115.70522042378373,excellent
sensor2,nose,131,12952,116.56016294072077,excellent
sensor2,nose,132,13068,117.60409275087547,excellent
sensor2,nose,133,13186,118.6660213508604,excellent
sensor2,nose,134,13303,119.71895055593023,excellent
sensor2,nose,135,13403,120.6188900474429,excellent
sensor2,nose,136,13531,121.77081259657912,excellent
sensor2,nose,137,13640,122.75174664232793,excellent
sensor2,nose,138,13746,123.70568250333135,excellent
sensor2,nose,139,13798,124.17365103891794,excellent
sensor2,nose,140,13951,125.55055846093232,excellent
sensor2,nose,141,14067,126.59448827108702,excellent
sensor2,nose,142,14136,127.21544652023076,excellent
