heartbeat_id,sensor2_peak_time_s,sensor3_peak_time_s,sensor4_peak_time_s,sensor5_peak_time_s
1,1.0259310203244416,1.124924364390835,,0.9989328355790615
3,2.7448154491136374,2.6368227101321176,,2.591825735556484
4,3.599757966050672,,,3.581759176220419
5,,4.238715005024667,,4.20271742536416
6,5.2466472355188545,5.111656311791955,,5.210649655858348
7,6.20958249143741,6.281577650758423,,6.15558612194665
8,7.127520772780331,7.244512906676978,,7.118521377865204
9,7.8834699456509725,8.090456028698886,,7.973463894802239
10,8.846405201569526,8.963397335466174,,8.801408226993894
11,9.746344693082195,9.764343482912448,9.710347113421689,9.764343482912448
12,10.583288420188977,,,10.610286604934357
13,11.483227911701645,11.393233962550378,,11.447230332041137
14,12.410165587959693,,,12.41916498287482
15,13.33710326421774,,,13.33710326421774
16,14.201045176069902,14.228043360815281,,14.156048201494269
17,15.055987693006937,,15.15498103707333,14.99299192860105
18,15.865933235368338,15.955927184519604,,15.901930815028845
19,16.819869096371765,16.83786788620202,,16.774872121796133
20,17.548820084497027,17.719808587884433,,17.557819479412153
21,18.421761391264315,,18.493756550585328,18.394763206518935
22,19.312701487861858,19.375697252267745,19.429693621758503,19.321700882776984
23,,,20.32963311327117,20.239639164119904
24,21.08558228614181,20.95959075733004,21.274569579359472,21.103581075972066
25,21.949524197993973,,,21.886528433588087
26,22.786467925100755,,23.020452192894048,22.82246550476126
27,23.758402575934436,23.875394709831085,,23.758402575934436
28,24.613345092871473,,24.541349933550457,24.604345697956344
29,25.441289425063125,25.630276718280786,25.504285189469012,25.468287609808506
30,26.386225891151426,,26.557214394538835,26.395225286066555
31,27.3221629623246,27.46615328096663,27.448154491136375,27.3221629623246
32,28.159106689431383,28.24910063858265,,28.150107294516257
33,29.01404920636842,,28.951053441962532,28.969052231792784
34,29.922988092796214,,29.949986277541594,29.940986882626465
35,30.9309203232904,,,30.90392213854502
37,32.658804146994726,32.71280051648549,,32.604807777503964
38,33.576742428337646,33.65773698257379,,33.576742428337646
39,34.4046867605293,,,34.42268555035955
40,35.33162443678735,,35.385620806278105,35.32262504187222
41,36.25856211304539,36.19556634863951,36.402552431687425,36.27656090287565
42,37.19449918421857,37.311491318115216,37.329490107945475,37.22149736896395
43,38.07643988590099,,,38.0134441214951
44,38.91338361300777,39.07537272148005,39.01237695707416,38.90438421809264
45,39.849320684180945,,,39.849320684180945
46,40.60526985705158,40.78525775535412,,40.77625836043899
47,41.57720450788526,41.49620995364912,41.667198457036534,41.622201482460895
48,42.4321470248223,42.306155496010525,42.549139158718944,42.39614944516179
49,43.40408167565598,,43.539072599382884,43.36808409599547
50,44.457010880725804,,,44.448011485810675
51,45.401947346814104,,,45.32095279257796
52,46.39188078747804,,,46.28388804849652
53,47.3908136230571,,,47.354816043396596
54,48.30875190440002,,,48.34474948406053
55,49.21769079082782,49.21769079082782,,49.190692606082436
56,50.1896254416615,,50.027636333189214,50.18062604674637
57,51.22455585690107,51.16156009249518,51.332548595882585,51.19755767215569
58,52.14249413824399,,,52.08849776875323
59,52.934440890775136,52.92544149586001,,52.916442100944884
60,53.807382197542424,54.00536888567521,,53.81638159245755
61,54.67132410939458,,,54.806315033121486
62,55.60726118056776,55.427273282265226,,55.60726118056776
63,56.50720067208043,,,56.48020248733505
64,57.587128061895626,57.632125036471265,,57.569129272065375
65,58.70305303137134,58.55906271272931,,58.64905666188058
66,59.42300462458147,59.39600643983609,,59.54899615339325
67,60.60192535846307,60.727916887274844,60.46693443473617,60.59292596354794
68,61.68185274827827,61.879839436411054,61.78984548725979,61.78084609234466
69,62.75278074317834,62.83377529741448,,62.73478195334809
70,63.64372083977589,63.74271418384228,63.499730521133856,63.60772326011538
71,64.58865730586419,64.50766275162805,,64.45366638213729
72,65.63258711601888,65.68658348550964,65.53359377195248,65.61458832618862
74,67.56745702277112,,,67.51346065328036
75,68.5753892532653,,,68.55739046343506
76,69.54732390409899,69.69131422274101,69.3493372159662,69.52932511426873
78,71.35620228203945,,,71.32020470237894
80,,73.54305524641524,,73.39006553285807
82,75.10894996164728,,75.29793725486493,75.13594814639265
83,76.1618791667171,76.2338743260381,,76.11688219214146
84,76.96282531416337,77.05281926331465,,76.95382591924825
