heartbeat_id,window_id,reference_sensor,window_start_s,window_end_s,sensor3_peak_time_s,sensor3_peak_idx,sensor4_peak_time_s,sensor4_peak_idx,sensor5_peak_time_s,sensor5_peak_idx
0,15,sensor3,74.92343604952096,94.92101862033604,75.94941463326215,8439,75.9764140696764,8442.0,,
1,15,sensor3,74.92343604952096,94.92101862033604,76.6693996043086,8519,76.714398664999,8524.0,,
2,15,sensor3,74.92343604952096,94.92101862033604,77.47938269673585,8609,77.51538194528817,8613.0,,
3,15,sensor3,74.92343604952096,94.92101862033604,78.35236447412967,8706,78.3793639105439,8709.0,,
4,15,sensor3,74.92343604952096,94.92101862033604,79.20734662724732,8801,79.25234568793772,8806.0,,
5,15,sensor3,74.92343604952096,94.92101862033604,80.07132859250306,8897,80.07132859250306,8897.0,,
6,15,sensor3,74.92343604952096,94.92101862033604,80.8903114970684,8988,80.92631074562071,8992.0,,
7,15,sensor3,74.92343604952096,94.92101862033604,81.72729402590988,9081,81.74529365018606,9083.0,,
8,15,sensor3,74.92343604952096,94.92101862033604,82.57327636688946,9175,82.59127599116563,9177.0,,
9,15,sensor3,74.92343604952096,94.92101862033604,83.42825852000712,9270,83.50025701711176,9278.0,,
10,15,sensor3,74.92343604952096,94.92101862033604,84.25624123671054,9362,84.28324067312478,9365.0,,
11,15,sensor3,74.92343604952096,94.92101862033604,85.12922301410435,9459,85.1562224505186,9462.0,,
12,15,sensor3,74.92343604952096,94.92101862033604,85.99320497936009,9555,86.02020441577433,9558.0,,
13,15,sensor3,74.92343604952096,94.92101862033604,86.78518844751119,9643,86.80318807178735,9645.0,,
14,15,sensor3,74.92343604952096,94.92101862033604,87.6131711642146,9735,87.658170224905,9740.0,,
15,15,sensor3,74.92343604952096,94.92101862033604,88.4501536930561,9828,88.48615294160842,9832.0,,
16,15,sensor3,74.92343604952096,94.92101862033604,89.24213716120718,9916,89.28713622189758,9921.0,,
17,15,sensor3,74.92343604952096,94.92101862033604,90.03412062935828,10004,90.10611912646293,10012.0,,
18,15,sensor3,74.92343604952096,94.92101862033604,90.91610221889017,10102,90.93410184316633,10104.0,,
19,15,sensor3,74.92343604952096,94.92101862033604,91.75308474773168,10195,91.78908399628399,10199.0,,
20,15,sensor3,74.92343604952096,94.92101862033604,92.58106746443508,10287,92.59006727657317,10288.0,,
21,15,sensor3,74.92343604952096,94.92101862033604,93.41804999327658,10380,93.43604961755274,10382.0,,
22,15,sensor3,74.92343604952096,94.92101862033604,94.19203383715151,10466,94.22803308570384,10470.0,,
23,17,sensor3,84.91322752279042,104.9108100936055,85.99320497936009,9555,86.02020441577433,9558.0,,
24,17,sensor3,84.91322752279042,104.9108100936055,86.78518844751119,9643,86.80318807178735,9645.0,,
25,17,sensor3,84.91322752279042,104.9108100936055,87.6131711642146,9735,87.658170224905,9740.0,,
26,17,sensor3,84.91322752279042,104.9108100936055,88.4501536930561,9828,88.48615294160842,9832.0,,
27,17,sensor3,84.91322752279042,104.9108100936055,89.24213716120718,9916,89.2871362218976,9921.0,,
28,17,sensor3,84.91322752279042,104.9108100936055,90.03412062935828,10004,90.10611912646293,10012.0,,
29,17,sensor3,84.91322752279042,104.9108100936055,90.91610221889017,10102,90.93410184316635,10104.0,,
30,17,sensor3,84.91322752279042,104.9108100936055,91.75308474773168,10195,91.78908399628399,10199.0,,
31,17,sensor3,84.91322752279042,104.9108100936055,92.5810674644351,10287,92.59006727657317,10288.0,,
32,17,sensor3,84.91322752279042,104.9108100936055,93.41804999327658,10380,93.44504942969083,10383.0,,
33,17,sensor3,84.91322752279042,104.9108100936055,94.18303402501344,10465,94.21903327356576,10469.0,,
34,17,sensor3,84.91322752279042,104.9108100936055,95.00201692957877,10556,95.03801617813109,10560.0,,
35,17,sensor3,84.91322752279042,104.9108100936055,95.8209998341441,10647,95.84799927055835,10650.0,,
36,17,sensor3,84.91322752279042,104.9108100936055,96.55898442946672,10729,96.60398349015712,10734.0,,
37,17,sensor3,84.91322752279042,104.9108100936055,97.33296827334165,10815,97.3509678976178,10817.0,,
38,17,sensor3,84.91322752279042,104.9108100936055,98.1429513657689,10905,98.16095099004505,10907.0,,
39,17,sensor3,84.91322752279042,104.9108100936055,98.97093408247231,10997,99.00693333102464,11001.0,,
40,17,sensor3,84.91322752279042,104.9108100936055,99.73591811420917,11082,99.77191736276149,11086.0,,
41,17,sensor3,84.91322752279042,104.9108100936055,100.54590120663642,11172,100.54590120663642,11172.0,,
42,17,sensor3,84.91322752279042,104.9108100936055,101.33788467478752,11260,101.36488411120175,11263.0,,
43,17,sensor3,84.91322752279042,104.9108100936055,102.11186851866245,11346,102.14786776721476,11350.0,,
44,17,sensor3,84.91322752279042,104.9108100936055,102.8228536775708,11425,102.81385386543272,11424.0,,
45,17,sensor3,84.91322752279042,104.9108100936055,103.56083827289342,11507,103.53383883647918,11504.0,,
46,17,sensor3,84.91322752279042,104.9108100936055,104.29882286821602,11589,104.33482211676835,11593.0,,
47,18,sensor3,89.90812325942515,109.90570583024024,90.91610221889017,10102,90.93410184316635,10104.0,,
48,18,sensor3,89.90812325942515,109.90570583024024,91.75308474773168,10195,91.78908399628399,10199.0,,
49,18,sensor3,89.90812325942515,109.90570583024024,92.5810674644351,10287,92.59006727657317,10288.0,,
50,18,sensor3,89.90812325942515,109.90570583024024,93.41804999327658,10380,93.44504942969083,10383.0,,
51,18,sensor3,89.90812325942515,109.90570583024024,94.18303402501344,10465,94.21903327356576,10469.0,,
52,18,sensor3,89.90812325942515,109.90570583024024,95.00201692957877,10556,95.03801617813109,10560.0,,
53,18,sensor3,89.90812325942515,109.90570583024024,95.8209998341441,10647,95.84799927055835,10650.0,,
54,18,sensor3,89.90812325942515,109.90570583024024,96.55898442946672,10729,96.60398349015712,10734.0,,
55,18,sensor3,89.90812325942515,109.90570583024024,97.33296827334165,10815,97.3509678976178,10817.0,,
56,18,sensor3,89.90812325942515,109.90570583024024,98.1429513657689,10905,98.16095099004507,10907.0,,
57,18,sensor3,89.90812325942515,109.90570583024024,98.97093408247231,10997,99.00693333102464,11001.0,,
58,18,sensor3,89.90812325942515,109.90570583024024,99.73591811420917,11082,99.77191736276149,11086.0,,
59,18,sensor3,89.90812325942515,109.90570583024024,100.54590120663642,11172,100.54590120663642,11172.0,,
60,18,sensor3,89.90812325942515,109.90570583024024,101.33788467478752,11260,101.36488411120175,11263.0,,
61,18,sensor3,89.90812325942515,109.90570583024024,102.11186851866245,11346,102.14786776721476,11350.0,,
62,18,sensor3,89.90812325942515,109.90570583024024,102.8228536775708,11425,102.81385386543273,11424.0,,
63,18,sensor3,89.90812325942515,109.90570583024024,103.5698380850315,11508,103.53383883647918,11504.0,,
64,18,sensor3,89.90812325942515,109.90570583024024,104.28982305607795,11588,104.32582230463026,11592.0,,
65,18,sensor3,89.90812325942515,109.90570583024024,105.0548070878148,11673,105.06380689995288,11674.0,,
66,18,sensor3,89.90812325942515,109.90570583024024,105.80179149527548,11756,105.79279168313741,11755.0,,
67,18,sensor3,89.90812325942515,109.90570583024024,106.60277477556465,11845,106.61177458770274,11846.0,,
68,18,sensor3,89.90812325942515,109.90570583024024,107.43075749226807,11937,107.47575655295847,11942.0,,
69,18,sensor3,89.90812325942515,109.90570583024024,108.2947394575238,12033,108.32173889393806,12036.0,,
70,18,sensor3,89.90812325942515,109.90570583024024,109.15872142277955,12129,109.19472067133188,12133.0,,
71,19,sensor3,94.90301899605988,114.90060156687497,95.8209998341441,10647,95.84799927055835,10650.0,,
72,19,sensor3,94.90301899605988,114.90060156687497,96.55898442946672,10729,96.60398349015712,10734.0,,
73,19,sensor3,94.90301899605988,114.90060156687497,97.33296827334165,10815,97.3509678976178,10817.0,,
74,19,sensor3,94.90301899605988,114.90060156687497,98.1429513657689,10905,98.16095099004507,10907.0,,
75,19,sensor3,94.90301899605988,114.90060156687497,98.97093408247231,10997,99.00693333102464,11001.0,,
76,19,sensor3,94.90301899605988,114.90060156687497,99.73591811420917,11082,99.77191736276149,11086.0,,
77,19,sensor3,94.90301899605988,114.90060156687497,100.54590120663642,11172,100.54590120663642,11172.0,,
78,19,sensor3,94.90301899605988,114.90060156687497,101.33788467478752,11260,101.36488411120175,11263.0,,
79,19,sensor3,94.90301899605988,114.90060156687497,102.11186851866245,11346,102.14786776721476,11350.0,,
80,19,sensor3,94.90301899605988,114.90060156687497,102.8228536775708,11425,102.81385386543273,11424.0,,
81,19,sensor3,94.90301899605988,114.90060156687497,103.5698380850315,11508,103.53383883647918,11504.0,,
82,19,sensor3,94.90301899605988,114.90060156687497,104.28982305607795,11588,104.32582230463026,11592.0,,
83,19,sensor3,94.90301899605988,114.90060156687497,105.0548070878148,11673,105.06380689995288,11674.0,,
84,19,sensor3,94.90301899605988,114.90060156687497,105.80179149527548,11756,105.79279168313741,11755.0,,
85,19,sensor3,94.90301899605988,114.90060156687497,106.60277477556465,11845,106.61177458770274,11846.0,,
86,19,sensor3,94.90301899605988,114.90060156687497,107.43075749226807,11937,107.47575655295847,11942.0,,
87,19,sensor3,94.90301899605988,114.90060156687497,108.29473945752382,12033,108.32173889393806,12036.0,,
88,19,sensor3,94.90301899605988,114.90060156687497,109.14972161064146,12128,109.1857208591938,12132.0,,
89,19,sensor3,94.90301899605988,114.90060156687497,109.93270526665448,12215,109.94170507879257,12216.0,,
90,19,sensor3,94.90301899605988,114.90060156687497,110.67968967411517,12298,110.69768929839134,12300.0,,
91,19,sensor3,94.90301899605988,114.90060156687497,111.4086744572997,12379,111.4536735179901,12384.0,,
92,19,sensor3,94.90301899605988,114.90060156687497,112.18265830117463,12465,112.2006579254508,12467.0,,
93,19,sensor3,94.90301899605988,114.90060156687497,112.92964270863533,12548,112.96564195718764,12552.0,,
94,19,sensor3,94.90301899605988,114.90060156687497,113.68562692823409,12632,113.70362655251026,12634.0,,
95,19,sensor3,94.90301899605988,114.90060156687497,114.41461171141862,12713,114.45061095997094,12717.0,,
96,21,sensor3,104.89281046932935,124.89039304014443,105.8017914952755,11756,105.8017914952755,11756.0,,
97,21,sensor3,104.89281046932935,124.89039304014443,106.60277477556465,11845,106.61177458770274,11846.0,,
98,21,sensor3,104.89281046932935,124.89039304014443,107.43075749226807,11937,107.47575655295847,11942.0,,
99,21,sensor3,104.89281046932935,124.89039304014443,108.29473945752382,12033,108.32173889393806,12036.0,,
100,21,sensor3,104.89281046932935,124.89039304014443,109.14972161064146,12128,109.1857208591938,12132.0,,
101,21,sensor3,104.89281046932935,124.89039304014443,109.93270526665448,12215,109.94170507879257,12216.0,,
102,21,sensor3,104.89281046932935,124.89039304014443,110.67968967411517,12298,110.69768929839134,12300.0,,
103,21,sensor3,104.89281046932935,124.89039304014443,111.4086744572997,12379,111.4536735179901,12384.0,,
104,21,sensor3,104.89281046932935,124.89039304014443,112.18265830117463,12465,112.2006579254508,12467.0,,
105,21,sensor3,104.89281046932935,124.89039304014443,112.92964270863533,12548,112.96564195718764,12552.0,,
106,21,sensor3,104.89281046932935,124.89039304014443,113.68562692823409,12632,113.70362655251026,12634.0,,
107,21,sensor3,104.89281046932935,124.89039304014443,114.41461171141862,12713,114.44161114783286,12716.0,,
108,21,sensor3,104.89281046932935,124.89039304014443,115.17959574315547,12798,115.21559499170779,12802.0,,
109,21,sensor3,104.89281046932935,124.89039304014443,115.94457977489232,12883,115.98057902344465,12887.0,,
110,21,sensor3,104.89281046932935,124.89039304014443,116.72756343090533,12970,116.7365632430434,12971.0,,
111,21,sensor3,104.89281046932935,124.89039304014443,117.46554802622794,13052,117.51054708691834,13057.0,,
112,21,sensor3,104.89281046932935,124.89039304014443,118.22153224582671,13136,118.26653130651711,13141.0,,
113,21,sensor3,104.89281046932935,124.89039304014443,119.68850162433385,13299,119.66150218791961,13296.0,,
114,21,sensor3,104.89281046932935,124.89039304014443,120.3634875346899,13374,120.35448772255181,13373.0,,
