heartbeat_id,sensor2_peak_time_s,sensor3_peak_time_s,sensor4_peak_time_s,sensor5_peak_time_s
1,,0.47698974136137784,,0.62998645085465
2,1.4039698047617912,1.4399690305249142,1.4579686434064756,1.3409711596763263
3,2.078955287820345,2.1509537393465905,2.14195393290581,
4,,2.510945996977819,2.6549429000303104,2.64594309358953
5,2.735941157997337,2.8799380610498284,,
6,,3.545923737667601,3.5369239312268204,3.4379260603782327
7,4.247908640048497,4.256908446489278,4.319907091574742,4.238908833607716
8,4.886894897343927,4.976892961751735,5.030891800396419,
9,5.759876122099657,5.732876702777315,5.6968774770141914,
10,,6.470860830921333,6.497860250243675,6.380862766513526
11,,7.226844571946913,7.271843604150816,
12,,7.982828312972493,8.018827538735616,7.883830442123905
13,,8.72081244111651,8.747811860438853,
14,9.404797730615845,9.494795795023652,9.539794827227556,9.386798117734283
15,,10.277778955371575,10.304778374693917,
16,10.943764631989348,11.060762115719497,11.087761535041839,
17,11.681748760133367,11.807746050304296,11.84374527606742,11.753747211659611
18,12.527730565566753,12.536730372007534,12.563729791329877,
19,,13.328713338796236,13.37371237100014,13.184716435743745
20,14.030698241177133,14.084697079821817,14.102696692703377,
21,14.723683337117247,14.813681401525054,,14.75968256288037
22,,15.551665529669073,15.596664561872977,15.551665529669073
23,,16.28964965781309,16.325648883576214,
24,16.964635140871646,17.02763378595711,17.072632818161015,
25,17.729618688338004,17.792617333423472,,17.711619075456444
26,18.575600493771393,18.53060146156749,18.575600493771393,18.50360204224515
27,,19.32258442835619,19.358583654119315,
28,20.09656778226333,20.06956836294099,20.132567008026456,
29,20.65455578159174,20.834551910407352,20.861551329729693,20.789552878203448
30,21.55453642566981,21.617535070755274,21.608535264314494,
31,22.43651745686632,22.409518037543975,22.4455172633071,22.364519005340075
32,23.255499842977365,23.22850042365502,23.282499262299705,
33,23.921485519595137,24.020483390443726,24.047482809766066,
34,24.830465970113988,24.785466937910083,24.85746538943633,24.72246829282462
35,25.50545145317254,25.541450678935664,25.57744990469879,
36,26.25243538775734,26.306434226402025,26.34243345216515,26.126438097586412
37,27.071417773868387,27.071417773868387,27.10741699963151,
38,27.827401514893968,27.845401127775528,27.908399772860992,
39,28.790380804057502,28.61038467524189,28.655383707445793,28.565385643037985
40,29.564364157964643,29.366368416267466,29.37536822270825,
41,30.18535080237851,30.122352157293047,30.15835138305617,30.122352157293047
42,30.851336478996284,30.90533531764097,30.968333962726437,
43,31.589320607140305,31.67031886510733,31.67931867154811,31.64331944578499
44,,32.40830299325135,32.50730086409994,32.2463064773173
45,33.12828750851381,33.236285185803176,33.33528305665176,33.16428673427693
46,34.19026466852593,34.05526757191422,34.136265829881246,34.019268346151094
47,34.71225344209121,34.84725053870292,34.901249377347604,
48,35.585234666846944,35.64823331193241,35.66623292481397,
49,,36.44021627872111,36.47621550448423,36.26921995634628
50,37.10620195533888,37.21419963262825,37.26819847127293,37.20519982618747
51,37.826186470601336,38.015182405857736,38.06918124450242,37.934184147890704
52,38.73516692112019,38.76216634044253,38.78916575976488,
53,,39.518150081468114,39.536149694349675,39.36515337197484
54,40.26513401605291,40.26513401605291,40.30113324181603,40.292133435375256
55,40.97611872487459,41.03911736996005,41.08411640216396,
56,41.669103820814705,41.80410091742642,41.849099949630315,
57,42.43408736828106,42.59608388421512,,42.443087174721846
58,,43.37006723812226,43.42406607676694,
59,44.06305233406237,44.17105001135174,44.23404865643721,
60,44.9360335588181,44.99903220390357,45.04403123610747,
61,,46.33100355713911,46.35800297646146,46.31300394425755
62,47.05098807240157,47.18598516901328,47.26698342698031,
63,,47.99596774868355,48.05896639376901,
64,48.62595419953819,48.778950909031465,48.83294974767615,48.706952457505224
65,,49.55293426293861,49.56193406937939,49.5079352307347
