sensor,sensor_name,peak_number,peak_index,peak_time_s,quality
sensor2,nose,1,84,0.75598374102558,excellent
sensor2,nose,2,156,1.4039698047617912,excellent
sensor2,nose,3,231,2.078955287820345,excellent
sensor2,nose,4,304,2.735941157997337,excellent
sensor2,nose,5,349,3.140932447832469,excellent
sensor2,nose,6,472,4.247908640048497,excellent
sensor2,nose,7,543,4.886894897343927,excellent
sensor2,nose,8,640,5.759876122099657,excellent
sensor2,nose,9,754,6.785854056348658,excellent
sensor2,nose,10,928,8.351820377044502,excellent
sensor2,nose,11,1045,9.404797730615845,excellent
sensor2,nose,12,1095,9.85478805265488,excellent
sensor2,nose,13,1169,10.520773729272655,excellent
sensor2,nose,14,1216,10.943764631989348,excellent
sensor2,nose,15,1298,11.681748760133367,excellent
sensor2,nose,16,1392,12.527730565566753,excellent
sensor2,nose,17,1519,13.670705983545904,excellent
sensor2,nose,18,1559,14.030698241177133,excellent
sensor2,nose,19,1636,14.723683337117247,excellent
sensor2,nose,20,1758,15.821659722892495,excellent
sensor2,nose,21,1841,16.568643657477292,excellent
sensor2,nose,22,1885,16.964635140871646,excellent
sensor2,nose,23,1970,17.729618688338004,excellent
sensor2,nose,24,2064,18.575600493771393,excellent
sensor2,nose,25,2182,19.637577653783516,excellent
sensor2,nose,26,2233,20.09656778226333,excellent
sensor2,nose,27,2295,20.65455578159174,excellent
sensor2,nose,28,2395,21.55453642566981,excellent
sensor2,nose,29,2493,22.43651745686632,excellent
sensor2,nose,30,2541,22.868508166023794,excellent
sensor2,nose,31,2584,23.255499842977365,excellent
sensor2,nose,32,2658,23.921485519595137,excellent
sensor2,nose,33,2716,24.443474293160417,excellent
sensor2,nose,34,2759,24.830465970113988,excellent
sensor2,nose,35,2834,25.50545145317254,excellent
sensor2,nose,36,2917,26.25243538775734,excellent
sensor2,nose,37,3008,27.071417773868387,excellent
sensor2,nose,38,3092,27.827401514893968,excellent
sensor2,nose,39,3146,28.313391062696123,excellent
sensor2,nose,40,3199,28.790380804057502,excellent
sensor2,nose,41,3251,29.2583707389781,excellent
sensor2,nose,42,3285,29.564364157964643,excellent
sensor2,nose,43,3354,30.18535080237851,excellent
sensor2,nose,44,3428,30.851336478996284,excellent
sensor2,nose,45,3510,31.589320607140305,excellent
sensor2,nose,46,3645,32.8042944766457,excellent
sensor2,nose,47,3681,33.12828750851381,excellent
sensor2,nose,48,3741,33.66827589496065,excellent
sensor2,nose,49,3799,34.19026466852593,excellent
sensor2,nose,50,3857,34.71225344209121,excellent
sensor2,nose,51,3954,35.585234666846944,excellent
sensor2,nose,52,4084,36.75520950414843,excellent
sensor2,nose,53,4123,37.10620195533888,excellent
sensor2,nose,54,4203,37.826186470601336,excellent
sensor2,nose,55,4304,38.73516692112019,excellent
sensor2,nose,56,4418,39.76114485536919,excellent
sensor2,nose,57,4474,40.26513401605291,excellent
sensor2,nose,58,4553,40.97611872487459,excellent
sensor2,nose,59,4630,41.669103820814705,excellent
sensor2,nose,60,4715,42.43408736828106,excellent
sensor2,nose,61,4767,42.90207730320166,excellent
sensor2,nose,62,4896,44.06305233406237,excellent
sensor2,nose,63,4993,44.9360335588181,excellent
sensor2,nose,64,5075,45.674017686962124,excellent
sensor2,nose,65,5121,46.08800878323803,excellent
sensor2,nose,66,5228,47.05098807240157,excellent
sensor2,nose,67,5302,47.716973749019346,excellent
sensor2,nose,68,5403,48.62595419953819,excellent
sensor2,nose,69,5558,50.02092419785921,excellent
sensor2,nose,70,5622,50.59691181006917,excellent
sensor2,nose,71,5721,51.48789264770646,excellent
sensor2,nose,72,5818,52.36087387246219,excellent
sensor2,nose,73,5858,52.72086613009342,excellent
sensor2,nose,74,5935,53.413851226033536,excellent
sensor2,nose,75,6033,54.295832257230046,excellent
sensor2,nose,76,6146,55.31281038503826,excellent
sensor2,nose,77,6250,56.24879025487946,excellent
sensor2,nose,78,6352,57.16677051183909,excellent
sensor2,nose,79,6472,58.24674728473278,excellent
sensor2,nose,80,6582,59.236725993218656,excellent
sensor2,nose,81,6714,60.42470044340171,excellent
sensor2,nose,82,6826,61.43267876476915,excellent
sensor2,nose,83,6912,62.20666211867629,excellent
sensor2,nose,84,6999,62.98964527902422,excellent
sensor2,nose,85,7075,63.67363056852355,excellent
sensor2,nose,86,7149,64.33961624514131,excellent
sensor2,nose,87,7275,65.47359185667969,excellent
sensor2,nose,88,7364,66.27457462990917,excellent
sensor2,nose,89,7414,66.72456495194821,excellent
sensor2,nose,90,7497,67.47154888653301,excellent
sensor2,nose,91,7609,68.47952720790045,excellent
sensor2,nose,92,7647,68.82151985265011,excellent
sensor2,nose,93,7729,69.55950398079413,excellent
sensor2,nose,94,7809,70.27948849605659,excellent
sensor2,nose,95,7896,71.06247165640451,excellent
sensor2,nose,96,7935,71.41346410759496,excellent
sensor2,nose,97,7979,71.80945559098932,excellent
sensor2,nose,98,8056,72.50244068692943,excellent
sensor2,nose,99,8155,73.39342152456672,excellent
sensor2,nose,100,8288,74.59039578119055,excellent
sensor2,nose,101,8411,75.69737197340658,excellent
sensor2,nose,102,8538,76.84034739138573,excellent
sensor2,nose,103,8599,77.38933558427335,excellent
sensor2,nose,104,8635,77.71332861614147,excellent
sensor2,nose,105,8754,78.78430558259437,excellent
sensor2,nose,106,8849,79.63928719446854,excellent
sensor2,nose,107,8931,80.37727132261256,excellent
sensor2,nose,108,9017,81.1512546765197,excellent
sensor2,nose,109,9118,82.06023512703854,excellent
sensor2,nose,110,9197,82.77121983586022,excellent
sensor2,nose,111,9270,83.42820570603722,excellent
sensor2,nose,112,9314,83.82419718943156,excellent
sensor2,nose,113,9394,84.54418170469403,excellent
sensor2,nose,114,9432,84.88617434944369,excellent
sensor2,nose,115,9486,85.37216389724585,excellent
sensor2,nose,116,9536,85.82215421928488,excellent
sensor2,nose,117,9594,86.34414299285017,excellent
sensor2,nose,118,9660,86.93813021794169,excellent
sensor2,nose,119,9719,87.46911879794776,excellent
sensor2,nose,120,9759,87.82911105557898,excellent
sensor2,nose,121,9845,88.60309440948612,excellent
sensor2,nose,122,9928,89.35007834407092,excellent
sensor2,nose,123,9977,89.79106885966918,excellent
sensor2,nose,124,10067,90.60105143933944,excellent
sensor2,nose,125,10211,91.89702356681187,excellent
sensor2,nose,126,10312,92.80600401733072,excellent
sensor2,nose,127,10366,93.29199356513287,excellent
sensor2,nose,128,10486,94.37197033802656,excellent
sensor2,nose,129,10632,95.68594207838055,excellent
sensor2,nose,130,10733,96.5949225288994,excellent
sensor2,nose,131,10817,97.35090626992498,excellent
sensor2,nose,132,10919,98.26888652688461,excellent
sensor2,nose,133,11078,99.69985575096874,excellent
sensor2,nose,134,11200,100.79783213674399,excellent
sensor2,nose,135,11320,101.87780890963768,excellent
sensor2,nose,136,11479,103.30877813372182,excellent
sensor2,nose,137,11592,104.32575626153003,excellent
sensor2,nose,138,11630,104.6677489062797,excellent
sensor2,nose,139,11735,105.61272858256167,excellent
sensor2,nose,140,11838,106.53970864596208,excellent
sensor2,nose,141,11915,107.2326937419022,excellent
sensor2,nose,142,12013,108.11467477309871,excellent
sensor2,nose,143,12117,109.0506546429399,excellent
sensor2,nose,144,12193,109.73463993243924,excellent
sensor2,nose,145,12257,110.31062754464921,excellent
sensor2,nose,146,12299,110.688619415162,excellent
sensor2,nose,147,12414,111.72359715585178,excellent
sensor2,nose,148,12473,112.25458573585784,excellent
sensor2,nose,149,12608,113.46955960536323,excellent
sensor2,nose,150,12726,114.53153676537536,excellent
sensor2,nose,151,12854,115.68351198979529,excellent
sensor2,nose,152,12986,116.87148643997834,excellent
sensor2,nose,153,13078,117.69946863253017,excellent
sensor2,nose,154,13164,118.47345198643731,excellent
sensor2,nose,155,13255,119.29243437254836,excellent
sensor2,nose,156,13309,119.77842392035052,excellent
sensor2,nose,157,13397,120.57040688713921,excellent
sensor2,nose,158,13515,121.63238404715135,excellent
sensor2,nose,159,13615,122.53236469122942,excellent
sensor2,nose,160,13703,123.32434765801811,excellent
sensor2,nose,161,13804,124.23332810853697,excellent
sensor2,nose,162,13919,125.26830584922675,excellent
sensor2,nose,163,13962,125.65529752618032,excellent
sensor2,nose,164,14053,126.47427991229137,excellent
sensor2,nose,165,14134,127.2032642339946,excellent
sensor2,nose,166,14251,128.25624158756594,excellent
