heartbeat_id,sensor3_peak_time_s,sensor4_peak_time_s,sensor5_peak_time_s
290,213.3070266128141,213.37002337200275,213.2530293906524
291,214.071987260105,214.0899863341589,213.9999909638894
292,214.80994929631507,214.84594744442288,214.75595207415336
293,215.60190855468682,215.6469062398216,215.53891179549817
294,216.38486827603165,216.4298659611664,216.33087105386994
295,217.13182984926866,217.1408293862956,217.05983355305304
296,217.86979188547872,217.93278864466737,217.82479420034394
297,218.66175114385047,218.69774929195827,218.59875438466182
298,219.48070901330308,219.50770762438395,219.41771225411443
299,220.24566966059402,220.27266827167486,220.1736733643784
300,220.99263123383102,221.03762891896577,220.9386340116693
301,221.7845904922028,221.8205886403106,221.72159373301412
302,222.5675502135476,222.61254789868235,222.52255252841283
303,223.2965127127307,223.3325108608385,223.23351595354205
304,224.0254752119138,224.08847197110248,223.98047752677905
305,224.80843493325864,224.84443308136645,224.73643863704302
306,225.58239511757648,225.6183932656843,225.52839789541477
307,226.32935669081348,226.3653548389213,226.2573603945979
308,227.06731872702355,227.11231641215832,227.01332150486184
309,227.85927798539532,227.89527613350313,227.7872816891797
310,228.66023678079404,228.72323353998272,228.6152390956593
311,229.4521960391658,229.47019511321972,229.37120020592323
312,230.19915761240281,230.2621543715915,230.15415992726807
313,231.01811548185543,231.0631131669902,230.96411825969372
314,231.80107520320027,231.86407196238892,231.7560775180655
315,232.56603585049118,232.59303446157202,232.5030390913025
316,233.33099649778208,233.3849937199438,233.26799973859343
317,234.14095483020776,234.19495205236947,234.095957145073
318,234.92391455155257,234.9509131626334,234.8609177923639
319,235.68887519884348,235.73387288397825,235.64387751370873
320,236.4898339942422,236.5438312164039,236.42683723505354
321,237.27279371558703,237.30879186369484,237.22779603045225
322,238.02875482585097,238.05575343693184,237.96575806666232
323,238.76671686206103,238.82071408422274,238.71271963989932
324,239.5586761204328,239.59467426854062,239.49567936124413
325,240.33263630475065,240.36863445285846,240.269639545562
326,241.07959787798768,241.1155960260955,241.016601118799
327,241.8445585252786,241.85355806230552,241.7995608401438
328,242.67251593175817,242.71751361689292,242.61851870959646
329,243.446476116076,243.47347472715688,243.3744798198604
330,244.22043630039389,244.2384353744478,244.14844000417827
331,244.9673978736309,245.0213950957926,244.92240018849614
332,245.75935713200266,245.79535528011047,245.71435944686792
333,246.47932009415882,246.50631870523966,246.41632333497014
334,247.20828259334192,247.26227981550363,247.1542853711802
335,247.97324324063283,247.99124231468673,247.9012469444172
336,248.73820388792373,248.7472034249507,248.68420666576202
337,249.4761659241338,249.4941649981877,249.43116823899905
338,250.26812518250557,250.30412333061338,250.2051284233169
339,251.0870830519582,251.09608258898515,251.02408629276954
340,251.86104323627606,251.9060409214108,251.78904694006044
341,252.64400295762087,252.68000110572868,252.59900527248612
342,253.4809599011274,253.4989589751813,253.42696267896568
343,254.27291915949917,254.29091823355307,254.21892193733746
344,255.06487841787094,255.08287749192485,255.00188165868227
345,255.86583721326966,255.91983443543137,255.81183999110795
346,256.67579554569534,256.71179369380314,256.6487969346145
347,257.476754341094,257.49475341514795,257.4047580448784
348,258.2597140624389,258.2687135994658,258.1877177662233
349,259.0606728578376,259.0876714689184,258.98867656162196
350,259.8706311902632,259.915628875398,259.8436325791824
351,260.6535909116081,260.6895890597159,260.5905941524194
352,261.42755109592593,261.46354924403374,261.3645543367373
353,262.21051081727074,262.2645080394325,262.16551313213597
354,263.03846822375033,263.092465445912,262.99347053861555
355,263.8124284080682,263.8664256302299,263.7584311859065
356,264.595388129413,264.6313862775208,264.5413909072513
357,265.38734738778476,265.43234507291953,265.3603487767039
358,266.1883061831835,266.2423034053452,266.12530942399485
359,266.96226636750134,266.9802654415553,266.90826914533966
360,267.7182274777653,267.73622655181924,267.65523071857666
361,268.51918627316405,268.55518442127186,268.4741885880293
362,269.2931464574819,269.34714367964364,269.2571483093741
363,270.05810710477283,270.0851057158537,270.0041098826111
364,270.84106682611764,270.8860645112524,270.778070066929
365,271.66002469557026,271.69602284367807,271.6330260844894
366,272.45198395394203,272.4789825650229,272.40698626880726
367,273.2169446012329,273.2439432123138,273.18994599015207
368,273.9909047855508,274.0359024706855,273.93690756338907
369,274.80086311797646,274.8098626550034,274.7468658958148
370,275.55682422824043,275.5838228393213,275.5028270060787
371,276.29478626445047,276.3307844125583,276.2677876533696
372,277.08674552282224,277.12274367093005,277.0237487636336
373,277.90570339227486,277.9237024663288,277.86070570714014
374,278.69766265064663,278.71566172470057,278.634665891458
375,279.4896219090184,279.5436191311801,279.46262329793757
376,280.34457792657884,280.3895756117136,280.2815811673902
377,281.87449922116065,,281.95549505440323
378,282.7924519979098,282.88244736817927,282.77445292385585
379,283.6924057006049,283.76440199682054,283.6654070895241
380,284.5473617181654,284.5653607922193,284.4843649589767
381,285.3033228284293,285.3393209765371,285.24032606924067
382,286.113281160855,286.14927930896283,286.06828347572025
383,286.9502381043615,286.9772367154424,286.88724134517287
384,287.7691959738142,287.78719504786807,287.7331978257064
385,288.5611552321859,288.5881538432668,288.53415662110507
386,289.3711135646116,289.41611124974634,289.3171163424499
387,290.2440686562259,290.2710672673068,290.19007143406424
388,291.0720260627055,291.1080242108133,290.982030692436
389,291.8909839321581,291.9359816172929,291.8639853210773
390,292.77293856079945,292.7909376348533,292.7189413386377
391,293.6368941153868,293.6728922634946,293.5828968932251
392,294.4378529107855,294.46485152186636,294.38385568862384
393,295.2748098542921,295.3108080023999,295.2298121691573
394,296.11176679779857,296.1477649459064,296.06676911266385
395,296.9127255931973,296.9577232783321,296.88572698211647
396,297.6956853145421,297.7406829996769,297.65068762940734
397,298.4786450358869,298.5236427210217,298.4156482766983
398,299.3426005904743,299.3875982756091,299.2886033683126
