sensor_pair,sensor_names,valid_heartbeats,mean_ptt_ms,std_ptt_ms,min_ptt_ms,max_ptt_ms,median_ptt_ms,q25_ptt_ms,q75_ptt_ms
sensor3-sensor4,finger→wrist,383,38.8178463930148,25.12172451252743,-125.99351837732709,197.98981459294396,35.99814810780799,26.998611080855994,44.9976851347742
sensor3-sensor5,finger→ear,372,-51.698953297300775,32.24886732313655,-197.98981459294396,161.99166648513597,-53.99722216171199,-62.9967591886782,-44.99768513475999
sensor4-sensor5,wrist→ear,361,-91.71550338547327,31.289567855574756,-287.9851848624604,125.99351837732797,-89.99537026951998,-107.99444432342398,-80.99583324256088
