sensor,sensor_name,peak_count,quality,valid_ibi_ratio,hr_mean_bpm,hr_std_bpm,ibi_mean_ms,ibi_std_ms,rmssd_ms,pnn50_percent,signal_duration_s,fft_hr_bpm,fft_peak_freq_hz
sensor2,nose,101,fair,0.49,54.880109172129316,32.53172180476131,2948.7883022510614,8320.489163990122,9692.99821657961,89.8989898989899,300.00856633046874,51.91219954522084,0.8652033257536806
sensor3,finger,398,excellent,0.9924433249370277,81.5299904501454,13.05836710840174,752.6967945665268,112.96701497881058,139.49795552417842,32.82828282828283,300.00856633046874,51.91219954522084,0.8652033257536806
sensor4,wrist,396,excellent,0.9898734177215189,81.19824285323307,13.046529739304447,756.4395666628615,117.91474593423806,133.58399698331414,30.456852791878177,300.00856633046874,51.91219954522084,0.8652033257536806
sensor5,ear,393,excellent,0.9897959183673469,81.1373141280251,15.661155944693661,762.0908969634401,134.19107678540263,197.48751758612656,45.26854219948849,300.00856633046874,51.91219954522084,0.8652033257536806
