heartbeat_id,window_id,sensor_pair,sensor_names,ptt_ms,sensor2_time_s,sensor3_time_s,window_start_s,window_end_s,reference_sensor,reference_mean_ibi_ms,sensor4_time_s,sensor5_time_s
85,9,sensor2-sensor3,nose→finger,35.99921242408044,52.30685565219455,52.34285486461863,44.95401651457532,64.95157901615417,sensor2,774.703051366295,,
86,9,sensor2-sensor3,nose→finger,44.99901553010233,53.04483950688828,53.08983852241838,44.95401651457532,64.95157901615417,sensor2,774.703051366295,,
87,9,sensor2-sensor3,nose→finger,44.99901553010943,53.791823164688026,53.836822180218135,44.95401651457532,64.95157901615417,sensor2,774.703051366295,,
88,9,sensor2-sensor3,nose→finger,35.999212424087546,54.58380583801788,54.61980505044197,44.95401651457532,64.95157901615417,sensor2,774.703051366295,,
89,9,sensor2-sensor3,nose→finger,26.99940931806566,55.366788708241714,55.39378811755978,44.95401651457532,64.95157901615417,sensor2,774.703051366295,,
90,9,sensor2-sensor3,nose→finger,35.99921242408044,56.13177197225351,56.16777118467759,44.95401651457532,64.95157901615417,sensor2,774.703051366295,,
91,9,sensor2-sensor3,nose→finger,35.999212424087546,56.842756417629175,56.87875563005326,44.95401651457532,64.95157901615417,sensor2,774.703051366295,,
92,9,sensor2-sensor3,nose→finger,44.99901553010233,57.580740272322906,57.62573928785301,44.95401651457532,64.95157901615417,sensor2,774.703051366295,,
93,9,sensor2-sensor3,nose→finger,35.999212424087546,58.33672373322867,58.37272294565276,44.95401651457532,64.95157901615417,sensor2,774.703051366295,,
94,9,sensor2-sensor3,nose→finger,44.99901553010233,59.10170699724047,59.14670601277057,44.95401651457532,64.95157901615417,sensor2,774.703051366295,,
95,9,sensor2-sensor3,nose→finger,26.99940931806566,59.848690655040215,59.87569006435828,44.95401651457532,64.95157901615417,sensor2,774.703051366295,,
96,9,sensor2-sensor3,nose→finger,26.99940931806566,60.59567431283997,60.622673722158034,44.95401651457532,64.95157901615417,sensor2,774.703051366295,,
97,9,sensor2-sensor3,nose→finger,26.999409318058554,61.396656789275845,61.4236561985939,44.95401651457532,64.95157901615417,sensor2,774.703051366295,,
98,9,sensor2-sensor3,nose→finger,35.999212424087546,62.22463867502978,62.26063788745387,44.95401651457532,64.95157901615417,sensor2,774.703051366295,,
99,9,sensor2-sensor3,nose→finger,35.99921242408044,63.00762154525362,63.0436207576777,44.95401651457532,64.95157901615417,sensor2,774.703051366295,,
100,9,sensor2-sensor3,nose→finger,26.99940931806566,63.81760382479551,63.84460323411358,44.95401651457532,64.95157901615417,sensor2,774.703051366295,,
101,9,sensor2-sensor3,nose→finger,53.99881863613132,64.64558571054945,64.69958452918559,44.95401651457532,64.95157901615417,sensor2,774.703051366295,,
102,10,sensor2-sensor3,nose→finger,35.999212424087546,50.71389050242881,50.7498897148529,49.94890723841702,69.94646973999588,sensor2,784.8578292042556,,
103,10,sensor2-sensor3,nose→finger,35.999212424087546,51.52387278197071,51.5598719943948,49.94890723841702,69.94646973999588,sensor2,784.8578292042556,,
