sensor_pair,sensor_names,valid_heartbeats,mean_ptt_ms,std_ptt_ms,min_ptt_ms,max_ptt_ms,median_ptt_ms,q25_ptt_ms,q75_ptt_ms
sensor2-sensor3,nose→finger,560,42.3794299831751,49.641241529524955,-287.9936993925867,296.99350249870804,35.999212424087546,26.99940931806566,53.99881863615974
sensor2-sensor4,nose→wrist,551,71.18174580043473,51.22930218626179,-350.9923211348678,341.99251802880326,71.99842484817509,53.998818636127766,89.99803106019044
sensor2-sensor5,nose→ear,598,-40.16801754175527,46.50104040559956,-197.99566833245308,188.99586522650225,-44.99901553010943,-53.99881863615974,-35.9992124240307
sensor3-sensor4,finger→wrist,571,29.332107846418193,48.69119864876659,-323.9929118167879,296.99350249870804,26.99940931807987,17.99960621201535,44.99901553009522
sensor3-sensor5,finger→ear,614,-81.71645328349824,44.199056902995316,-197.99566833250992,197.99566833245308,-89.99803106019044,-98.99783416623204,-71.99842484817509
sensor4-sensor5,wrist→ear,596,-109.79457782530027,46.538934269326894,-197.99566833250992,197.99566833250992,-116.99744037827031,-134.99704659028566,-98.99783416623364
