heartbeat_id,sensor2_peak_time_s,sensor3_peak_time_s,sensor4_peak_time_s,sensor5_peak_time_s
2,,1.1699471327788973,1.2959414393858555,1.2599430660695818
4,2.5558845054554373,2.609882065429848,,2.5828832854426427
5,3.1948556318192964,3.239853598464639,3.2758519717809125,3.1408580718448857
6,3.7978283848668823,3.851825944841293,3.914823098144772,3.8248271648540877
7,,4.508796257863289,4.544794631179562,4.472797884547015
8,5.7777389172619396,5.786738510591007,5.849735663894487,5.71474176395846
9,6.335713703664182,6.434709230283936,,6.40771045029673
10,7.766649042986065,7.739650262998859,7.820646602960475,7.721651076340723
11,,8.405620169349923,8.450618135995267,8.342623016046446
12,9.035591702384714,9.017592515726578,9.089589262359125,9.035591702384714
13,9.6385644554323,9.683562422077642,9.70156160873578,9.58456689545789
14,10.412529481732186,10.39453029507405,10.44852785504846,10.385530701744981
15,11.078499388083252,11.060500201425114,11.105498168070456,11.024501828108841
16,11.726470107776178,11.744469294434316,11.789467261079658,
17,12.365441234140038,12.401439607456313,12.428438387443517,12.374440827469106
18,13.139406260439925,13.121407073781787,13.175404633756198,13.130406667110856
19,,13.8593737267654,,13.805376166790989
21,15.24531109944194,15.281309472758213,15.326307439403555,15.263310286100076
22,15.686291172566293,15.668291985908157,,
23,,16.001276939083688,16.0552744990581,16.001276939083688
24,16.69424562542196,16.712244812080094,16.766242372054506,16.649247658776616
25,17.351215938443953,17.432212278405572,17.477210245050912,17.432212278405572
26,18.161179338060116,18.143180151401978,18.206177304705456,18.143180151401978
27,19.538117117407587,19.52911752407852,19.583115084052928,19.52011793074945
28,20.20408702375865,20.231085803745856,20.26708417706213,20.19508743042958
29,20.942053676742262,20.915054896755056,20.9600528634004,20.879056523438784
30,21.572025209777053,21.626022769751465,21.653021549738668,21.554026023118915
31,,22.255994302786256,22.291992676102527,22.22899552279905
32,22.993960955769868,22.966962175782662,23.011960142428006,22.948962989124524
33,23.632932082133728,23.677930048779068,23.695929235437205,23.641931675462796
34,24.343899955130134,24.343899955130134,24.388897921775474,24.343899955130134
35,25.04586823479747,25.04586823479747,25.099865794771883,25.018869454810268
36,25.765835701122946,25.774835294452014,25.828832854426427,25.765835701122946
37,26.44980479413215,26.494802760777493,26.476803574119355,26.38680764082867
39,27.898739320112167,27.925738100099373,27.99773484673192,27.916738506770304
41,28.645705566424848,28.663704753082985,28.717702313057394,28.645705566424848
42,,29.39267181273753,29.464668559370075,29.356673439421254
