sensor_pair,sensor_names,valid_heartbeats,mean_ptt_ms,std_ptt_ms,min_ptt_ms,max_ptt_ms,median_ptt_ms,q25_ptt_ms,q75_ptt_ms
sensor2-sensor3,nose→finger,262,14.632926557950906,67.74802166596052,-197.99105323950528,197.9910532395195,17.999186658130384,-24.748881654936383,44.99796664535438
sensor2-sensor4,nose→wrist,215,61.28095178491369,77.80859202270821,-260.98820654298294,332.98495317554,62.997153303479436,26.998779987195576,98.9955266197633
sensor2-sensor5,nose→ear,183,-5.114522984824604,92.23733583359444,-314.9857665173954,269.98779987206944,-8.999593329065192,-49.49776330987277,26.998779987223998
sensor3-sensor4,finger→wrist,323,41.76591455193112,49.70904360598574,-188.9914599104543,161.9926799232303,44.99796664535438,26.998779987209787,62.997153303484765
sensor3-sensor5,finger→ear,258,-20.440936786178263,70.87396013068074,-197.99105323950528,188.99145991042587,-26.998779987195576,-53.9975599744178,8.999593329065192
sensor4-sensor5,wrist→ear,210,-63.12571892246665,78.12894337926377,-251.98861321391064,269.98779987204813,-71.99674663254996,-107.99511994881871,-35.99837331626077
