heartbeat_id,sensor2_peak_time_s,sensor3_peak_time_s,sensor4_peak_time_s,sensor5_peak_time_s
1,,1.0799774565696716,1.1429761415362358,1.0529780201554297
2,1.736963742649555,1.9259597975492475,1.9529592339634894,1.8809607368588446
3,,2.71794326570034,2.7269430778384205,2.6729442050099372
4,3.3299304910898204,3.5099267338514326,3.572925418817997,3.4199286124706267
5,,4.37390869910717,4.427907571935654,4.391908323383331
6,,5.183891791534424,5.28288972505331,
7,,5.939876011133194,,5.768879580509663
8,6.48886455155611,6.686860418593883,6.749859103560447,6.632861545765399
9,7.5958414445400235,7.487843698883056,7.523842947435378,7.433844826054573
10,,8.30682660344839,8.333826039862632,8.234828106343745
11,9.098810071599482,9.05381101090908,9.07181063518524,9.044811198770999
12,9.881793727612495,9.782795794093609,9.80979523050785,9.710797296988963
13,10.41278264375925,10.5747792622447,10.610778510797022,10.538780013692378
14,,11.375762542533874,11.420761603224276,11.31276385756731
15,,12.203745259237289,12.275743756341933,12.167746010684967
16,,12.9867289152503,13.013728351664541,12.860731545317172
17,,13.751712946987151,13.769712571263312,13.679714449882507
18,,14.534696603000164,14.543696415138244,14.453698293757437
19,15.263681386184691,15.335679883289336,15.353679507565497,15.272681198322772
20,16.0016659815073,16.082664290750024,16.100663915026185,16.019665605783462
21,,16.838648510348797,16.847648322486876,16.784649637520314
22,,17.585632917809484,17.612632354223727,17.49563479642868
23,,18.386616198098658,18.431615258789062,18.341617137408257
24,,19.133600605559348,19.142600417697427,19.106601169145105
25,,19.8985846372962,19.889584825158117,19.817586328053473
26,,20.663568669033047,20.67256848117113,20.600569984066485
27,21.59954913139343,21.500551197874543,21.536550446426865,21.44655232504606
28,22.130538047540185,22.292534666025638,22.3105342903018,22.238535793197155
29,,23.06651850990057,23.08451813417673,
30,,23.8405023537755,23.87650160232782,23.768503856670854
31,,24.668485070478916,24.677484882616994,24.58748676123619
32,25.48746797504425,25.460468538630007,25.49646778718233,25.388470041525363
33,26.333450316023825,26.216452758228776,26.198453133952615,
34,,26.963437165689466,26.97243697782755,26.891438668584822
35,,27.737421009564397,27.74642082170248,27.683422136735913
36,28.51140485343933,28.547404101991653,28.55640391412973,28.484405417025087
37,,29.303388321590422,29.27638888517618,29.186390763795373
38,,30.050372729051112,30.095371789741513,29.951374795532224
39,,30.842356197202204,30.860355821478365,30.77035770009756
40,31.805336095976827,31.652339289629456,31.70633816245794,31.598340416800973
41,32.588319751989836,32.45332256991863,32.50732144274711,32.408323509228225
42,,33.2093067895174,33.21830660165548,
43,,33.96529100911617,33.98329063339233,33.88429269987345
44,34.757274477267266,34.766274289405345,34.82927297437191,34.72127522871494
45,35.45925982403755,35.540258133280275,35.55825775755643,35.47725944831371
46,,36.323241789293284,36.35024122570753,36.260243104326726
47,,37.13322488172054,37.169224130272866,37.06122638461589
48,37.826210416352744,37.97020741056203,37.952207786285875,37.93420816200971
49,,38.735191442298884,38.735191442298884,38.61819388450384
50,,39.53617472258806,39.57217397114038,39.46417622548341
51,,40.34615781501531,40.355157627153396,
52,,41.17414053171873,41.183140343856806,41.11114184675216
53,,41.921124939179414,41.93912456345558,41.82212700566053
54,42.596110849535464,42.69510878305435,42.70410859519243,42.61411047381162
55,43.541091124033926,43.46909262692928,43.48709225120544,43.415093754100795
56,,44.29707534363269,44.315074967908856,
57,45.28705467882156,45.17005712102651,45.14305768461227,45.12505806033611
58,46.088037959110736,45.98904002559185,45.98904002559185,45.94404096490145
59,,46.7990231180191,46.7990231180191,46.71802480877638
60,,47.61800602258443,47.65400527113676,47.52800790120363
61,48.508987424254414,48.499987612116335,48.51798723639249,48.418989302873605
62,,49.39096901378631,49.42696826233863,49.34596995309591
63,,50.17395266979933,50.182952481937406,50.10195417269468
64,50.80393951946497,50.956936325812336,50.9749359500885,50.821939143741126
65,,51.739919981825345,51.730920169687266,51.6679214847207
66,,52.53190344997644,52.56790269852876,52.47790457714796
67,,53.29688748171329,53.323886918127535,53.17089011178016
68,54.0348720770359,54.07087132558822,54.12487019841671,54.02587226489782
69,,54.95285291512012,54.98885216367244,
70,55.90683300175667,55.80783506823778,55.86183394106626,55.735836571133134
71,,56.61781816066503,56.62681797280311,
72,,57.44580087736845,57.49979975019693,57.409801628816126
73,,58.381781339728825,,58.39078115186691
75,,60.93772798694372,,61.08172498115301
76,61.522715775918954,61.54071540019512,,61.459717090952395
78,,62.86368778449297,62.95368590587377,62.827688535940645
80,,64.23165922948121,64.35765659941434,64.27665829017162
81,65.1676396918416,65.04164232190847,65.1226406311512,64.97864363694191
82,,65.84262560219764,,65.77962691723108
85,,70.52252791399955,70.57652678682804,70.42352998048067
86,71.242512885046,71.35951044284104,71.37751006711721,71.30551157001257
87,,72.09749503816366,72.1694935352683,72.0794954138875
88,,72.87147888203859,72.92547775486707,
89,,73.61846328949927,73.68146197446585,
90,,74.42844638192653,74.41044675765038,
91,75.11243210442066,75.16643097724914,75.22042985007762,75.12143191655873
92,,75.94041482112407,75.9764140696764,75.88641594829559
93,76.70539885286092,76.6693996043086,76.72339847713708,76.61540073148012
94,,77.47938269673585,77.51538194528817,77.42538382390737
95,,78.35236447412967,78.37936391054392,78.28936578916311
96,,79.20734662724733,79.25234568793773,79.171347378695
97,,80.07132859250306,80.07132859250306,79.94533122256993
98,,80.8903114970684,80.92631074562073,80.82731281210184
99,81.67329515308141,81.7272940259099,81.74529365018606,81.61029646811485
100,,82.57327636688947,82.59127599116563,82.5102776819229
101,83.49125720497369,83.42825852000713,83.50025701711178,83.3922592714548
102,,84.25624123671054,84.28324067312478,84.19324255174398
103,,85.12922301410435,85.1562224505186,85.0212252684474
104,86.18220103425979,85.9932049793601,86.02020441577434,85.91220667011737
105,,86.78518844751119,86.80318807178735,86.69519032613039
106,,87.6131711642146,87.658170224905,87.54117266710996
107,,88.4501536930561,88.48615294160842,88.39615482022762
108,89.3771343432784,89.2421371612072,89.2871362218976,89.31413565831184
109,,90.03412062935828,90.10611912646293,
110,,90.91610221889019,90.93410184316635,90.82610409750937
111,,91.75308474773168,91.789083996284,91.65408681421279
112,,92.5810674644351,92.59006727657318,92.47306971877812
113,93.33705168403387,93.41804999327658,93.44504942969083,93.30105243548154
114,94.021037406528,94.18303402501344,94.21903327356576,94.07503627935647
115,,95.00201692957877,95.0380161781311,
116,95.74000152490139,95.8209998341441,95.84799927055835,95.8209998341441
117,96.70298142367601,96.55898442946672,96.60398349015712,96.52298518091439
118,97.1709716548562,97.33296827334165,97.3509678976178,97.3509678976178
119,98.25094911142587,98.14295136576891,98.16095099004507,98.0979523050785
120,99.10593126454353,98.97093408247231,99.00693333102464,98.91693520964384
121,,99.73591811420917,99.77191736276149,
122,,100.54590120663642,100.54590120663642,
123,,101.33788467478752,101.36488411120176,101.25688636554479
124,102.2198662643194,102.11186851866245,102.14786776721476,102.03087020941972
125,102.84985311398505,102.82285367757082,102.81385386543273,102.7778546168804
126,103.43484090296029,103.5698380850315,103.53383883647918,103.47084015151262
127,104.46981929883957,104.28982305607795,104.32582230463028,104.24482399538755
128,,105.0548070878148,105.06380689995288,104.96480896643399
129,105.68479393748044,105.8017914952755,105.79279168313741,
130,,106.60277477556467,106.61177458770274,106.5397760905981
131,107.39475824371576,107.43075749226807,107.47575655295849,107.39475824371576
132,,108.29473945752382,108.32173889393806,108.17774189972877
133,109.07772311353683,109.14972161064148,109.1857208591938,109.0867229256749
134,110.0677024487257,109.93270526665448,109.94170507879257,109.88770620596408
135,,110.67968967411517,110.69768929839134,110.54469249204396
136,,111.4086744572997,111.45367351799011,111.3186763359189
137,,112.18265830117463,112.2006579254508,112.10165999193191
138,112.9386425207734,112.92964270863533,112.96564195718764,113.00164120573997
139,,113.68562692823409,113.70362655251026,
140,,114.41461171141862,114.44161114783286,114.2886143414855
141,115.19759536743163,115.17959574315547,115.21559499170779,
142,116.07957695696354,115.94457977489232,115.98057902344465,115.93557996275425
143,116.84456098870038,116.72756343090533,116.73656324304342,
