sensor,sensor_name,peak_count,quality,valid_ibi_ratio,hr_mean_bpm,hr_std_bpm,ibi_mean_ms,ibi_std_ms,rmssd_ms,pnn50_percent,signal_duration_s,fft_hr_bpm,fft_peak_freq_hz
sensor2,nose,163,good,0.6234567901234568,69.46921250355867,38.601983523221406,1095.6437962174416,495.5848080488626,728.7186946263616,94.40993788819875,180.00524257375,51.91061266500705,0.8651768777501175
sensor3,finger,222,excellent,0.9773755656108597,75.91955342595935,11.238027708986895,806.6845187476858,134.0932408394921,152.71018020391907,29.09090909090909,180.00524257375,51.91061266500705,0.8651768777501175
sensor4,wrist,223,excellent,0.963963963963964,78.51116361793456,20.774933372729972,802.9697253106414,177.9661044175198,199.71543096306326,43.89140271493213,180.00524257375,51.91061266500705,0.8651768777501175
sensor5,ear,226,excellent,0.9466666666666667,81.9100458651588,25.957549538146523,792.1834639763832,211.05994471529317,300.7227476374179,68.30357142857143,180.00524257375,51.91061266500705,0.8651768777501175
