sensor_pair,sensor_names,valid_heartbeats,mean_ptt_ms,std_ptt_ms,min_ptt_ms,max_ptt_ms,median_ptt_ms,q25_ptt_ms,q75_ptt_ms
sensor2-sensor3,nose→finger,88,-4.397635476561884,116.12099591456695,-188.99605489968963,197.9958670377755,-22.499530345193364,-107.9977456569614,98.99793351888775
sensor2-sensor4,nose→wrist,87,25.240852433237205,117.15929207474491,-161.99661848544622,260.9945520043375,8.999812138085872,-71.99849710465855,107.99774565697007
sensor2-sensor5,nose→ear,81,-55.221069538593895,117.11931315034234,-278.9941762804915,179.99624276160375,-62.99868496655847,-152.99680634737456,44.99906069040094
sensor3-sensor4,finger→wrist,206,28.746972751732795,26.59027425480147,-44.99906069040094,188.99605489968963,26.999436414243405,17.999624276143322,44.99906069040094
sensor3-sensor5,finger→ear,190,-63.614461586537864,41.54156219535474,-170.9964306235312,143.9969942092887,-62.99868496657268,-80.99830924274087,-44.99906069042936
sensor4-sensor5,wrist→ear,181,-93.52843442944462,38.64399050378372,-179.99624276161796,71.99849710465855,-98.99793351888775,-116.99755779504528,-80.998309242716
