heartbeat_id,sensor_pair,sensor_names,ptt_ms,sensor2_time_s,sensor3_time_s,sensor4_time_s,sensor5_time_s
2,sensor2-sensor3,nose→finger,188.99605489969252,1.736963742649555,1.9259597975492475,,
4,sensor2-sensor3,nose→finger,179.9962427616122,3.3299304910898204,3.5099267338514326,,
8,sensor2-sensor3,nose→finger,197.99586703777373,6.48886455155611,6.686860418593883,,
9,sensor2-sensor3,nose→finger,-107.9977456569674,7.5958414445400235,7.487843698883056,,
11,sensor2-sensor3,nose→finger,-44.999060690402715,9.098810071599482,9.05381101090908,,
12,sensor2-sensor3,nose→finger,-98.99793351888597,9.881793727612495,9.782795794093609,,
13,sensor2-sensor3,nose→finger,161.99661848544977,10.41278264375925,10.5747792622447,,
19,sensor2-sensor3,nose→finger,71.99849710464434,15.263681386184691,15.335679883289336,,
20,sensor2-sensor3,nose→finger,80.99830924272311,16.0016659815073,16.082664290750024,,
27,sensor2-sensor3,nose→finger,-98.99793351888775,21.59954913139343,21.500551197874543,,
28,sensor2-sensor3,nose→finger,161.99661848545333,22.130538047540185,22.292534666025638,,
32,sensor2-sensor3,nose→finger,-26.999436414243405,25.48746797504425,25.460468538630007,,
33,sensor2-sensor3,nose→finger,-116.99755779504883,26.333450316023825,26.216452758228776,,
36,sensor2-sensor3,nose→finger,35.99924855232217,28.51140485343933,28.547404101991653,,
40,sensor2-sensor3,nose→finger,-152.996806347371,31.805336095976827,31.652339289629456,,
41,sensor2-sensor3,nose→finger,-134.99718207120281,32.588319751989836,32.45332256991863,,
44,sensor2-sensor3,nose→finger,8.999812138078767,34.757274477267266,34.766274289405345,,
45,sensor2-sensor3,nose→finger,80.99830924272311,35.45925982403755,35.540258133280275,,
48,sensor2-sensor3,nose→finger,143.9969942092887,37.826210416352744,37.97020741056203,,
54,sensor2-sensor3,nose→finger,98.99793351888775,42.596110849535464,42.69510878305435,,
55,sensor2-sensor3,nose→finger,-71.99849710464434,43.541091124033926,43.46909262692928,,
57,sensor2-sensor3,nose→finger,-116.99755779505239,45.28705467882156,45.17005712102651,,
58,sensor2-sensor3,nose→finger,-98.99793351888775,46.088037959110736,45.98904002559185,,
61,sensor2-sensor3,nose→finger,-8.999812138078767,48.508987424254414,48.499987612116335,,
64,sensor2-sensor3,nose→finger,152.99680634736745,50.80393951946497,50.956936325812336,,
68,sensor2-sensor3,nose→finger,35.99924855232217,54.0348720770359,54.07087132558822,,
70,sensor2-sensor3,nose→finger,-98.99793351888775,55.90683300175667,55.80783506823778,,
76,sensor2-sensor3,nose→finger,17.99962427616464,61.522715775918954,61.54071540019512,,
81,sensor2-sensor3,nose→finger,-125.99736993313115,65.1676396918416,65.04164232190847,,
86,sensor2-sensor3,nose→finger,116.99755779504528,71.242512885046,71.35951044284104,,
91,sensor2-sensor3,nose→finger,53.9988728284726,75.11243210442066,75.16643097724914,,
93,sensor2-sensor3,nose→finger,-35.99924855232928,76.70539885286092,76.6693996043086,,
99,sensor2-sensor3,nose→finger,53.99887282848681,81.67329515308141,81.7272940259099,,
101,sensor2-sensor3,nose→finger,-62.99868496655847,83.49125720497369,83.42825852000713,,
104,sensor2-sensor3,nose→finger,-188.99605489968963,86.18220103425979,85.9932049793601,,
108,sensor2-sensor3,nose→finger,-134.99718207120281,89.3771343432784,89.2421371612072,,
113,sensor2-sensor3,nose→finger,80.998309242716,93.33705168403387,93.41804999327658,,
114,sensor2-sensor3,nose→finger,161.99661848544622,94.021037406528,94.18303402501344,,
116,sensor2-sensor3,nose→finger,80.998309242716,95.74000152490139,95.8209998341441,,
117,sensor2-sensor3,nose→finger,-143.9969942092887,96.70298142367601,96.55898442946672,,
118,sensor2-sensor3,nose→finger,161.99661848544622,97.1709716548562,97.33296827334165,,
119,sensor2-sensor3,nose→finger,-107.99774565695941,98.25094911142587,98.14295136576891,,
120,sensor2-sensor3,nose→finger,-134.99718207121703,99.10593126454353,98.97093408247231,,
124,sensor2-sensor3,nose→finger,-107.99774565695941,102.2198662643194,102.11186851866245,,
125,sensor2-sensor3,nose→finger,-26.999436414229194,102.84985311398505,102.82285367757082,,
126,sensor2-sensor3,nose→finger,134.99718207121703,103.43484090296029,103.5698380850315,,
127,sensor2-sensor3,nose→finger,-179.99624276161796,104.46981929883957,104.28982305607795,,
129,sensor2-sensor3,nose→finger,116.99755779505949,105.68479393748044,105.8017914952755,,
131,sensor2-sensor3,nose→finger,35.999248552315066,107.39475824371576,107.43075749226807,,
133,sensor2-sensor3,nose→finger,71.99849710464434,109.07772311353683,109.14972161064148,,
134,sensor2-sensor3,nose→finger,-134.99718207121703,110.0677024487257,109.93270526665448,,
138,sensor2-sensor3,nose→finger,-8.999812138071661,112.9386425207734,112.92964270863533,,
141,sensor2-sensor3,nose→finger,-17.999624276157533,115.19759536743163,115.17959574315547,,
142,sensor2-sensor3,nose→finger,-134.99718207121703,116.07957695696354,115.94457977489232,,
143,sensor2-sensor3,nose→finger,-116.99755779504528,116.84456098870038,116.72756343090533,,
145,sensor2-sensor3,nose→finger,-44.99906069040094,118.26653130651711,118.22153224582671,,
148,sensor2-sensor3,nose→finger,134.99718207120281,120.22849035261869,120.3634875346899,,
149,sensor2-sensor3,nose→finger,-80.99830924273022,121.11047194215058,121.02947363290785,,
150,sensor2-sensor3,nose→finger,134.99718207121703,121.59646179760693,121.73145897967815,,
151,sensor2-sensor3,nose→finger,-161.99661848544622,122.61344056921004,122.4514439507246,,
152,sensor2-sensor3,nose→finger,-179.99624276161796,123.32442572811841,123.1444294853568,,
153,sensor2-sensor3,nose→finger,35.999248552315066,123.83741501998901,123.87341426854132,,
154,sensor2-sensor3,nose→finger,8.999812138085872,124.65639792455434,124.66539773669243,,
161,sensor2-sensor3,nose→finger,-80.99830924274443,130.53327525072098,130.45227694147823,,
162,sensor2-sensor3,nose→finger,98.99793351888775,131.13626266397236,131.23526059749125,,
165,sensor2-sensor3,nose→finger,-89.99812138080188,133.73720837187767,133.64721025049687,,
167,sensor2-sensor3,nose→finger,188.99605489971805,135.1051798168659,135.29417587176562,,
168,sensor2-sensor3,nose→finger,197.9958670377755,135.9061630971551,136.10415896419286,,
170,sensor2-sensor3,nose→finger,89.99812138080188,137.59812777911424,137.68812590049504,,
173,sensor2-sensor3,nose→finger,-35.999248552315066,140.028077056396,139.99207780784369,,
175,sensor2-sensor3,nose→finger,-161.99661848546043,141.77404061118364,141.61204399269818,,
178,sensor2-sensor3,nose→finger,-98.99793351888775,144.2129897006035,144.1139917670846,,
179,sensor2-sensor3,nose→finger,179.99624276163217,144.76197824102638,144.94197448378802,,
186,sensor2-sensor3,nose→finger,-134.99718207120281,150.89085030705928,150.75585312498808,,
188,sensor2-sensor3,nose→finger,-71.99849710463013,152.38481912198066,152.31282062487603,,
191,sensor2-sensor3,nose→finger,161.99661848546043,154.64377196863887,154.80576858712433,,
192,sensor2-sensor3,nose→finger,53.99887282848681,155.54375318244695,155.59775205527544,,
193,sensor2-sensor3,nose→finger,-35.999248552315066,156.3987353355646,156.36273608701228,,
194,sensor2-sensor3,nose→finger,134.99718207120281,156.99272293667792,157.12772011874912,,
195,sensor2-sensor3,nose→finger,107.99774565697362,157.79370621696708,157.90170396262405,,
203,sensor2-sensor3,nose→finger,-116.99755779505949,164.03957584079504,163.92257828299998,,
205,sensor2-sensor3,nose→finger,-98.99793351888775,165.6235427770972,165.52454484357833,,
208,sensor2-sensor3,nose→finger,-152.99680634737456,168.10749092720746,167.9544941208601,,
210,sensor2-sensor3,nose→finger,-152.99680634737456,169.7184572999239,169.56546049357652,,
212,sensor2-sensor3,nose→finger,35.999248552315066,171.11342818132638,171.1494274298787,,
218,sensor2-sensor3,nose→finger,-143.9969942092887,176.36031865782738,176.2163216636181,,
220,sensor2-sensor3,nose→finger,-80.99830924274443,177.96228521840573,177.88128690916298,,
222,sensor2-sensor3,nose→finger,125.99736993314536,179.23125872987507,179.3572560998082,,
2,sensor2-sensor4,nose→wrist,215.99549131393437,1.736963742649555,,1.9529592339634894,
4,sensor2-sensor4,nose→wrist,242.99492772817644,3.3299304910898204,,3.572925418817997,
8,sensor2-sensor4,nose→wrist,260.9945520043375,6.48886455155611,,6.749859103560447,
9,sensor2-sensor4,nose→wrist,-71.99849710464522,7.5958414445400235,,7.523842947435378,
11,sensor2-sensor4,nose→wrist,-26.99943641424163,9.098810071599482,,9.07181063518524,
12,sensor2-sensor4,nose→wrist,-71.99849710464434,9.881793727612495,,9.80979523050785,
13,sensor2-sensor4,nose→wrist,197.99586703777194,10.41278264375925,,10.610778510797022,
19,sensor2-sensor4,nose→wrist,89.99812138080543,15.263681386184691,,15.353679507565497,
20,sensor2-sensor4,nose→wrist,98.9979335188842,16.0016659815073,,16.100663915026185,
27,sensor2-sensor4,nose→wrist,-62.99868496656558,21.59954913139343,,21.536550446426865,
28,sensor2-sensor4,nose→wrist,179.9962427616144,22.130538047540185,,22.3105342903018,
32,sensor2-sensor4,nose→wrist,8.999812138078767,25.48746797504425,,25.49646778718233,
33,sensor2-sensor4,nose→wrist,-134.99718207120992,26.333450316023825,,26.198453133952615,
36,sensor2-sensor4,nose→wrist,44.99906069040094,28.51140485343933,,28.55640391412973,
40,sensor2-sensor4,nose→wrist,-98.99793351888775,31.805336095976827,,31.70633816245794,
41,sensor2-sensor4,nose→wrist,-80.99830924272311,32.588319751989836,,32.50732144274711,
44,sensor2-sensor4,nose→wrist,71.99849710464434,34.757274477267266,,34.82927297437191,
45,sensor2-sensor4,nose→wrist,98.99793351888064,35.45925982403755,,35.55825775755643,
48,sensor2-sensor4,nose→wrist,125.99736993313115,37.826210416352744,,37.952207786285875,
54,sensor2-sensor4,nose→wrist,107.99774565696652,42.596110849535464,,42.70410859519243,
55,sensor2-sensor4,nose→wrist,-53.99887282848681,43.541091124033926,,43.48709225120544,
57,sensor2-sensor4,nose→wrist,-143.9969942092887,45.28705467882156,,45.14305768461227,
58,sensor2-sensor4,nose→wrist,-98.99793351888775,46.088037959110736,,45.98904002559185,
61,sensor2-sensor4,nose→wrist,8.999812138078767,48.508987424254414,,48.51798723639249,
64,sensor2-sensor4,nose→wrist,170.9964306235321,50.80393951946497,,50.9749359500885,
